PERCENT_PUB_DATA,COUPLING_BETWEEN_OBJECTS,DEPTH,LACK_OF_COHESION_OF_METHODS,NUM_OF_CHILDREN,DEP_ON_CHILD,FAN_IN,RESPONSE_FOR_CLASS,WEIGHTED_METHODS_PER_CLASS,minLOC_EXECUTABLE,minHALSTEAD_CONTENT,minHALSTEAD_DIFFICULTY,minHALSTEAD_EFFORT,minHALSTEAD_ERROR_EST,minHALSTEAD_LENGTH,minHALSTEAD_LEVEL,minHALSTEAD_PROG_TIME,minHALSTEAD_VOLUME,minNUM_OPERANDS,minNUM_OPERATORS,minNUM_UNIQUE_OPERANDS,minNUM_UNIQUE_OPERATORS,minLOC_TOTAL,maxLOC_BLANK,maxBRANCH_COUNT,maxLOC_CODE_AND_COMMENT,maxLOC_COMMENTS,maxCYCLOMATIC_COMPLEXITY,maxDESIGN_COMPLEXITY,maxESSENTIAL_COMPLEXITY,maxLOC_EXECUTABLE,maxHALSTEAD_CONTENT,maxHALSTEAD_DIFFICULTY,maxHALSTEAD_EFFORT,maxHALSTEAD_ERROR_EST,maxHALSTEAD_LENGTH,maxHALSTEAD_LEVEL,maxHALSTEAD_PROG_TIME,maxHALSTEAD_VOLUME,maxNUM_OPERANDS,maxNUM_OPERATORS,maxNUM_UNIQUE_OPERANDS,maxNUM_UNIQUE_OPERATORS,maxLOC_TOTAL,avgLOC_BLANK,avgBRANCH_COUNT,avgLOC_CODE_AND_COMMENT,avgLOC_COMMENTS,avgCYCLOMATIC_COMPLEXITY,avgDESIGN_COMPLEXITY,avgESSENTIAL_COMPLEXITY,avgLOC_EXECUTABLE,avgHALSTEAD_CONTENT,avgHALSTEAD_DIFFICULTY,avgHALSTEAD_EFFORT,avgHALSTEAD_ERROR_EST,avgHALSTEAD_LENGTH,avgHALSTEAD_LEVEL,avgHALSTEAD_PROG_TIME,avgHALSTEAD_VOLUME,avgNUM_OPERANDS,avgNUM_OPERATORS,avgNUM_UNIQUE_OPERANDS,avgNUM_UNIQUE_OPERATORS,avgLOC_TOTAL,sumLOC_BLANK,sumBRANCH_COUNT,sumLOC_CODE_AND_COMMENT,sumLOC_COMMENTS,sumCYCLOMATIC_COMPLEXITY,sumDESIGN_COMPLEXITY,sumESSENTIAL_COMPLEXITY,sumLOC_EXECUTABLE,sumHALSTEAD_CONTENT,sumHALSTEAD_DIFFICULTY,sumHALSTEAD_EFFORT,sumHALSTEAD_ERROR_EST,sumHALSTEAD_LENGTH,sumHALSTEAD_LEVEL,sumHALSTEAD_PROG_TIME,sumHALSTEAD_VOLUME,sumNUM_OPERANDS,sumNUM_OPERATORS,sumNUM_UNIQUE_OPERANDS,sumNUM_UNIQUE_OPERATORS,sumLOC_TOTAL,class
0.0,14.0,3.0,81.0,0.0,0.0,1.0,46.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,15.0,1.0,3.0,8.0,8.0,3.0,45.0,42.9,27.06,17479.25,0.22,124.0,1.0,971.07,645.97,46.0,78.0,19.0,20.0,57.0,1.8,4.5,0.1,0.5,2.8,2.7,1.4,14.7,18.007,7.693,3281.062,0.068,43.0,0.306,182.282,206.055,15.9,27.1,8.5,8.4,20.0,18.0,45.0,1.0,5.0,28.0,27.0,14.0,147.0,180.07,76.93,32810.62,0.68,430.0,3.06,1822.82,2060.55,159.0,271.0,85.0,84.0,200.0,1
0.0,12.0,2.0,80.0,0.0,0.0,1.0,37.0,10.0,0.0,5.33,1.0,8.0,0.0,4.0,0.04,0.44,8.0,1.0,2.0,1.0,2.0,2.0,7.0,13.0,0.0,1.0,7.0,7.0,3.0,46.0,49.31,26.13,15946.3,0.2,119.0,1.0,885.91,610.38,44.0,75.0,21.0,19.0,52.0,2.0,4.888889,0.0,0.222222,3.0,2.888889,1.444444,17.555556,21.524444,8.541111,3632.836,0.077778,49.888889,0.375556,201.8244,238.708889,18.333333,31.555556,9.777778,9.0,23.0,18.0,44.0,0.0,2.0,27.0,26.0,13.0,158.0,193.72,76.87,32695.52,0.7,449.0,3.38,1816.42,2148.38,165.0,284.0,88.0,81.0,207.0,1
0.0,6.0,2.0,95.0,0.0,0.0,1.0,59.0,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,5.0,0.0,1.0,3.0,3.0,1.0,25.0,119.9,9.75,5824.19,0.28,154.0,0.67,323.57,835.64,46.0,108.0,33.0,10.0,32.0,0.375,1.333333,0.0,0.125,1.166667,1.166667,1.0,3.208333,14.217083,2.621667,440.5667,0.0225,16.75,0.517083,24.47833,71.729583,5.208333,11.541667,3.958333,4.333333,5.625,9.0,32.0,0.0,3.0,28.0,28.0,24.0,77.0,341.21,62.92,10573.6,0.54,402.0,12.41,587.48,1721.51,125.0,277.0,95.0,104.0,135.0,1
0.0,15.0,3.0,94.0,0.0,0.0,1.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,9.0,1.0,3.0,5.0,5.0,3.0,33.0,41.08,14.74,7570.25,0.17,101.0,1.0,420.57,516.99,41.0,62.0,21.0,15.0,49.0,1.888889,4.222222,0.111111,0.888889,2.666667,2.555556,1.666667,15.333333,21.018889,7.366667,2872.083,0.075556,48.222222,0.27,159.56,230.58,18.111111,30.111111,9.777778,8.333333,21.0,17.0,38.0,1.0,8.0,24.0,23.0,15.0,138.0,189.17,66.3,25848.75,0.68,434.0,2.43,1436.04,2075.22,163.0,271.0,88.0,75.0,189.0,1
0.0,14.0,2.0,86.0,0.0,0.0,1.0,37.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,9.0,0.0,1.0,5.0,5.0,3.0,32.0,44.35,16.18,8233.66,0.17,100.0,1.0,457.43,508.75,41.0,59.0,19.0,15.0,48.0,1.444444,3.222222,0.0,0.333333,2.111111,2.111111,1.444444,11.333333,17.475556,5.658889,1830.057,0.052222,34.555556,0.335556,101.67,160.004444,12.777778,21.777778,7.555556,7.111111,16.111111,13.0,29.0,0.0,3.0,19.0,19.0,13.0,102.0,157.28,50.93,16470.51,0.47,311.0,3.02,915.03,1440.04,115.0,196.0,68.0,64.0,145.0,1
0.0,10.0,2.0,85.0,0.0,0.0,1.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,7.0,9.0,0.0,1.0,5.0,4.0,3.0,27.0,44.35,10.13,4365.26,0.15,88.0,1.0,242.51,440.0,29.0,59.0,19.0,13.0,33.0,1.5,3.25,0.0,0.25,2.125,2.0,1.5,9.875,17.47,4.6375,1316.824,0.04625,30.75,0.36625,73.15625,140.10125,10.875,19.875,7.0,6.375,14.0,12.0,26.0,0.0,2.0,17.0,16.0,12.0,79.0,139.76,37.1,10534.59,0.37,246.0,2.93,585.25,1120.81,87.0,159.0,56.0,51.0,112.0,1
0.0,1.0,4.0,100.0,0.0,0.0,1.0,53.0,22.0,0.0,4.75,1.0,4.75,0.0,3.0,0.4,0.26,4.75,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,12.68,2.5,79.25,0.01,10.0,1.0,4.4,31.7,4.0,6.0,4.0,5.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.333333,8.486667,1.75,35.01167,0.003333,6.166667,0.635,1.945,16.561667,2.333333,3.833333,2.333333,3.5,4.333333,0.0,6.0,0.0,0.0,6.0,6.0,6.0,2.0,50.92,10.5,210.07,0.02,37.0,3.81,11.67,99.37,14.0,23.0,14.0,21.0,26.0,1
0.0,1.0,2.0,100.0,0.0,0.0,1.0,20.0,16.0,0.0,4.75,1.0,4.75,0.0,3.0,0.28,0.26,4.75,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,6.0,16.34,3.6,211.72,0.02,17.0,1.0,11.76,58.81,6.0,11.0,5.0,6.0,8.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.5,8.57,2.15,69.4,0.0075,7.75,0.5875,3.855,22.8025,2.5,5.25,2.25,4.0,3.5,0.0,4.0,0.0,0.0,4.0,4.0,4.0,6.0,34.28,8.6,277.6,0.03,31.0,2.35,15.42,91.21,10.0,21.0,9.0,16.0,14.0,1
0.0,1.0,3.0,100.0,0.0,0.0,1.0,33.0,14.0,0.0,4.75,1.0,4.75,0.0,3.0,0.67,0.26,4.75,1.0,2.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,1.0,0.67,8.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.136667,1.333333,9.583333,0.0,3.666667,0.78,0.533333,6.916667,1.0,2.666667,1.0,2.666667,1.666667,0.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,15.41,4.0,28.75,0.0,11.0,2.34,1.6,20.75,3.0,8.0,3.0,8.0,5.0,1
0.0,0.0,1.0,0.0,2.0,0.0,0.0,9.0,9.0,0.0,4.75,1.0,4.75,0.0,3.0,0.67,0.26,4.75,1.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.33,1.5,12.0,0.0,4.0,1.0,0.67,8.0,1.0,3.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,5.04,1.25,8.375,0.0,3.5,0.835,0.465,6.375,1.0,2.5,1.0,2.5,2.0,0.0,2.0,0.0,0.0,2.0,2.0,2.0,0.0,10.08,2.5,16.75,0.0,7.0,1.67,0.93,12.75,2.0,5.0,2.0,5.0,4.0,1
0.0,14.0,4.0,97.0,0.0,0.0,1.0,53.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,6.0,57.0,1.0,11.0,29.0,29.0,13.0,126.0,85.01,36.77,114916.0,1.04,519.0,1.0,6384.22,3125.61,192.0,327.0,47.0,18.0,135.0,1.047619,6.52381,0.142857,1.47619,3.761905,3.52381,1.952381,18.285714,25.40381,9.11,8525.145,0.125714,72.857143,0.253333,473.6186,378.847143,28.0,44.857143,11.809524,8.666667,25.142857,22.0,137.0,3.0,31.0,79.0,74.0,41.0,384.0,533.48,191.31,179028.05,2.64,1530.0,5.32,9945.99,7955.79,588.0,942.0,248.0,182.0,528.0,0
33.0,10.0,2.0,95.0,0.0,0.0,1.0,42.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,4.0,17.0,0.0,6.0,9.0,6.0,3.0,50.0,53.98,14.76,8849.14,0.2,121.0,1.0,491.62,599.46,62.0,72.0,21.0,14.0,57.0,1.066667,3.266667,0.0,0.666667,2.2,2.0,1.266667,10.066667,15.348,4.378,1488.366,0.042667,28.666667,0.443333,82.68733,130.548,11.333333,17.333333,5.933333,5.4,14.6,16.0,49.0,0.0,10.0,33.0,30.0,19.0,151.0,230.22,65.67,22325.49,0.64,430.0,6.65,1240.31,1958.22,170.0,260.0,89.0,81.0,219.0,1
0.0,9.0,6.0,86.0,0.0,0.0,1.0,222.0,100.0,2.0,5.8,1.5,17.41,0.0,5.0,0.02,0.97,11.61,1.0,3.0,1.0,3.0,4.0,7.0,55.0,7.0,17.0,28.0,16.0,16.0,144.0,56.22,51.24,147636.19,0.96,482.0,0.67,8202.01,2881.05,191.0,291.0,41.0,22.0,162.0,0.714286,3.207792,0.74026,1.220779,2.103896,1.935065,1.272727,9.545455,13.480649,5.887143,2981.452,0.042987,28.012987,0.301299,165.6355,129.700649,9.831169,18.181818,5.441558,8.142857,14.38961,55.0,247.0,57.0,94.0,162.0,149.0,98.0,735.0,1038.01,453.31,229571.79,3.31,2157.0,23.2,12753.93,9986.95,757.0,1400.0,419.0,627.0,1108.0,1
100.0,20.0,4.0,95.0,0.0,0.0,2.0,85.0,28.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,32.0,31.0,0.0,44.0,16.0,14.0,12.0,142.0,140.96,33.6,98179.22,1.01,453.0,0.5,5454.4,3028.98,190.0,263.0,84.0,28.0,220.0,9.954546,11.909091,0.0,11.545455,6.454545,5.681818,3.772727,55.954546,56.528636,15.260455,22530.42,0.348182,174.318182,0.099091,1251.689,1045.1,71.590909,102.727273,32.772727,14.363636,79.818182,219.0,262.0,0.0,254.0,142.0,125.0,83.0,1231.0,1243.63,335.73,495669.16,7.66,3835.0,2.18,27537.15,22992.2,1575.0,2260.0,721.0,316.0,1756.0,0
0.0,12.0,2.0,83.0,0.0,0.0,1.0,52.0,39.0,0.0,5.33,1.1,12.0,0.0,4.0,0.04,0.67,8.0,1.0,3.0,1.0,2.0,2.0,12.0,15.0,1.0,21.0,8.0,8.0,4.0,75.0,78.07,23.74,24784.89,0.39,212.0,0.91,1376.94,1184.01,91.0,121.0,36.0,17.0,92.0,1.885714,5.342857,0.028571,1.285714,3.171429,2.914286,1.485714,25.0,31.580857,8.654,4693.968,0.115714,69.114286,0.248571,260.7771,347.857714,28.142857,40.971429,14.285714,9.257143,32.428571,66.0,187.0,1.0,45.0,111.0,102.0,52.0,875.0,1105.33,302.89,164288.87,4.05,2419.0,8.7,9127.2,12175.02,985.0,1434.0,500.0,324.0,1135.0,0
0.0,13.0,2.0,80.0,0.0,0.0,1.0,45.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,13.0,0.0,5.0,7.0,5.0,4.0,35.0,46.64,17.45,9110.4,0.22,124.0,1.33,506.13,650.74,48.0,76.0,24.0,16.0,44.0,0.722222,2.888889,0.0,0.25,1.944444,1.722222,1.388889,9.083333,18.347778,4.996389,979.6533,0.037222,25.333333,0.328611,54.425,107.36,10.027778,15.305556,7.0,6.722222,13.055556,26.0,104.0,0.0,9.0,70.0,62.0,50.0,327.0,660.52,179.87,35267.52,1.34,912.0,11.83,1959.3,3864.96,361.0,551.0,252.0,242.0,470.0,0
0.0,16.0,2.0,87.0,0.0,0.0,1.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,9.0,25.0,0.0,8.0,13.0,12.0,6.0,86.0,71.07,23.33,24551.51,0.42,214.0,0.67,1363.97,1264.07,83.0,131.0,42.0,22.0,101.0,1.75,6.333333,0.0,1.083333,3.666667,3.416667,2.083333,19.0,21.494167,7.961667,5696.767,0.105833,59.416667,0.3325,316.4883,320.158333,21.75,37.666667,11.25,8.916667,23.5,21.0,76.0,0.0,13.0,44.0,41.0,25.0,228.0,257.93,95.54,68361.2,1.27,713.0,3.99,3797.86,3841.9,261.0,452.0,135.0,107.0,282.0,0
0.0,9.0,1.0,0.0,0.0,0.0,0.0,18.0,18.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,6.0,25.0,5.0,18.0,13.0,11.0,10.0,85.0,65.81,28.86,54815.82,0.63,304.0,0.21,3045.32,1899.37,111.0,193.0,50.0,26.0,102.0,0.333333,2.333333,0.277778,1.166667,1.666667,1.555556,1.5,10.5,19.747222,5.668889,3436.059,0.061111,36.888889,0.170556,190.8928,184.733889,13.888889,23.0,9.055556,8.222222,16.555556,6.0,42.0,5.0,21.0,30.0,28.0,27.0,189.0,355.45,102.04,61849.06,1.1,664.0,3.07,3436.07,3325.21,250.0,414.0,163.0,148.0,298.0,0
0.0,7.0,1.0,0.0,0.0,0.0,0.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,0.0,11.0,4.0,3.0,3.0,25.0,61.35,10.82,5688.55,0.2,111.0,0.67,316.03,590.73,40.0,71.0,27.0,14.0,43.0,0.866667,2.333333,0.0,1.133333,1.666667,1.4,1.266667,7.066667,17.852,5.023333,941.586,0.041333,27.733333,0.195333,52.31,120.742667,9.666667,18.066667,6.733333,7.266667,12.666667,13.0,35.0,0.0,17.0,25.0,21.0,19.0,106.0,267.78,75.35,14123.79,0.62,416.0,2.93,784.65,1811.14,145.0,271.0,101.0,109.0,190.0,0
0.0,9.0,2.0,93.0,0.0,0.0,1.0,49.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,12.0,0.0,2.0,7.0,6.0,3.0,86.0,85.07,26.82,61212.81,0.76,362.0,0.67,3400.71,2281.97,139.0,223.0,57.0,22.0,100.0,0.642857,1.785714,0.0,0.142857,1.428571,1.357143,1.142857,6.214286,10.264286,3.094286,4381.772,0.054286,29.071429,0.529286,243.4343,169.283571,10.714286,18.357143,4.857143,4.0,8.214286,9.0,25.0,0.0,2.0,20.0,19.0,16.0,87.0,143.7,43.32,61344.81,0.76,407.0,7.41,3408.08,2369.97,150.0,257.0,68.0,56.0,115.0,0
0.0,4.0,1.0,0.0,0.0,0.0,0.0,16.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,14.0,66.16,5.64,2101.93,0.12,76.0,0.19,116.77,372.92,31.0,45.0,22.0,8.0,24.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,10.5625,45.705625,4.84,1410.484,0.085,53.9375,0.15875,78.36188,253.870625,21.6875,32.25,15.625,7.125,18.125,0.0,16.0,0.0,0.0,16.0,16.0,16.0,169.0,731.29,77.44,22567.75,1.36,863.0,2.54,1253.79,4061.93,347.0,516.0,250.0,114.0,290.0,0
0.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,3.0,0.0,0.0,2.0,2.0,1.0,21.0,64.5,7.14,3291.0,0.15,93.0,0.67,182.83,460.74,30.0,63.0,21.0,11.0,30.0,0.125,2.25,0.0,0.0,1.625,1.625,1.0,10.625,24.915,4.21875,1059.696,0.05125,35.125,0.1825,58.87125,160.8125,11.25,23.875,8.75,7.0,14.5,1.0,18.0,0.0,0.0,13.0,13.0,8.0,85.0,199.32,33.75,8477.57,0.41,281.0,1.46,470.97,1286.5,90.0,191.0,70.0,56.0,116.0,0
0.0,6.0,1.0,62.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,11.0,0.0,12.0,6.0,2.0,1.0,19.0,17.43,22.4,6738.55,0.1,64.0,0.5,374.36,300.83,28.0,36.0,10.0,16.0,27.0,0.0,3.8,0.0,3.4,2.4,1.4,1.0,8.6,10.282,8.68,1855.82,0.034,24.8,0.172,103.1,106.128,10.4,14.4,5.0,8.2,14.2,0.0,19.0,0.0,17.0,12.0,7.0,5.0,43.0,51.41,43.4,9279.1,0.17,124.0,0.86,515.5,530.64,52.0,72.0,25.0,41.0,71.0,1
0.0,1.0,1.0,75.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,9.51,3.5,99.85,0.01,9.0,2.0,5.55,28.53,2.0,7.0,2.0,7.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.166667,6.305,1.25,21.435,0.001667,4.0,0.938333,1.191667,9.005,1.333333,2.666667,1.333333,2.666667,4.333333,0.0,6.0,0.0,0.0,6.0,6.0,6.0,13.0,37.83,7.5,128.61,0.01,24.0,5.63,7.15,54.03,8.0,16.0,8.0,16.0,26.0,1
100.0,22.0,1.0,94.0,0.0,0.0,0.0,31.0,31.0,0.0,4.75,1.0,4.75,0.0,3.0,0.03,0.26,4.75,1.0,2.0,1.0,2.0,2.0,13.0,31.0,2.0,10.0,16.0,16.0,13.0,75.0,81.45,30.44,38352.97,0.42,216.0,1.0,2130.72,1259.9,90.0,126.0,35.0,23.0,97.0,1.387097,4.16129,0.064516,0.580645,2.580645,2.451613,1.806452,12.129032,18.247419,5.357742,3450.514,0.065806,39.580645,0.45871,191.6968,201.119032,14.806452,24.774194,7.83871,6.548387,16.903226,43.0,129.0,2.0,18.0,80.0,76.0,56.0,376.0,565.67,166.09,106965.92,2.04,1227.0,14.22,5942.6,6234.69,459.0,768.0,243.0,203.0,524.0,0
11.0,16.0,3.0,93.0,0.0,0.0,1.0,38.0,32.0,0.0,3.62,1.0,8.0,0.0,4.0,0.04,0.44,8.0,1.0,2.0,1.0,2.0,2.0,5.0,17.0,1.0,4.0,9.0,6.0,7.0,35.0,39.53,23.4,8324.42,0.15,90.0,1.0,462.47,445.88,36.0,54.0,18.0,18.0,48.0,0.65625,2.9375,0.0625,0.28125,1.96875,1.78125,1.28125,6.34375,14.557188,5.39,910.2791,0.030625,22.78125,0.337188,50.57125,92.836563,8.0,14.78125,5.21875,6.84375,10.28125,21.0,94.0,2.0,9.0,63.0,57.0,41.0,203.0,465.83,172.48,29128.93,0.98,729.0,10.79,1618.28,2970.77,256.0,473.0,167.0,219.0,329.0,0
100.0,19.0,1.0,90.0,0.0,0.0,0.0,35.0,35.0,0.0,4.75,1.0,4.75,0.0,3.0,0.06,0.26,4.75,1.0,2.0,1.0,2.0,1.0,12.0,13.0,0.0,10.0,7.0,7.0,3.0,48.0,73.18,15.47,17523.69,0.38,195.0,1.0,973.54,1132.43,71.0,124.0,39.0,17.0,72.0,0.971429,2.485714,0.0,0.571429,1.771429,1.714286,1.114286,7.714286,18.374571,4.183429,1400.306,0.043143,28.6,0.45,77.796,132.596,10.742857,17.857143,6.971429,5.914286,11.828571,34.0,87.0,0.0,20.0,62.0,60.0,39.0,270.0,643.11,146.42,49010.7,1.51,1001.0,15.75,2722.86,4640.86,376.0,625.0,244.0,207.0,414.0,0
0.0,6.0,3.0,74.0,0.0,0.0,2.0,48.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0,9.0,0.0,0.0,5.0,5.0,1.0,27.0,26.16,18.75,9196.23,0.16,99.0,2.0,510.9,490.47,40.0,59.0,16.0,16.0,34.0,0.428571,2.619048,0.0,0.0,1.809524,1.666667,1.0,6.761905,10.975238,5.604762,1109.126,0.029524,22.047619,0.297619,61.61857,90.439048,8.52381,13.52381,4.619048,6.666667,10.0,9.0,55.0,0.0,0.0,38.0,35.0,21.0,142.0,230.48,117.7,23291.64,0.62,463.0,6.25,1293.99,1899.22,179.0,284.0,97.0,140.0,210.0,0
0.0,9.0,1.0,83.0,0.0,0.0,0.0,14.0,14.0,0.0,4.75,1.0,4.75,0.0,3.0,0.05,0.26,4.75,1.0,2.0,1.0,2.0,2.0,5.0,11.0,1.0,2.0,6.0,5.0,5.0,41.0,40.21,20.0,16084.69,0.27,144.0,1.0,893.59,804.23,56.0,88.0,28.0,20.0,50.0,0.714286,3.0,0.071429,0.214286,2.0,1.857143,1.285714,8.071429,14.045714,4.862857,1814.401,0.041429,26.571429,0.476429,100.8,127.522143,10.285714,16.285714,6.642857,6.928571,11.571429,10.0,42.0,1.0,3.0,28.0,26.0,18.0,113.0,196.64,68.08,25401.61,0.58,372.0,6.67,1411.2,1785.31,144.0,228.0,93.0,97.0,162.0,0
0.0,4.0,2.0,84.0,1.0,0.0,2.0,33.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,9.0,0.0,0.0,5.0,3.0,1.0,17.0,20.02,11.33,1921.01,0.06,39.0,0.67,106.72,176.42,17.0,25.0,9.0,14.0,20.0,0.461539,3.153846,0.0,0.0,2.076923,1.769231,1.0,6.153846,9.56,4.333846,549.1808,0.023077,17.384615,0.238462,30.51,68.064615,7.0,10.384615,4.153846,6.384615,8.307692,6.0,41.0,0.0,0.0,27.0,23.0,13.0,80.0,124.28,56.34,7139.35,0.3,226.0,3.1,396.63,884.84,91.0,135.0,54.0,83.0,108.0,1
0.0,16.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,5.0,21.0,1.0,2.0,11.0,9.0,7.0,60.0,32.56,26.13,22222.67,0.28,154.0,1.0,1234.59,850.63,57.0,97.0,24.0,22.0,72.0,1.0,3.6,0.1,0.2,2.3,2.1,1.6,9.1,11.898,5.231,2485.017,0.043,27.1,0.31,138.055,128.181,9.6,17.5,5.3,6.4,13.7,10.0,36.0,1.0,2.0,23.0,21.0,16.0,91.0,118.98,52.31,24850.17,0.43,271.0,3.1,1380.55,1281.81,96.0,175.0,53.0,64.0,137.0,0
0.0,8.0,1.0,68.0,0.0,0.0,0.0,7.0,7.0,0.0,5.33,1.0,8.0,0.0,4.0,0.05,0.44,8.0,1.0,2.0,1.0,2.0,3.0,3.0,13.0,2.0,4.0,7.0,6.0,3.0,41.0,52.11,20.7,14339.44,0.23,132.0,1.0,796.64,692.73,46.0,86.0,27.0,18.0,50.0,1.571429,5.285714,0.285714,1.142857,3.142857,3.0,1.285714,20.428571,25.22,8.905714,4802.074,0.105714,62.857143,0.421429,266.7814,320.821429,24.285714,38.571429,12.857143,9.428571,25.714286,11.0,37.0,2.0,8.0,22.0,21.0,9.0,143.0,176.54,62.34,33614.52,0.74,440.0,2.95,1867.47,2245.75,170.0,270.0,90.0,66.0,180.0,0
0.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,4.75,1.0,4.75,0.0,3.0,0.05,0.26,4.75,1.0,2.0,1.0,2.0,2.0,3.0,11.0,1.0,3.0,6.0,5.0,5.0,39.0,46.6,21.25,11417.66,0.24,139.0,1.0,634.31,729.46,48.0,91.0,23.0,15.0,52.0,1.222222,3.666667,0.111111,0.333333,2.333333,2.222222,1.888889,11.777778,16.07,6.958889,2638.781,0.057778,37.888889,0.435556,146.5978,178.367778,14.333333,23.555556,7.444444,7.444444,17.222222,11.0,33.0,1.0,3.0,21.0,20.0,17.0,106.0,144.63,62.63,23749.03,0.52,341.0,3.92,1319.38,1605.31,129.0,212.0,67.0,67.0,155.0,0
0.0,7.0,1.0,75.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,11.0,0.0,0.0,6.0,6.0,1.0,45.0,46.32,15.83,11604.88,0.24,132.0,0.67,644.72,733.21,51.0,81.0,29.0,18.0,54.0,2.0,3.666667,0.0,0.0,2.333333,2.333333,1.0,12.0,17.17,5.916667,2230.385,0.058333,34.5,0.208333,123.9117,171.641667,13.666667,20.833333,8.666667,7.5,15.833333,12.0,22.0,0.0,0.0,14.0,14.0,6.0,72.0,103.02,35.5,13382.31,0.35,207.0,1.25,743.47,1029.85,82.0,125.0,52.0,45.0,95.0,1
