V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,class
25.0,student,single,tertiary,no,5.0,no,no,cellular,29.0,sep,138.0,1.0,-1.0,0.0,unknown,1
36.0,management,married,tertiary,no,925.0,no,no,cellular,14.0,dec,321.0,3.0,189.0,4.0,success,0
42.0,blue-collar,married,primary,no,2519.0,yes,no,unknown,15.0,may,262.0,4.0,-1.0,0.0,unknown,1
57.0,admin.,married,secondary,no,3927.0,no,no,cellular,13.0,oct,61.0,1.0,-1.0,0.0,unknown,1
42.0,management,divorced,tertiary,no,401.0,yes,no,cellular,24.0,jul,217.0,9.0,-1.0,0.0,unknown,1
29.0,management,married,tertiary,no,581.0,yes,yes,cellular,14.0,jul,192.0,2.0,-1.0,0.0,unknown,1
36.0,technician,married,tertiary,no,1327.0,no,no,cellular,29.0,oct,174.0,2.0,-1.0,0.0,unknown,1
31.0,unemployed,married,secondary,no,3242.0,no,no,unknown,25.0,jun,292.0,2.0,-1.0,0.0,unknown,1
59.0,technician,married,primary,no,3163.0,yes,no,unknown,29.0,may,240.0,2.0,-1.0,0.0,unknown,1
50.0,unemployed,divorced,secondary,no,32.0,no,no,cellular,4.0,aug,282.0,2.0,-1.0,0.0,unknown,1
47.0,admin.,married,secondary,no,310.0,yes,yes,telephone,14.0,aug,128.0,6.0,-1.0,0.0,unknown,1
46.0,housemaid,married,primary,no,0.0,no,no,telephone,2.0,feb,161.0,1.0,-1.0,0.0,unknown,1
26.0,blue-collar,single,primary,no,155.0,yes,no,cellular,29.0,jan,291.0,1.0,244.0,4.0,failure,1
31.0,services,single,secondary,no,11386.0,yes,no,cellular,20.0,nov,356.0,1.0,-1.0,0.0,unknown,1
30.0,services,married,tertiary,no,1380.0,yes,no,unknown,21.0,may,294.0,2.0,-1.0,0.0,unknown,1
47.0,blue-collar,single,unknown,no,2443.0,no,no,unknown,18.0,jun,422.0,1.0,-1.0,0.0,unknown,1
23.0,technician,single,tertiary,no,1129.0,yes,no,unknown,28.0,may,806.0,1.0,-1.0,0.0,unknown,0
44.0,unemployed,single,primary,no,4232.0,no,no,unknown,16.0,jun,227.0,1.0,-1.0,0.0,unknown,1
42.0,self-employed,married,secondary,no,5564.0,no,no,cellular,17.0,nov,560.0,2.0,-1.0,0.0,unknown,1
32.0,services,single,secondary,no,-402.0,yes,no,cellular,17.0,apr,135.0,1.0,-1.0,0.0,unknown,1
28.0,admin.,single,secondary,no,1323.0,yes,no,unknown,3.0,jun,361.0,1.0,-1.0,0.0,unknown,1
57.0,retired,married,primary,no,1623.0,yes,yes,cellular,18.0,jul,246.0,1.0,-1.0,0.0,unknown,1
38.0,technician,married,tertiary,no,1042.0,yes,no,cellular,4.0,feb,419.0,2.0,-1.0,0.0,unknown,1
22.0,student,single,secondary,no,2488.0,no,no,cellular,8.0,nov,449.0,2.0,38.0,10.0,other,0
54.0,admin.,married,secondary,no,865.0,yes,no,cellular,17.0,nov,71.0,1.0,-1.0,0.0,unknown,1
32.0,technician,married,tertiary,no,-1053.0,yes,no,cellular,21.0,jul,357.0,3.0,-1.0,0.0,unknown,1
32.0,management,married,tertiary,no,1667.0,yes,no,cellular,18.0,nov,164.0,2.0,179.0,3.0,failure,1
59.0,admin.,divorced,secondary,no,975.0,yes,no,unknown,15.0,may,263.0,4.0,-1.0,0.0,unknown,1
45.0,technician,married,secondary,no,2571.0,no,no,unknown,18.0,jun,146.0,2.0,-1.0,0.0,unknown,1
53.0,unknown,married,primary,no,732.0,no,no,cellular,27.0,oct,759.0,2.0,-1.0,0.0,unknown,0
50.0,admin.,divorced,secondary,no,769.0,no,no,cellular,28.0,jul,72.0,2.0,363.0,4.0,failure,1
34.0,technician,married,secondary,no,-136.0,yes,yes,cellular,12.0,aug,131.0,2.0,-1.0,0.0,unknown,1
35.0,admin.,divorced,secondary,no,3636.0,no,yes,cellular,21.0,nov,808.0,2.0,-1.0,0.0,unknown,0
30.0,management,married,tertiary,no,931.0,no,no,cellular,17.0,jul,1183.0,1.0,-1.0,0.0,unknown,1
62.0,housemaid,married,secondary,no,565.0,no,no,cellular,4.0,sep,123.0,3.0,-1.0,0.0,unknown,1
40.0,blue-collar,married,secondary,no,271.0,yes,no,unknown,29.0,may,483.0,2.0,-1.0,0.0,unknown,1
26.0,self-employed,single,tertiary,no,1153.0,no,no,cellular,4.0,may,238.0,3.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,-73.0,yes,no,cellular,11.0,jul,90.0,1.0,-1.0,0.0,unknown,1
50.0,unknown,married,unknown,no,558.0,no,no,cellular,9.0,jul,464.0,1.0,683.0,6.0,failure,0
31.0,unknown,divorced,tertiary,no,137.0,no,no,cellular,22.0,aug,385.0,9.0,-1.0,0.0,unknown,1
35.0,technician,married,secondary,no,700.0,yes,no,unknown,23.0,may,240.0,2.0,-1.0,0.0,unknown,1
55.0,retired,married,primary,no,-966.0,no,yes,cellular,14.0,may,104.0,1.0,-1.0,0.0,unknown,1
34.0,admin.,married,secondary,no,96.0,no,no,cellular,29.0,aug,109.0,2.0,-1.0,0.0,unknown,1
58.0,retired,married,primary,no,4007.0,no,no,cellular,30.0,nov,598.0,4.0,-1.0,0.0,unknown,1
50.0,management,single,tertiary,no,567.0,yes,no,unknown,16.0,may,274.0,8.0,-1.0,0.0,unknown,1
31.0,technician,single,secondary,no,40.0,no,no,cellular,7.0,aug,123.0,2.0,-1.0,0.0,unknown,1
47.0,admin.,divorced,secondary,no,136.0,no,yes,cellular,23.0,jul,70.0,1.0,-1.0,0.0,unknown,1
38.0,self-employed,single,tertiary,no,917.0,yes,no,unknown,23.0,may,260.0,1.0,-1.0,0.0,unknown,1
46.0,management,single,tertiary,no,593.0,yes,no,cellular,29.0,jan,190.0,3.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,primary,no,505.0,yes,no,unknown,14.0,may,521.0,2.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,secondary,no,2542.0,yes,no,cellular,14.0,may,228.0,1.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,5355.0,no,no,telephone,17.0,feb,466.0,4.0,-1.0,0.0,unknown,0
38.0,student,single,tertiary,no,807.0,no,no,cellular,27.0,feb,74.0,2.0,-1.0,0.0,unknown,1
59.0,retired,married,secondary,no,9976.0,yes,no,unknown,29.0,may,57.0,2.0,-1.0,0.0,unknown,1
32.0,admin.,married,secondary,no,0.0,no,no,cellular,30.0,jan,119.0,3.0,-1.0,0.0,unknown,1
55.0,management,married,tertiary,no,540.0,no,no,cellular,19.0,nov,124.0,2.0,-1.0,0.0,unknown,1
35.0,blue-collar,married,secondary,no,280.0,yes,yes,cellular,31.0,jul,65.0,50.0,-1.0,0.0,unknown,1
56.0,management,divorced,tertiary,no,-59.0,no,yes,cellular,28.0,jul,127.0,6.0,-1.0,0.0,unknown,1
27.0,admin.,married,secondary,yes,-517.0,yes,no,cellular,14.0,jul,172.0,3.0,-1.0,0.0,unknown,1
42.0,unemployed,single,secondary,no,2613.0,yes,no,cellular,30.0,jul,174.0,6.0,-1.0,0.0,unknown,1
42.0,student,married,unknown,no,-7.0,no,no,telephone,31.0,jul,41.0,6.0,-1.0,0.0,unknown,1
41.0,blue-collar,married,primary,no,0.0,yes,no,unknown,30.0,may,232.0,3.0,-1.0,0.0,unknown,1
53.0,retired,divorced,secondary,yes,-200.0,no,yes,unknown,6.0,jun,161.0,1.0,-1.0,0.0,unknown,1
67.0,retired,married,primary,no,2301.0,no,no,cellular,16.0,apr,124.0,1.0,-1.0,0.0,unknown,1
53.0,housemaid,married,primary,no,104.0,no,yes,unknown,5.0,jun,701.0,1.0,-1.0,0.0,unknown,0
33.0,blue-collar,married,primary,no,191.0,yes,no,unknown,9.0,may,162.0,2.0,-1.0,0.0,unknown,1
31.0,technician,single,unknown,no,694.0,yes,no,unknown,6.0,jun,431.0,2.0,-1.0,0.0,unknown,1
31.0,admin.,married,secondary,no,212.0,yes,no,cellular,18.0,jul,191.0,3.0,-1.0,0.0,unknown,1
30.0,management,married,tertiary,no,1882.0,yes,no,cellular,11.0,aug,249.0,5.0,-1.0,0.0,unknown,1
48.0,blue-collar,married,unknown,no,131.0,yes,no,unknown,6.0,may,189.0,1.0,-1.0,0.0,unknown,1
30.0,technician,single,secondary,no,175.0,no,no,cellular,25.0,aug,167.0,4.0,-1.0,0.0,unknown,1
43.0,technician,single,tertiary,yes,0.0,no,no,cellular,29.0,aug,73.0,4.0,-1.0,0.0,unknown,1
38.0,management,divorced,tertiary,no,4425.0,yes,no,unknown,30.0,may,162.0,1.0,-1.0,0.0,unknown,1
46.0,unemployed,married,secondary,no,3533.0,yes,no,cellular,12.0,aug,235.0,2.0,-1.0,0.0,unknown,1
59.0,blue-collar,divorced,secondary,no,3573.0,no,no,cellular,15.0,may,44.0,1.0,-1.0,0.0,unknown,1
44.0,management,divorced,tertiary,no,476.0,yes,yes,unknown,26.0,may,127.0,2.0,-1.0,0.0,unknown,1
35.0,blue-collar,married,secondary,no,1257.0,yes,no,cellular,20.0,apr,93.0,3.0,329.0,7.0,failure,1
55.0,blue-collar,married,unknown,no,23.0,no,no,cellular,30.0,jan,143.0,1.0,2.0,3.0,other,1
39.0,management,single,tertiary,no,0.0,yes,no,cellular,16.0,apr,81.0,2.0,-1.0,0.0,unknown,1
36.0,services,single,secondary,no,398.0,yes,yes,unknown,17.0,jun,77.0,2.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,secondary,no,745.0,yes,no,unknown,23.0,may,115.0,4.0,-1.0,0.0,unknown,1
48.0,management,single,tertiary,no,8106.0,no,no,unknown,17.0,nov,125.0,1.0,111.0,3.0,failure,1
33.0,management,single,tertiary,no,0.0,no,no,cellular,19.0,aug,53.0,4.0,-1.0,0.0,unknown,1
67.0,retired,married,unknown,no,696.0,no,no,telephone,4.0,may,77.0,2.0,-1.0,0.0,unknown,1
48.0,unemployed,divorced,secondary,no,1266.0,yes,no,telephone,3.0,feb,45.0,1.0,-1.0,0.0,unknown,1
57.0,management,married,tertiary,no,2416.0,no,no,cellular,11.0,aug,74.0,2.0,-1.0,0.0,unknown,1
31.0,housemaid,married,primary,no,25.0,no,no,cellular,21.0,aug,169.0,5.0,-1.0,0.0,unknown,1
30.0,student,single,tertiary,no,7513.0,no,no,cellular,11.0,aug,269.0,2.0,-1.0,0.0,unknown,1
56.0,entrepreneur,divorced,primary,no,29.0,no,no,cellular,29.0,jan,52.0,2.0,227.0,1.0,failure,1
26.0,blue-collar,married,primary,no,5116.0,yes,no,cellular,22.0,jul,246.0,3.0,-1.0,0.0,unknown,1
44.0,management,married,secondary,no,-1746.0,yes,no,unknown,20.0,jun,218.0,1.0,-1.0,0.0,unknown,1
44.0,technician,divorced,secondary,no,14.0,no,no,cellular,13.0,nov,167.0,1.0,92.0,1.0,success,0
31.0,management,married,tertiary,no,4148.0,yes,no,cellular,21.0,nov,316.0,3.0,99.0,9.0,other,0
47.0,self-employed,married,unknown,no,14.0,yes,no,cellular,15.0,may,142.0,1.0,-1.0,0.0,unknown,1
30.0,admin.,single,secondary,no,105.0,yes,no,cellular,21.0,nov,75.0,1.0,-1.0,0.0,unknown,1
37.0,management,married,tertiary,no,767.0,no,yes,cellular,2.0,feb,204.0,1.0,-1.0,0.0,unknown,1
56.0,admin.,divorced,primary,no,0.0,no,yes,cellular,10.0,jul,542.0,1.0,-1.0,0.0,unknown,1
43.0,management,single,secondary,no,-228.0,yes,yes,unknown,16.0,may,122.0,2.0,-1.0,0.0,unknown,1
42.0,services,married,secondary,no,508.0,yes,no,unknown,30.0,may,70.0,1.0,-1.0,0.0,unknown,1
60.0,management,married,secondary,no,725.0,yes,no,cellular,8.0,jul,266.0,1.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,unknown,no,41.0,yes,no,cellular,6.0,may,34.0,9.0,-1.0,0.0,unknown,1
34.0,management,single,tertiary,no,184.0,no,no,cellular,22.0,jul,203.0,4.0,-1.0,0.0,unknown,1
41.0,management,married,tertiary,no,251.0,no,yes,unknown,6.0,jun,85.0,3.0,-1.0,0.0,unknown,1
38.0,management,divorced,secondary,no,-17.0,no,no,cellular,21.0,nov,11.0,4.0,-1.0,0.0,unknown,1
23.0,services,married,secondary,no,-19.0,yes,no,unknown,20.0,jun,13.0,10.0,-1.0,0.0,unknown,1
33.0,management,married,tertiary,no,1064.0,yes,no,cellular,13.0,may,562.0,1.0,-1.0,0.0,unknown,0
36.0,blue-collar,married,secondary,no,777.0,yes,no,cellular,6.0,may,185.0,3.0,-1.0,0.0,unknown,1
49.0,unemployed,married,tertiary,no,377.0,no,no,cellular,22.0,may,158.0,1.0,59.0,2.0,failure,1
34.0,admin.,divorced,secondary,no,479.0,yes,no,cellular,12.0,may,515.0,1.0,350.0,5.0,failure,0
40.0,technician,divorced,secondary,no,-375.0,yes,no,cellular,13.0,may,60.0,5.0,-1.0,0.0,unknown,1
72.0,retired,married,primary,no,796.0,no,no,cellular,24.0,apr,173.0,2.0,-1.0,0.0,unknown,1
43.0,technician,married,secondary,no,17.0,yes,no,unknown,16.0,may,353.0,4.0,-1.0,0.0,unknown,1
44.0,blue-collar,married,secondary,no,1071.0,yes,no,cellular,11.0,may,143.0,3.0,357.0,1.0,failure,1
35.0,admin.,married,secondary,no,0.0,yes,no,cellular,20.0,apr,18.0,5.0,-1.0,0.0,unknown,1
46.0,admin.,divorced,secondary,no,7378.0,no,no,cellular,18.0,nov,466.0,1.0,-1.0,0.0,unknown,1
55.0,admin.,married,secondary,no,865.0,yes,no,cellular,17.0,apr,85.0,1.0,151.0,1.0,failure,1
50.0,technician,divorced,secondary,no,-701.0,yes,yes,cellular,24.0,jul,148.0,1.0,-1.0,0.0,unknown,1
23.0,blue-collar,single,unknown,no,817.0,yes,no,cellular,18.0,may,123.0,1.0,-1.0,0.0,unknown,1
34.0,student,married,unknown,no,1387.0,no,no,cellular,30.0,apr,121.0,1.0,-1.0,0.0,unknown,1
40.0,blue-collar,married,secondary,no,0.0,yes,yes,unknown,29.0,may,245.0,3.0,-1.0,0.0,unknown,1
61.0,retired,married,secondary,no,2917.0,no,no,cellular,6.0,oct,215.0,1.0,-1.0,0.0,unknown,0
53.0,technician,married,secondary,no,4541.0,yes,no,unknown,15.0,may,190.0,6.0,-1.0,0.0,unknown,1
57.0,technician,married,secondary,no,0.0,no,no,unknown,13.0,may,44.0,1.0,-1.0,0.0,unknown,1
28.0,blue-collar,married,secondary,no,4287.0,no,no,cellular,30.0,apr,171.0,1.0,-1.0,0.0,unknown,1
25.0,admin.,married,secondary,no,242.0,yes,no,cellular,30.0,jul,62.0,12.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,secondary,no,171.0,yes,yes,unknown,20.0,may,172.0,1.0,-1.0,0.0,unknown,1
27.0,services,single,secondary,no,259.0,yes,no,unknown,23.0,may,78.0,10.0,-1.0,0.0,unknown,1
45.0,blue-collar,married,secondary,no,827.0,yes,no,unknown,15.0,may,319.0,5.0,-1.0,0.0,unknown,1
31.0,services,single,secondary,no,469.0,no,yes,cellular,2.0,feb,111.0,1.0,-1.0,0.0,unknown,1
39.0,blue-collar,married,primary,no,2226.0,yes,no,unknown,6.0,may,158.0,1.0,-1.0,0.0,unknown,1
42.0,technician,married,secondary,no,0.0,no,no,cellular,29.0,aug,82.0,12.0,-1.0,0.0,unknown,1
46.0,management,married,tertiary,no,477.0,yes,no,unknown,20.0,may,128.0,6.0,-1.0,0.0,unknown,1
36.0,services,married,secondary,no,42.0,yes,no,unknown,8.0,may,102.0,4.0,-1.0,0.0,unknown,1
30.0,management,single,tertiary,no,775.0,yes,no,unknown,16.0,jun,124.0,2.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,secondary,no,9.0,yes,no,cellular,17.0,apr,334.0,2.0,-1.0,0.0,unknown,1
52.0,technician,married,tertiary,no,2557.0,no,no,cellular,28.0,jan,134.0,5.0,204.0,2.0,success,0
31.0,management,married,tertiary,no,2395.0,no,no,cellular,27.0,apr,218.0,1.0,-1.0,0.0,unknown,1
60.0,management,married,primary,no,4895.0,no,no,unknown,9.0,jun,313.0,1.0,-1.0,0.0,unknown,1
35.0,blue-collar,single,secondary,no,376.0,yes,yes,unknown,6.0,may,207.0,3.0,-1.0,0.0,unknown,1
38.0,management,married,tertiary,no,389.0,yes,no,unknown,6.0,may,262.0,1.0,-1.0,0.0,unknown,1
46.0,management,divorced,tertiary,no,134.0,no,no,cellular,19.0,aug,134.0,2.0,-1.0,0.0,unknown,1
45.0,entrepreneur,divorced,tertiary,no,1273.0,yes,yes,unknown,11.0,jun,197.0,3.0,-1.0,0.0,unknown,1
59.0,services,married,secondary,no,0.0,yes,no,cellular,12.0,may,214.0,3.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,2892.0,yes,yes,cellular,30.0,jul,1165.0,7.0,-1.0,0.0,unknown,1
33.0,technician,divorced,secondary,no,0.0,yes,no,cellular,7.0,may,177.0,2.0,-1.0,0.0,unknown,1
46.0,management,single,secondary,no,295.0,yes,no,unknown,23.0,may,141.0,6.0,-1.0,0.0,unknown,1
48.0,admin.,married,secondary,no,292.0,yes,yes,cellular,29.0,jul,164.0,6.0,-1.0,0.0,unknown,1
31.0,services,single,secondary,no,85.0,no,no,cellular,16.0,jul,151.0,1.0,-1.0,0.0,unknown,1
32.0,technician,married,secondary,no,4.0,no,no,cellular,4.0,feb,145.0,2.0,260.0,4.0,failure,1
35.0,blue-collar,divorced,primary,no,-587.0,yes,no,unknown,26.0,may,111.0,1.0,-1.0,0.0,unknown,1
36.0,blue-collar,single,primary,no,367.0,no,no,cellular,2.0,feb,217.0,1.0,221.0,1.0,failure,1
52.0,management,married,tertiary,no,-1224.0,yes,no,cellular,7.0,may,253.0,4.0,-1.0,0.0,unknown,1
45.0,management,divorced,tertiary,no,959.0,no,no,unknown,18.0,jun,74.0,1.0,-1.0,0.0,unknown,1
34.0,management,married,tertiary,no,0.0,no,no,cellular,20.0,aug,263.0,2.0,-1.0,0.0,unknown,1
25.0,blue-collar,married,primary,yes,-589.0,yes,no,unknown,3.0,jun,233.0,1.0,-1.0,0.0,unknown,1
26.0,management,single,tertiary,no,-8.0,no,no,cellular,13.0,aug,402.0,2.0,-1.0,0.0,unknown,1
57.0,management,married,unknown,no,0.0,no,no,cellular,30.0,sep,585.0,1.0,-1.0,0.0,unknown,1
48.0,management,married,primary,no,247.0,yes,yes,unknown,14.0,may,145.0,1.0,-1.0,0.0,unknown,1
48.0,technician,married,unknown,no,5543.0,no,no,unknown,16.0,jun,143.0,5.0,-1.0,0.0,unknown,1
32.0,blue-collar,married,primary,no,642.0,no,yes,cellular,8.0,jul,524.0,1.0,-1.0,0.0,unknown,1
58.0,retired,married,secondary,no,11.0,no,no,cellular,11.0,aug,270.0,1.0,-1.0,0.0,unknown,1
57.0,management,married,primary,no,-226.0,yes,no,unknown,4.0,jun,272.0,1.0,-1.0,0.0,unknown,1
31.0,entrepreneur,married,tertiary,no,5191.0,no,no,cellular,20.0,nov,187.0,2.0,-1.0,0.0,unknown,1
33.0,blue-collar,single,secondary,no,-320.0,no,no,cellular,18.0,may,268.0,2.0,-1.0,0.0,unknown,1
53.0,entrepreneur,married,tertiary,no,2289.0,yes,yes,cellular,17.0,nov,183.0,1.0,-1.0,0.0,unknown,1
36.0,admin.,married,secondary,no,725.0,yes,no,cellular,27.0,feb,123.0,3.0,99.0,8.0,failure,1
32.0,technician,single,tertiary,no,705.0,yes,no,cellular,20.0,apr,20.0,4.0,-1.0,0.0,unknown,1
45.0,blue-collar,married,secondary,no,776.0,yes,no,cellular,6.0,feb,232.0,4.0,253.0,1.0,failure,1
35.0,unemployed,married,tertiary,no,816.0,yes,no,cellular,19.0,nov,547.0,7.0,-1.0,0.0,unknown,1
41.0,services,married,secondary,no,171.0,no,no,cellular,21.0,jul,71.0,9.0,-1.0,0.0,unknown,1
54.0,services,married,secondary,no,812.0,no,no,cellular,31.0,jul,113.0,6.0,-1.0,0.0,unknown,1
49.0,services,married,secondary,no,823.0,no,no,cellular,8.0,aug,780.0,4.0,-1.0,0.0,unknown,0
28.0,technician,single,secondary,no,1453.0,yes,no,cellular,12.0,may,246.0,1.0,343.0,1.0,other,1
24.0,blue-collar,single,unknown,no,431.0,yes,no,unknown,3.0,jun,108.0,12.0,-1.0,0.0,unknown,1
30.0,admin.,single,secondary,no,1009.0,yes,no,cellular,29.0,jan,253.0,1.0,-1.0,0.0,unknown,1
32.0,self-employed,married,primary,no,286.0,yes,no,cellular,6.0,aug,175.0,1.0,-1.0,0.0,unknown,1
53.0,entrepreneur,married,tertiary,no,22370.0,yes,no,unknown,15.0,may,106.0,1.0,-1.0,0.0,unknown,1
42.0,blue-collar,married,primary,no,2111.0,yes,no,cellular,7.0,may,86.0,2.0,-1.0,0.0,unknown,1
48.0,blue-collar,married,primary,no,5366.0,yes,no,unknown,21.0,may,248.0,3.0,-1.0,0.0,unknown,1
33.0,technician,married,secondary,no,181.0,yes,yes,telephone,28.0,jul,265.0,2.0,-1.0,0.0,unknown,1
31.0,blue-collar,divorced,secondary,no,-452.0,yes,no,unknown,26.0,may,182.0,5.0,-1.0,0.0,unknown,1
56.0,unemployed,divorced,primary,no,1770.0,no,no,cellular,5.0,feb,916.0,3.0,-1.0,0.0,unknown,1
58.0,retired,married,primary,no,0.0,no,no,cellular,4.0,aug,506.0,1.0,-1.0,0.0,unknown,1
37.0,admin.,single,secondary,no,-296.0,yes,no,cellular,20.0,apr,81.0,1.0,-1.0,0.0,unknown,1
59.0,management,married,primary,no,2358.0,yes,no,cellular,17.0,apr,30.0,1.0,-1.0,0.0,unknown,1
50.0,management,single,tertiary,no,1200.0,no,no,cellular,14.0,aug,904.0,3.0,-1.0,0.0,unknown,0
39.0,housemaid,single,primary,no,109.0,yes,no,unknown,6.0,may,699.0,3.0,-1.0,0.0,unknown,1
30.0,technician,married,secondary,no,616.0,yes,no,cellular,6.0,may,19.0,1.0,-1.0,0.0,unknown,1
47.0,services,divorced,secondary,no,4906.0,yes,no,unknown,14.0,may,389.0,1.0,-1.0,0.0,unknown,1
44.0,self-employed,married,secondary,no,313.0,no,no,cellular,6.0,aug,211.0,4.0,-1.0,0.0,unknown,1
38.0,blue-collar,married,primary,no,290.0,yes,no,cellular,16.0,apr,283.0,1.0,-1.0,0.0,unknown,1
50.0,management,married,tertiary,no,1240.0,no,no,cellular,12.0,aug,474.0,2.0,-1.0,0.0,unknown,1
27.0,admin.,single,tertiary,no,3672.0,yes,no,cellular,15.0,may,157.0,2.0,351.0,5.0,failure,1
73.0,retired,married,secondary,no,19.0,no,no,cellular,5.0,nov,509.0,2.0,-1.0,0.0,unknown,1
46.0,blue-collar,married,primary,no,143.0,yes,no,unknown,7.0,may,279.0,1.0,-1.0,0.0,unknown,1
56.0,retired,divorced,secondary,no,212.0,no,yes,telephone,17.0,jul,27.0,1.0,-1.0,0.0,unknown,1
36.0,management,married,tertiary,no,9.0,no,no,cellular,11.0,aug,386.0,4.0,-1.0,0.0,unknown,0
33.0,blue-collar,married,primary,no,3074.0,no,no,cellular,18.0,nov,679.0,1.0,-1.0,0.0,unknown,1
40.0,management,married,tertiary,no,1734.0,yes,no,unknown,2.0,jun,169.0,1.0,-1.0,0.0,unknown,1
52.0,management,married,tertiary,no,575.0,no,no,unknown,3.0,jun,315.0,1.0,-1.0,0.0,unknown,1
51.0,blue-collar,married,secondary,no,397.0,yes,no,cellular,20.0,aug,293.0,2.0,-1.0,0.0,unknown,1
33.0,blue-collar,married,secondary,no,640.0,yes,no,cellular,3.0,feb,439.0,3.0,-1.0,0.0,unknown,1
54.0,services,married,secondary,no,158.0,yes,no,unknown,19.0,may,198.0,1.0,-1.0,0.0,unknown,1
44.0,management,married,secondary,no,2984.0,yes,no,unknown,15.0,may,770.0,2.0,-1.0,0.0,unknown,1
50.0,entrepreneur,married,secondary,no,1011.0,yes,no,telephone,30.0,jul,340.0,2.0,-1.0,0.0,unknown,1
45.0,blue-collar,single,secondary,no,0.0,yes,no,cellular,26.0,apr,1472.0,1.0,192.0,4.0,failure,0
36.0,management,married,tertiary,no,1133.0,yes,no,cellular,4.0,aug,293.0,1.0,181.0,2.0,other,0
42.0,technician,married,secondary,no,4945.0,yes,no,cellular,2.0,mar,311.0,2.0,-1.0,0.0,unknown,0
37.0,technician,married,secondary,no,712.0,yes,no,cellular,18.0,nov,291.0,2.0,-1.0,0.0,unknown,1
28.0,services,single,secondary,no,-427.0,yes,yes,unknown,21.0,may,965.0,2.0,-1.0,0.0,unknown,1
56.0,admin.,married,secondary,no,2146.0,no,yes,unknown,9.0,jun,594.0,1.0,-1.0,0.0,unknown,1
59.0,admin.,married,secondary,no,92.0,yes,no,cellular,12.0,may,139.0,2.0,350.0,1.0,failure,1
32.0,unemployed,married,secondary,no,10.0,yes,no,unknown,6.0,may,501.0,4.0,-1.0,0.0,unknown,1
57.0,retired,married,primary,no,1238.0,yes,no,cellular,15.0,jul,274.0,1.0,-1.0,0.0,unknown,1
49.0,admin.,single,secondary,no,981.0,yes,no,telephone,21.0,nov,10.0,3.0,-1.0,0.0,unknown,1
56.0,entrepreneur,married,unknown,no,575.0,no,no,unknown,20.0,jun,18.0,2.0,-1.0,0.0,unknown,1
48.0,admin.,divorced,unknown,no,-70.0,no,no,cellular,14.0,may,243.0,1.0,-1.0,0.0,unknown,1
27.0,student,single,tertiary,no,3733.0,yes,no,cellular,22.0,may,198.0,1.0,98.0,6.0,success,0
31.0,management,single,tertiary,no,574.0,yes,no,cellular,16.0,jul,410.0,2.0,-1.0,0.0,unknown,1
28.0,blue-collar,single,secondary,no,43.0,no,no,unknown,19.0,may,190.0,1.0,-1.0,0.0,unknown,1
36.0,management,married,tertiary,no,428.0,no,no,unknown,28.0,may,121.0,1.0,-1.0,0.0,unknown,1
58.0,housemaid,married,primary,no,0.0,yes,no,telephone,9.0,jul,148.0,1.0,-1.0,0.0,unknown,1
46.0,admin.,married,secondary,no,0.0,yes,yes,cellular,20.0,apr,239.0,2.0,259.0,2.0,failure,1
32.0,management,single,tertiary,no,474.0,yes,no,cellular,7.0,aug,90.0,3.0,-1.0,0.0,unknown,1
39.0,services,married,secondary,no,-540.0,no,no,unknown,6.0,jun,29.0,1.0,-1.0,0.0,unknown,1
35.0,self-employed,married,tertiary,no,560.0,yes,no,cellular,2.0,apr,58.0,1.0,136.0,1.0,failure,1
31.0,management,married,tertiary,no,325.0,yes,no,cellular,18.0,jul,1139.0,2.0,-1.0,0.0,unknown,0
29.0,management,single,tertiary,no,437.0,no,no,cellular,5.0,aug,504.0,1.0,92.0,1.0,success,0
48.0,blue-collar,married,primary,no,574.0,no,no,cellular,5.0,aug,348.0,1.0,-1.0,0.0,unknown,1
60.0,retired,married,primary,no,0.0,no,no,telephone,30.0,jul,130.0,3.0,-1.0,0.0,unknown,1
74.0,retired,married,secondary,no,935.0,no,no,cellular,26.0,jan,100.0,1.0,104.0,1.0,other,1
30.0,services,married,secondary,no,699.0,yes,no,unknown,29.0,may,544.0,1.0,-1.0,0.0,unknown,1
52.0,admin.,single,primary,no,0.0,no,no,unknown,19.0,may,182.0,11.0,-1.0,0.0,unknown,1
24.0,blue-collar,married,secondary,no,-220.0,yes,no,cellular,2.0,apr,90.0,1.0,-1.0,0.0,unknown,1
29.0,services,married,secondary,no,11417.0,yes,no,unknown,28.0,may,272.0,2.0,-1.0,0.0,unknown,1
33.0,housemaid,married,primary,no,212.0,yes,no,cellular,11.0,jul,260.0,2.0,-1.0,0.0,unknown,1
34.0,blue-collar,married,secondary,no,67.0,yes,yes,unknown,8.0,may,672.0,3.0,-1.0,0.0,unknown,1
