V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.31,54639.0,25.2,2.45,24030.0,0.498,73.1,67.0,4.3,8.8,55.0,v1,0.681,33.7,5928.0,761.0,0.645,6.15,0.57,502.0,33.9,0.47,0.95,70.8,6.93,0.11,0.487,0.94,9.09,0.26,v2,56.0,0.41,21.4,70.5,0.37,19267.0,6.59,0.835,v3,1
1.4,53204.0,20.5,2.73,38415.0,0.3,71.4,90.0,4.66,6.3,50.2,v1,0.5,40.3,5761.0,765.0,0.665,6.35,0.58,596.0,28.8,0.22,0.96,95.6,6.82,0.109,0.421,0.87,9.16,0.36,v1,59.8,0.39,59.6,72.5,0.63,20858.0,7.53,0.812,v1,0
3.78,55779.0,44.0,3.25,24472.0,0.231,75.8,71.0,4.28,7.5,50.2,v1,0.675,82.8,7349.0,755.0,0.644,4.51,0.69,296.0,26.2,0.23,3.67,84.7,8.29,0.168,0.612,0.94,8.42,0.31,v1,47.8,0.4,22.6,72.1,0.22,18775.0,6.31,0.791,v3,0
3.77,53700.0,46.5,1.45,19941.0,0.17,80.1,93.0,4.67,9.3,50.8,v1,0.688,88.6,6350.0,790.0,0.306,5.43,0.37,816.0,26.3,0.26,2.52,92.6,6.98,0.322,0.513,0.59,9.76,0.27,v1,60.3,0.45,64.8,55.6,0.48,21113.0,6.58,0.71,v1,0
2.09,49157.0,22.1,2.45,22173.0,0.35,77.6,85.0,4.68,7.8,52.8,v1,0.603,98.5,6813.0,766.0,0.271,5.87,0.73,789.0,26.8,0.27,1.01,90.5,6.76,0.538,0.499,0.57,9.6,0.49,v2,58.7,0.58,62.0,71.8,0.78,22902.0,6.58,0.836,v3,0
3.06,46450.0,13.9,2.19,22645.0,0.153,79.4,52.0,4.65,7.8,50.2,v1,0.692,80.2,5175.0,808.0,0.33,3.86,0.47,815.0,26.8,0.18,2.28,88.7,7.7,0.617,0.333,0.63,9.52,0.29,v1,60.4,0.37,73.7,64.7,0.64,39176.0,7.61,0.738,v3,1
2.04,55132.0,51.4,2.03,47760.0,0.495,71.8,90.0,4.63,9.0,54.8,v2,0.682,81.8,6629.0,790.0,0.577,3.73,0.36,516.0,25.1,0.37,2.39,87.5,7.93,0.898,0.47,0.93,9.08,0.22,v1,61.4,0.35,89.0,70.3,0.36,74936.0,7.08,0.736,v2,1
3.52,56330.0,44.2,2.71,89104.0,0.498,81.4,77.0,4.59,6.3,51.2,v2,0.863,79.2,6106.0,784.0,0.245,6.35,0.19,604.0,29.7,0.28,4.0,90.0,6.98,0.103,0.325,0.93,9.1,0.62,v2,60.3,0.58,63.6,72.0,0.19,31660.0,6.82,0.758,v1,0
3.62,55359.0,26.9,1.85,89630.0,0.497,81.2,71.0,4.3,8.8,51.9,v1,0.661,96.9,4426.0,758.0,0.809,4.94,0.38,610.0,27.0,0.31,3.26,89.7,7.87,0.138,0.616,0.76,9.75,0.62,v1,59.8,0.4,72.2,58.2,0.28,16095.0,7.92,0.772,v2,0
3.13,53098.0,40.0,3.09,20518.0,0.496,78.6,64.0,4.65,3.7,50.5,v1,0.652,89.1,5623.0,746.0,0.685,3.1,0.72,340.0,30.2,0.47,3.2,93.1,7.49,0.776,0.47,0.51,9.49,0.61,v2,62.1,0.55,24.0,58.5,0.79,22752.0,6.58,0.765,v1,0
3.56,53350.0,46.5,2.38,83670.0,0.315,72.0,77.0,4.67,8.2,55.7,v2,0.679,97.8,4156.0,802.0,0.622,3.45,0.6,318.0,32.9,0.19,3.29,89.5,7.35,0.258,0.515,0.48,8.41,0.6,v1,56.9,0.44,74.3,54.8,0.78,60505.0,8.62,0.774,v3,0
2.6,47906.0,39.9,2.05,56499.0,0.349,77.4,75.0,4.7,6.4,50.2,v1,0.646,76.4,7387.0,773.0,0.434,6.03,0.4,818.0,25.4,0.45,1.98,83.6,7.0,0.184,0.37,0.7,9.12,0.26,v1,61.2,0.36,30.8,62.6,0.36,73237.0,7.28,0.789,v2,0
3.04,54488.0,30.0,2.27,40199.0,0.171,71.9,92.0,4.41,9.4,53.7,v2,0.674,76.3,6881.0,803.0,0.84,5.39,0.17,814.0,26.2,0.25,3.84,66.0,7.06,0.158,0.457,0.98,9.11,0.38,v2,53.3,0.45,77.3,59.1,0.52,22807.0,6.67,0.766,v1,1
1.58,51221.0,51.0,1.84,46339.0,0.38,75.0,86.0,4.7,6.4,51.9,v2,0.69,92.4,7030.0,763.0,0.648,6.34,0.68,503.0,26.4,0.2,1.76,88.6,6.97,0.529,0.418,0.92,9.09,0.47,v2,60.3,0.37,21.4,58.5,0.77,61165.0,8.53,0.755,v1,1
2.52,55257.0,14.5,0.92,21969.0,0.237,79.7,71.0,4.26,7.6,50.9,v2,0.496,96.6,6088.0,806.0,0.25,5.79,0.62,816.0,30.8,0.46,1.33,71.5,8.0,0.881,0.605,0.55,8.54,0.44,v1,47.3,0.43,85.3,58.9,0.81,20591.0,7.46,0.687,v2,0
2.11,53225.0,49.4,3.3,21813.0,0.211,85.0,67.0,4.44,7.6,50.2,v2,0.864,80.6,5855.0,741.0,0.25,6.31,0.69,637.0,26.6,0.27,2.6,75.8,7.44,0.577,0.537,0.96,9.05,0.26,v1,62.2,0.41,59.8,55.3,0.62,82729.0,7.55,0.737,v2,1
3.1,46267.0,32.6,1.87,84570.0,0.497,79.3,72.0,4.67,8.8,50.2,v1,0.788,99.0,5335.0,741.0,0.65,4.93,0.5,805.0,24.1,0.21,3.81,87.8,7.0,0.177,0.603,0.83,9.13,0.33,v2,61.3,0.5,18.4,66.6,0.28,58825.0,7.57,0.822,v3,1
1.95,50217.0,28.3,1.92,23884.0,0.492,72.8,65.0,4.66,3.5,50.7,v1,0.669,89.9,5846.0,787.0,0.795,5.93,0.68,820.0,25.6,0.16,3.83,68.1,6.88,0.261,0.57,0.86,9.51,0.53,v1,58.5,0.42,59.4,58.2,0.89,30354.0,7.64,0.688,v2,0
2.06,53479.0,14.7,2.1,24058.0,0.161,72.6,69.0,4.34,5.1,52.4,v1,0.678,87.2,6573.0,761.0,0.308,5.96,0.55,821.0,23.9,0.42,1.87,65.8,7.11,0.258,0.5,0.94,9.84,0.28,v1,58.8,0.38,59.5,55.7,0.25,63159.0,6.44,0.734,v1,0
3.5,46377.0,38.0,0.73,33986.0,0.315,77.6,58.0,4.57,6.3,51.9,v2,0.833,74.3,7302.0,808.0,0.251,3.6,0.37,814.0,26.4,0.45,1.35,81.9,8.02,0.1,0.608,0.46,9.15,0.25,v2,59.7,0.42,69.5,56.9,0.25,28389.0,7.57,0.731,v3,1
3.36,48660.0,34.2,1.85,48622.0,0.456,76.4,94.0,4.45,8.1,50.2,v1,0.594,52.9,5104.0,746.0,0.391,5.6,0.54,801.0,23.9,0.27,3.08,87.9,6.95,0.1,0.462,0.76,9.12,0.22,v1,60.1,0.44,60.0,55.9,0.51,50322.0,7.11,0.771,v3,0
1.48,53445.0,49.7,1.83,29789.0,0.496,78.0,72.0,4.6,5.5,50.5,v1,0.647,49.3,7211.0,802.0,0.645,6.34,0.51,823.0,24.7,0.41,2.98,72.5,6.96,0.791,0.386,0.91,9.06,0.61,v1,57.9,0.46,37.4,58.6,0.52,52436.0,6.35,0.836,v1,0
3.52,55440.0,36.8,2.44,59406.0,0.48,83.6,88.0,4.54,5.6,53.5,v1,0.864,97.6,7311.0,746.0,0.642,6.22,0.57,819.0,30.9,0.37,1.89,90.5,6.77,0.276,0.526,0.56,9.08,0.27,v1,58.2,0.39,88.7,72.6,0.56,29479.0,7.17,0.77,v3,0
2.83,55802.0,39.3,1.35,96385.0,0.168,74.1,72.0,4.61,9.1,51.1,v1,0.655,80.9,5395.0,759.0,0.72,6.31,0.72,823.0,24.1,0.18,1.42,94.9,7.06,0.948,0.351,0.98,9.39,0.25,v2,50.3,0.46,60.1,57.2,0.65,59061.0,8.41,0.733,v2,1
1.59,55760.0,39.6,2.04,95936.0,0.497,79.6,62.0,4.7,4.0,50.2,v2,0.792,77.4,5672.0,762.0,0.466,4.89,0.14,316.0,29.8,0.26,1.47,82.8,6.95,0.405,0.471,0.52,9.08,0.42,v1,60.1,0.56,80.6,72.6,0.57,49153.0,7.17,0.757,v2,0
3.53,51794.0,36.2,2.02,38168.0,0.354,83.5,67.0,4.39,5.9,54.9,v2,0.679,41.3,6794.0,799.0,0.635,4.98,0.62,819.0,24.4,0.4,3.63,98.0,7.07,0.821,0.584,0.44,9.71,0.6,v1,59.7,0.57,30.1,70.8,0.28,53314.0,6.88,0.746,v1,0
3.36,51346.0,13.7,2.38,19647.0,0.315,84.9,81.0,4.59,9.1,52.0,v2,0.864,81.5,6190.0,746.0,0.402,4.86,0.48,607.0,29.5,0.24,2.4,88.2,7.57,0.682,0.341,0.55,9.21,0.62,v1,52.0,0.39,65.9,71.9,0.55,19465.0,7.3,0.762,v2,1
3.57,56449.0,45.5,0.28,77968.0,0.495,73.6,84.0,4.31,5.7,52.1,v2,0.649,50.4,7039.0,746.0,0.624,5.5,0.71,618.0,25.9,0.18,3.42,84.9,7.04,0.215,0.33,0.93,9.44,0.46,v1,53.7,0.6,20.1,63.4,0.33,33038.0,6.26,0.74,v1,0
2.51,55501.0,38.0,2.06,52988.0,0.167,77.7,72.0,4.27,8.0,52.0,v2,0.589,93.7,5635.0,783.0,0.639,5.29,0.69,609.0,25.3,0.28,0.8,94.9,7.23,0.122,0.334,0.9,9.11,0.3,v1,58.3,0.38,60.1,72.0,0.52,56823.0,6.93,0.8,v3,0
1.37,54644.0,28.0,0.6,24393.0,0.352,77.7,63.0,4.43,8.1,52.3,v2,0.712,52.7,6288.0,800.0,0.734,4.57,0.29,316.0,27.7,0.16,3.8,97.2,7.64,0.122,0.482,0.61,9.05,0.62,v1,61.9,0.43,39.3,64.4,0.83,41581.0,8.26,0.743,v1,0
1.39,54991.0,39.9,2.17,70522.0,0.316,72.6,84.0,4.25,9.3,51.3,v2,0.863,82.1,7278.0,798.0,0.248,4.37,0.42,716.0,30.8,0.21,1.49,73.4,6.89,0.748,0.452,0.75,9.66,0.36,v1,47.2,0.42,26.0,72.1,0.48,17685.0,7.88,0.826,v3,0
3.54,53629.0,37.5,1.37,18897.0,0.185,72.9,80.0,4.53,7.3,50.7,v2,0.692,81.0,7026.0,760.0,0.797,3.67,0.4,554.0,24.4,0.47,2.39,77.9,7.31,0.215,0.527,0.88,9.05,0.41,v2,58.2,0.42,59.7,57.0,0.89,14500.0,7.37,0.769,v1,0
1.53,47232.0,14.2,2.48,23754.0,0.316,78.7,53.0,4.25,5.5,54.0,v1,0.613,90.7,6558.0,745.0,0.411,6.23,0.5,767.0,26.2,0.24,1.93,90.2,7.8,0.274,0.342,0.52,9.56,0.59,v1,54.6,0.38,59.6,70.9,0.38,14668.0,7.08,0.695,v3,0
2.87,50726.0,38.8,3.09,54124.0,0.496,77.5,92.0,4.7,9.3,50.2,v2,0.688,99.2,6249.0,753.0,0.628,5.83,0.37,333.0,30.4,0.46,0.45,95.7,6.74,0.444,0.62,0.43,9.53,0.35,v1,61.1,0.39,19.2,71.2,0.7,19028.0,7.6,0.709,v3,0
3.72,53544.0,43.6,1.85,20698.0,0.256,78.6,52.0,4.59,5.8,50.2,v1,0.68,81.2,4530.0,761.0,0.617,3.26,0.64,823.0,25.0,0.46,1.37,78.9,7.2,0.151,0.373,0.47,9.06,0.43,v2,58.5,0.59,28.1,62.8,0.21,69004.0,7.15,0.714,v2,0
3.5,52892.0,26.7,2.26,79167.0,0.498,71.8,81.0,4.49,9.0,50.2,v1,0.621,92.0,6383.0,793.0,0.771,5.32,0.14,816.0,25.8,0.36,2.28,88.2,6.86,0.711,0.601,0.91,9.77,0.45,v2,49.8,0.39,79.1,66.6,0.43,54597.0,8.37,0.768,v3,0
2.49,56363.0,36.3,1.99,75090.0,0.146,79.5,92.0,4.3,9.3,50.6,v2,0.694,85.1,5890.0,746.0,0.627,3.2,0.14,691.0,28.6,0.36,1.52,75.8,7.01,0.14,0.568,0.86,9.21,0.46,v2,61.3,0.55,59.9,63.7,0.46,14142.0,6.59,0.781,v1,0
2.35,52671.0,12.2,0.54,22658.0,0.172,76.1,67.0,4.27,5.2,50.2,v2,0.786,95.8,4802.0,808.0,0.639,5.94,0.68,819.0,34.4,0.24,2.0,98.3,6.98,0.244,0.615,0.43,9.1,0.38,v1,60.9,0.45,67.1,61.2,0.77,45050.0,6.63,0.807,v1,0
3.32,46867.0,39.8,1.87,60060.0,0.148,76.5,71.0,4.51,9.1,51.8,v2,0.614,96.1,6671.0,810.0,0.78,3.5,0.56,603.0,24.7,0.27,2.83,78.5,6.99,0.237,0.599,0.88,9.63,0.26,v1,54.6,0.5,71.1,60.3,0.62,36625.0,7.65,0.734,v2,0
3.58,48848.0,39.6,2.62,40862.0,0.497,73.4,66.0,4.66,6.4,52.7,v2,0.764,79.6,4985.0,747.0,0.746,6.34,0.4,801.0,31.0,0.15,3.37,90.9,6.95,0.597,0.449,0.93,9.12,0.27,v2,49.8,0.42,28.1,59.4,0.38,15711.0,6.77,0.765,v1,0
3.64,52986.0,37.6,2.12,96335.0,0.498,76.9,70.0,4.63,3.6,50.7,v2,0.693,41.3,5328.0,756.0,0.599,3.15,0.54,605.0,27.7,0.2,2.79,68.6,6.89,0.58,0.626,0.87,9.62,0.41,v1,53.1,0.6,27.5,61.3,0.85,37697.0,6.59,0.748,v2,0
2.8,56028.0,43.0,2.14,52394.0,0.495,77.4,55.0,4.41,8.2,51.5,v1,0.69,91.4,4883.0,762.0,0.601,4.63,0.51,472.0,28.6,0.29,2.5,98.8,6.97,0.386,0.45,0.63,9.26,0.62,v1,59.3,0.36,19.4,64.2,0.79,49533.0,6.59,0.688,v3,0
3.72,47159.0,41.9,3.24,35620.0,0.162,77.9,90.0,4.65,7.5,50.2,v2,0.688,46.1,5862.0,744.0,0.236,5.34,0.72,815.0,26.2,0.15,3.49,86.9,7.16,0.105,0.406,0.85,8.93,0.6,v2,57.7,0.44,72.7,59.0,0.64,22502.0,7.46,0.695,v3,0
3.62,54865.0,31.8,1.84,24388.0,0.497,71.8,79.0,4.67,6.1,51.2,v2,0.864,79.1,6440.0,810.0,0.582,6.35,0.23,746.0,28.3,0.35,4.16,91.0,6.99,0.879,0.623,0.65,9.13,0.38,v2,61.4,0.53,77.1,70.2,0.33,84548.0,7.54,0.754,v2,0
3.56,51480.0,33.7,1.02,93659.0,0.496,76.9,52.0,4.24,7.4,50.2,v2,0.787,35.5,4446.0,803.0,0.433,5.99,0.68,431.0,30.6,0.29,3.84,88.3,6.78,0.283,0.335,0.51,9.7,0.27,v2,61.9,0.59,68.4,63.6,0.43,60259.0,6.39,0.723,v3,0
3.67,55286.0,38.0,1.84,85295.0,0.468,72.6,58.0,4.61,6.7,52.7,v2,0.606,79.8,7372.0,747.0,0.643,6.01,0.52,597.0,24.9,0.21,2.66,74.1,7.0,0.725,0.599,0.86,9.1,0.27,v1,62.0,0.44,64.3,69.1,0.69,51827.0,6.9,0.754,v3,1
2.27,46342.0,19.3,2.29,84629.0,0.315,84.1,61.0,4.31,6.6,55.7,v2,0.496,77.3,6599.0,760.0,0.477,6.0,0.48,410.0,30.0,0.3,3.26,66.1,6.75,0.198,0.576,0.79,9.73,0.24,v1,50.0,0.51,74.1,58.1,0.62,49328.0,7.12,0.763,v3,1
1.66,47021.0,44.7,2.1,23352.0,0.327,72.7,65.0,4.55,3.4,50.2,v1,0.693,77.5,4304.0,742.0,0.662,6.09,0.56,678.0,26.0,0.2,0.43,87.2,8.07,0.186,0.359,0.92,9.09,0.29,v2,56.7,0.63,21.1,59.7,0.89,26427.0,7.06,0.818,v3,0
3.51,52208.0,35.2,2.88,59352.0,0.498,78.7,67.0,4.45,9.3,52.9,v1,0.601,76.9,5973.0,764.0,0.601,4.36,0.15,641.0,25.7,0.4,1.04,81.9,6.73,0.711,0.615,0.5,9.87,0.58,v2,59.0,0.44,72.8,58.0,0.41,28759.0,7.16,0.711,v1,0
3.65,52441.0,20.2,1.85,72435.0,0.495,71.9,59.0,4.49,9.3,51.6,v1,0.715,98.1,4820.0,763.0,0.643,6.23,0.58,601.0,28.8,0.21,0.68,78.8,6.99,0.129,0.478,0.85,9.39,0.47,v1,62.0,0.49,59.7,62.3,0.73,55694.0,8.1,0.79,v2,0
3.34,54488.0,38.8,3.1,84466.0,0.161,73.0,74.0,4.3,8.2,54.7,v1,0.657,77.9,5975.0,775.0,0.249,4.76,0.64,708.0,24.3,0.3,3.49,88.6,7.0,0.176,0.543,0.67,9.05,0.24,v1,60.0,0.42,59.5,65.2,0.5,51934.0,7.01,0.691,v2,0
3.0,52808.0,33.8,1.85,84276.0,0.166,74.6,94.0,4.29,4.1,52.9,v1,0.651,79.8,5290.0,744.0,0.643,6.09,0.27,468.0,30.4,0.26,4.13,78.7,7.16,0.348,0.485,0.85,9.81,0.21,v2,61.9,0.53,64.4,56.7,0.77,59642.0,7.13,0.759,v1,0
3.06,56492.0,51.0,2.6,96250.0,0.498,78.7,75.0,4.69,9.0,55.7,v1,0.697,98.0,6486.0,743.0,0.778,3.98,0.53,515.0,26.5,0.16,1.44,80.5,6.8,0.144,0.492,0.92,9.53,0.42,v2,57.7,0.43,72.8,59.2,0.73,18748.0,6.24,0.721,v2,0
2.26,47047.0,24.6,3.15,89150.0,0.148,78.9,74.0,4.65,6.7,53.2,v2,0.672,99.2,4897.0,773.0,0.289,5.51,0.7,601.0,32.5,0.24,1.42,90.2,7.06,0.83,0.56,0.4,9.57,0.27,v1,60.3,0.48,60.0,64.2,0.68,68841.0,7.48,0.719,v2,0
3.31,51757.0,36.9,3.16,21182.0,0.496,75.3,91.0,4.62,3.6,52.2,v2,0.684,76.2,5859.0,745.0,0.554,6.3,0.55,815.0,24.0,0.46,1.4,87.9,6.96,0.277,0.595,0.91,9.08,0.22,v1,60.7,0.42,20.7,55.5,0.63,26701.0,7.03,0.768,v1,0
1.94,53037.0,46.2,2.18,48311.0,0.17,81.7,86.0,4.45,8.3,50.2,v2,0.517,84.7,6878.0,794.0,0.673,3.58,0.49,610.0,30.5,0.47,3.64,86.6,7.06,0.629,0.334,0.47,9.8,0.26,v1,61.1,0.35,21.4,65.0,0.81,56732.0,6.58,0.719,v1,0
3.66,46805.0,15.0,2.01,24282.0,0.315,81.0,69.0,4.62,3.9,55.6,v1,0.684,96.8,7360.0,773.0,0.637,6.11,0.69,815.0,24.0,0.29,1.32,87.5,6.79,0.221,0.372,0.58,9.08,0.33,v1,58.5,0.37,20.7,70.9,0.86,24335.0,6.6,0.809,v3,0
1.58,50956.0,40.1,0.96,39315.0,0.287,77.6,87.0,4.27,6.9,50.2,v2,0.708,51.8,5424.0,760.0,0.611,5.1,0.56,507.0,34.1,0.29,3.69,74.1,7.71,0.67,0.422,0.87,9.06,0.3,v1,47.8,0.37,24.3,72.9,0.79,21140.0,7.65,0.752,v2,1
2.14,53272.0,51.3,1.84,91585.0,0.17,71.5,72.0,4.69,8.5,50.2,v2,0.864,91.1,6204.0,807.0,0.648,4.52,0.45,817.0,27.0,0.35,0.77,88.3,7.14,0.124,0.334,0.95,9.07,0.6,v1,61.7,0.42,61.2,65.7,0.22,68751.0,6.6,0.766,v1,0
3.83,46968.0,27.0,3.11,20060.0,0.316,77.5,91.0,4.51,8.3,50.2,v1,0.864,81.6,4632.0,804.0,0.728,4.59,0.41,819.0,24.7,0.25,3.3,73.5,7.04,0.346,0.342,0.93,9.24,0.45,v2,48.1,0.53,60.2,72.5,0.88,15253.0,7.41,0.769,v2,0
3.56,50791.0,47.3,1.83,82511.0,0.315,72.9,93.0,4.28,8.7,51.0,v2,0.594,74.9,6552.0,810.0,0.64,6.35,0.49,781.0,34.1,0.16,3.38,63.8,6.76,0.201,0.619,0.46,8.28,0.56,v1,59.9,0.48,27.1,62.7,0.82,55773.0,6.51,0.845,v1,0
3.3,56613.0,35.6,0.32,68235.0,0.226,79.4,90.0,4.69,6.8,51.1,v1,0.677,60.0,6967.0,804.0,0.611,6.08,0.72,607.0,33.3,0.29,1.64,80.0,6.97,0.904,0.418,0.72,9.12,0.62,v1,61.0,0.41,30.3,72.9,0.41,16222.0,7.46,0.695,v1,0
3.36,48345.0,34.3,2.19,95208.0,0.167,79.1,89.0,4.61,9.5,50.2,v1,0.619,73.8,4437.0,762.0,0.236,4.84,0.68,388.0,34.5,0.43,2.95,89.1,7.28,0.641,0.585,0.96,8.68,0.57,v1,55.3,0.49,24.3,70.2,0.57,78590.0,7.24,0.756,v3,0
3.74,49713.0,12.1,3.1,24118.0,0.315,79.4,90.0,4.49,7.1,51.5,v1,0.639,82.2,6707.0,743.0,0.337,5.06,0.69,606.0,33.4,0.36,0.45,98.3,6.77,0.251,0.525,0.77,9.59,0.42,v2,60.7,0.35,59.5,56.1,0.82,17359.0,6.57,0.752,v3,0
1.54,54442.0,50.0,0.49,23473.0,0.317,84.0,93.0,4.23,5.3,55.5,v2,0.837,95.3,4328.0,805.0,0.65,4.12,0.14,757.0,32.1,0.47,2.66,79.1,6.73,0.279,0.626,0.87,9.08,0.4,v2,51.2,0.35,18.7,60.6,0.48,83980.0,7.44,0.771,v2,0
3.77,50769.0,15.9,2.87,57905.0,0.295,85.1,59.0,4.56,7.1,51.7,v1,0.785,79.6,6276.0,746.0,0.234,3.54,0.16,635.0,26.2,0.29,3.58,90.3,7.51,0.142,0.438,0.95,9.05,0.44,v2,59.5,0.43,60.1,71.6,0.85,84514.0,6.53,0.822,v2,1
3.84,46704.0,14.2,2.19,58070.0,0.316,84.2,66.0,4.39,9.3,53.3,v1,0.502,97.8,4763.0,747.0,0.303,4.15,0.62,763.0,28.4,0.28,2.69,98.3,8.48,0.266,0.597,0.75,9.31,0.39,v1,61.6,0.43,20.5,72.8,0.55,27720.0,7.79,0.831,v1,0
1.31,54023.0,51.2,2.35,22277.0,0.196,77.0,73.0,4.59,7.7,54.9,v1,0.682,78.2,5181.0,795.0,0.578,6.37,0.55,823.0,34.7,0.45,4.06,87.2,6.78,0.224,0.615,0.42,9.46,0.51,v2,47.5,0.38,18.3,61.5,0.64,73942.0,8.07,0.779,v2,0
3.86,52226.0,42.1,2.18,76953.0,0.161,77.7,93.0,4.64,9.1,54.3,v2,0.584,85.0,4230.0,742.0,0.6,4.01,0.61,646.0,27.8,0.22,2.76,80.5,6.8,0.1,0.458,0.43,9.59,0.28,v2,55.4,0.53,20.5,57.2,0.46,62847.0,6.67,0.727,v2,0
3.71,55830.0,27.9,1.94,95971.0,0.166,74.3,93.0,4.63,7.7,50.2,v2,0.695,99.0,7522.0,786.0,0.252,6.22,0.71,690.0,29.3,0.27,3.46,79.3,6.93,0.265,0.589,0.68,9.06,0.62,v1,57.3,0.43,64.4,63.2,0.68,58909.0,6.92,0.768,v2,0
3.7,55049.0,25.5,2.0,18936.0,0.496,71.1,61.0,4.3,4.7,52.8,v2,0.779,36.5,4342.0,763.0,0.796,6.35,0.7,409.0,32.2,0.26,1.91,92.2,6.97,0.616,0.62,0.98,9.05,0.62,v1,60.2,0.42,20.6,70.8,0.33,64676.0,6.6,0.737,v3,0
3.77,53919.0,46.7,1.92,25259.0,0.316,78.0,94.0,4.35,8.5,50.2,v1,0.769,79.1,7000.0,747.0,0.436,5.94,0.45,762.0,28.9,0.45,4.11,92.8,7.02,0.255,0.463,0.67,9.86,0.29,v1,59.4,0.41,83.4,70.6,0.48,81091.0,7.34,0.737,v3,0
2.82,54704.0,37.4,2.54,50463.0,0.171,73.3,51.0,4.63,4.3,52.3,v1,0.543,57.1,5239.0,749.0,0.555,3.59,0.22,609.0,24.7,0.19,2.93,95.2,7.17,0.109,0.44,0.97,9.88,0.4,v1,60.6,0.35,70.8,55.3,0.86,55310.0,7.5,0.807,v3,0
3.52,53771.0,39.9,2.1,60191.0,0.316,82.2,52.0,4.64,6.6,54.1,v2,0.474,90.5,6113.0,746.0,0.328,6.18,0.67,636.0,26.4,0.15,4.04,71.9,6.95,0.128,0.602,0.51,9.7,0.62,v1,51.0,0.34,38.2,61.6,0.36,36429.0,8.48,0.74,v3,1
2.27,46532.0,37.8,2.02,70725.0,0.315,76.0,86.0,4.4,3.4,50.5,v1,0.56,74.8,6879.0,760.0,0.553,6.17,0.38,595.0,24.5,0.41,1.71,95.5,6.91,0.395,0.609,0.79,9.1,0.39,v1,60.4,0.59,54.6,72.3,0.49,57169.0,6.27,0.766,v1,1
3.78,55883.0,15.0,1.09,72512.0,0.167,78.5,61.0,4.6,8.3,55.8,v2,0.66,77.9,6733.0,798.0,0.247,5.56,0.67,661.0,30.3,0.47,3.18,98.5,7.66,0.178,0.585,0.55,9.84,0.62,v2,60.8,0.48,17.8,68.1,0.83,59853.0,6.75,0.743,v3,0
2.47,50553.0,29.1,2.24,30093.0,0.316,76.7,91.0,4.6,8.9,50.3,v1,0.671,68.0,7347.0,764.0,0.631,5.92,0.6,608.0,26.2,0.27,3.59,94.1,6.89,0.847,0.611,0.53,9.81,0.37,v1,58.3,0.37,18.3,71.4,0.26,26792.0,6.59,0.837,v2,0
3.47,56519.0,39.9,3.23,38220.0,0.153,80.4,70.0,4.64,7.8,54.7,v2,0.664,88.3,4389.0,773.0,0.641,6.37,0.39,597.0,24.8,0.44,3.32,97.5,6.85,0.201,0.602,0.98,9.11,0.47,v2,48.2,0.43,18.3,70.1,0.36,44063.0,7.36,0.716,v1,0
1.29,53844.0,39.7,2.36,37104.0,0.496,77.9,77.0,4.25,9.5,52.6,v1,0.665,81.4,6759.0,752.0,0.353,5.87,0.61,762.0,25.9,0.22,1.78,90.6,7.56,0.615,0.617,0.94,9.12,0.6,v1,53.2,0.42,21.8,57.2,0.52,56491.0,6.58,0.725,v3,1
2.8,53466.0,40.4,2.68,24062.0,0.315,81.6,71.0,4.28,7.8,55.3,v1,0.822,36.6,6332.0,764.0,0.393,4.53,0.39,605.0,26.7,0.3,0.63,80.0,7.71,0.67,0.599,0.94,9.85,0.6,v2,53.2,0.44,62.0,55.4,0.8,52756.0,6.57,0.704,v3,0
2.8,49677.0,41.9,2.34,83511.0,0.15,78.5,93.0,4.69,3.7,50.5,v2,0.64,99.0,6317.0,787.0,0.382,6.08,0.69,489.0,33.4,0.45,1.39,93.5,6.96,0.189,0.35,0.91,9.37,0.24,v1,59.7,0.6,18.9,69.6,0.73,18063.0,6.58,0.769,v3,0
3.59,48690.0,26.0,0.73,78618.0,0.316,75.8,80.0,4.7,6.5,50.2,v1,0.683,88.2,4646.0,758.0,0.542,4.75,0.64,822.0,24.3,0.21,3.02,91.6,7.04,0.2,0.453,0.9,9.1,0.26,v2,49.4,0.44,21.5,70.5,0.42,48550.0,7.61,0.741,v3,0
2.53,52873.0,38.8,1.84,26311.0,0.295,73.1,64.0,4.53,8.8,50.7,v2,0.654,76.8,6833.0,757.0,0.568,5.82,0.63,326.0,24.0,0.42,1.91,81.1,6.7,0.2,0.615,0.71,9.36,0.62,v1,58.6,0.35,79.3,66.3,0.88,21674.0,7.24,0.731,v1,0
1.83,54291.0,31.3,2.05,59787.0,0.355,72.6,94.0,4.49,8.0,52.9,v1,0.577,36.3,4322.0,746.0,0.538,6.12,0.36,818.0,30.8,0.17,4.13,93.9,6.86,0.131,0.62,0.63,9.2,0.58,v1,50.6,0.35,59.5,58.7,0.53,23048.0,7.18,0.709,v2,1
3.57,46955.0,26.9,2.31,51218.0,0.234,73.3,88.0,4.6,8.0,52.2,v1,0.651,77.7,4175.0,806.0,0.593,6.37,0.18,817.0,25.6,0.22,2.11,81.1,6.88,0.595,0.616,0.96,9.54,0.6,v2,61.3,0.55,53.8,72.3,0.75,28622.0,8.15,0.75,v1,1
