V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,class
0.0,2.0,v6,v2,0.04,v2,1.0,2.0,v1,3.0,72197.0,v2,v1,v5,v3,0.25,853.0,27.2,v1,28.0,68.4,0.915,187.0,2.0,v2,0.0,445.0,2.0,0.938,844.0,v2,0.627,594.0,v3,5296.0,0.138,v3,v3,v5,v1,0.0,6674.0,2.0,v5,8.2,3.0,v1,v1,v6,0.0,v1,2.0,6.85,0.0,v2,v3,v1,v2,49657.0,6572.0,50.2,1.0,60.1,v3,0.0,v1,13170.0,v4,v3,5.58,1.0,5847.0,0.18,2394.0,0.0,70.0,82.6,1.0,v2,1.0,v4,3.65,v3,v1,57.0,6.15,0.0,529.0,v3,v2,2.0,v2,v2,0.0,5721.0,v2,v1,v5,v2,v5,0
1.0,3.0,v2,v4,0.22,v1,0.0,1.0,v3,3.0,51366.0,v3,v2,v4,v6,0.47,893.0,36.1,v1,51.0,73.5,0.932,209.0,0.0,v1,1.0,459.0,2.0,0.929,750.0,v1,0.471,598.0,v3,4016.0,0.486,v2,v3,v5,v2,3.0,6177.0,3.0,v1,8.01,1.0,v2,v3,v3,0.0,v2,1.0,6.83,1.0,v1,v1,v1,v2,44961.0,5831.0,50.6,1.0,40.1,v4,2.0,v1,18440.0,v1,v1,6.9,0.0,6904.0,0.15,6569.0,0.0,79.0,79.5,0.0,v4,1.0,v2,3.32,v1,v1,43.6,5.4,0.0,471.0,v6,v2,0.0,v1,v1,0.0,5523.0,v3,v3,v4,v2,v1,1
1.0,3.0,v6,v4,0.22,v2,0.0,1.0,v4,2.0,32042.0,v3,v2,v5,v6,0.26,868.0,37.1,v1,55.0,80.0,0.898,277.0,1.0,v3,0.0,317.0,0.0,0.94,725.0,v2,0.614,657.0,v2,4013.0,0.137,v5,v3,v3,v2,3.0,6018.0,0.0,v2,7.78,3.0,v6,v3,v5,1.0,v4,0.0,6.51,1.0,v4,v5,v1,v2,51054.0,6172.0,74.4,1.0,36.8,v3,1.0,v1,16088.0,v4,v2,7.01,3.0,6837.0,0.15,7906.0,2.0,66.0,79.0,5.0,v1,0.0,v1,3.75,v2,v1,58.2,3.65,2.0,414.0,v2,v1,1.0,v2,v1,0.0,5907.0,v4,v3,v1,v1,v4,1
0.0,3.0,v1,v4,0.37,v1,1.0,0.0,v4,0.0,56352.0,v3,v2,v1,v5,0.34,502.0,33.4,v1,43.0,78.5,0.861,283.0,0.0,v2,1.0,461.0,0.0,0.943,819.0,v1,0.491,618.0,v3,4065.0,0.59,v3,v3,v2,v1,3.0,6303.0,1.0,v1,8.47,0.0,v1,v1,v2,2.0,v2,2.0,5.19,0.0,v2,v2,v3,v1,46608.0,6318.0,42.3,0.0,32.2,v3,1.0,v2,20119.0,v2,v3,7.03,1.0,6858.0,0.43,6346.0,2.0,83.0,79.7,0.0,v3,0.0,v2,6.34,v3,v2,54.7,4.36,0.0,723.0,v3,v2,1.0,v1,v1,0.0,5548.0,v4,v2,v1,v2,v1,0
1.0,1.0,v5,v1,0.06,v3,0.0,1.0,v4,2.0,71916.0,v1,v2,v4,v1,0.17,870.0,33.9,v2,51.0,80.0,0.869,282.0,1.0,v4,1.0,414.0,4.0,0.92,881.0,v2,0.449,592.0,v4,4037.0,0.579,v4,v2,v3,v2,3.0,5415.0,4.0,v4,7.43,3.0,v1,v1,v2,0.0,v4,1.0,6.34,0.0,v3,v2,v1,v2,53722.0,5820.0,22.2,1.0,60.5,v4,2.0,v2,21807.0,v5,v2,6.96,0.0,7050.0,0.6,2330.0,1.0,62.0,84.3,3.0,v5,0.0,v3,3.86,v1,v2,46.7,7.68,0.0,656.0,v1,v2,2.0,v1,v1,0.0,6006.0,v5,v3,v2,v1,v3,1
1.0,1.0,v2,v2,0.05,v3,1.0,3.0,v4,1.0,46140.0,v3,v2,v3,v5,0.3,615.0,33.5,v2,32.0,67.9,0.879,254.0,4.0,v3,0.0,290.0,0.0,0.932,751.0,v1,0.605,623.0,v2,5050.0,0.151,v5,v1,v2,v2,0.0,6400.0,0.0,v2,7.36,3.0,v1,v1,v2,2.0,v4,1.0,4.86,0.0,v3,v1,v2,v3,69984.0,7135.0,30.2,0.0,29.0,v4,2.0,v1,18928.0,v4,v1,6.67,1.0,6104.0,0.26,2857.0,0.0,67.0,79.4,4.0,v5,0.0,v1,4.09,v1,v1,43.8,4.13,0.0,471.0,v1,v2,2.0,v1,v1,1.0,5153.0,v2,v2,v1,v2,v2,0
1.0,3.0,v5,v3,0.26,v1,1.0,2.0,v3,0.0,47744.0,v2,v2,v3,v3,0.44,867.0,33.1,v2,50.0,71.4,0.86,227.0,1.0,v3,0.0,365.0,1.0,0.912,811.0,v2,0.444,635.0,v6,4008.0,0.139,v1,v2,v5,v1,1.0,6223.0,4.0,v1,8.18,3.0,v5,v3,v6,1.0,v5,0.0,4.82,0.0,v1,v1,v1,v2,57271.0,6128.0,83.5,1.0,61.4,v2,2.0,v2,18852.0,v4,v3,5.58,3.0,6563.0,0.68,7251.0,2.0,69.0,79.7,3.0,v5,0.0,v4,6.11,v3,v1,47.6,3.83,3.0,388.0,v4,v2,2.0,v1,v2,1.0,5225.0,v1,v1,v2,v2,v2,1
1.0,4.0,v2,v4,0.04,v3,1.0,1.0,v1,2.0,31456.0,v3,v2,v3,v1,0.45,864.0,34.6,v1,41.0,76.6,0.815,268.0,4.0,v4,1.0,432.0,4.0,0.909,820.0,v1,0.571,660.0,v5,5142.0,0.269,v3,v2,v2,v2,3.0,6211.0,1.0,v4,8.49,3.0,v6,v2,v4,0.0,v2,3.0,4.91,1.0,v5,v1,v3,v1,52406.0,6426.0,21.7,1.0,30.1,v5,2.0,v2,18180.0,v5,v3,6.84,1.0,6562.0,0.23,2812.0,0.0,88.0,79.4,2.0,v2,1.0,v4,5.42,v1,v1,46.8,4.55,0.0,433.0,v4,v1,2.0,v2,v1,0.0,5544.0,v3,v2,v5,v1,v4,0
0.0,0.0,v1,v2,0.45,v2,0.0,1.0,v2,3.0,71931.0,v2,v2,v1,v6,0.34,375.0,37.1,v1,28.0,71.2,0.917,256.0,4.0,v2,1.0,469.0,0.0,0.943,807.0,v2,0.581,595.0,v3,5556.0,0.224,v2,v3,v1,v2,0.0,5628.0,0.0,v5,7.75,2.0,v3,v3,v2,2.0,v5,2.0,4.85,0.0,v1,v5,v1,v1,53503.0,5921.0,47.5,0.0,60.3,v1,1.0,v2,19506.0,v5,v2,6.57,0.0,6451.0,0.65,3005.0,1.0,74.0,83.1,4.0,v4,0.0,v3,3.82,v2,v1,45.3,4.52,3.0,404.0,v5,v1,1.0,v1,v2,1.0,6030.0,v5,v1,v6,v2,v3,1
0.0,1.0,v6,v4,0.49,v2,1.0,0.0,v1,2.0,87510.0,v1,v2,v1,v3,0.44,513.0,33.4,v1,62.0,69.5,0.83,240.0,1.0,v1,0.0,316.0,0.0,0.933,729.0,v2,0.467,604.0,v4,5250.0,0.181,v5,v3,v1,v2,3.0,5454.0,2.0,v3,8.48,1.0,v2,v2,v4,0.0,v2,1.0,5.18,1.0,v3,v5,v1,v2,66816.0,6697.0,84.6,0.0,41.8,v5,2.0,v1,14142.0,v2,v3,6.19,3.0,5774.0,0.74,7628.0,1.0,90.0,81.1,1.0,v3,1.0,v1,6.37,v2,v2,43.8,4.57,0.0,440.0,v5,v1,0.0,v1,v2,0.0,5086.0,v5,v1,v4,v2,v1,1
1.0,4.0,v1,v2,0.22,v2,0.0,3.0,v4,0.0,71931.0,v1,v1,v3,v2,0.41,776.0,26.7,v2,62.0,73.1,0.926,238.0,4.0,v2,0.0,411.0,4.0,0.934,848.0,v2,0.605,641.0,v5,4050.0,0.171,v5,v1,v4,v1,3.0,5446.0,2.0,v2,7.67,3.0,v4,v3,v5,0.0,v4,2.0,4.8,1.0,v3,v3,v3,v2,69974.0,6281.0,29.5,1.0,43.8,v1,2.0,v2,20162.0,v1,v4,7.34,2.0,6347.0,0.15,5332.0,1.0,67.0,79.6,2.0,v5,1.0,v1,4.13,v1,v2,46.4,7.87,0.0,894.0,v1,v1,2.0,v2,v2,1.0,5551.0,v1,v2,v4,v1,v1,0
1.0,0.0,v2,v3,0.22,v2,1.0,2.0,v4,0.0,47089.0,v1,v2,v1,v3,0.52,894.0,35.4,v2,63.0,84.0,0.922,259.0,0.0,v4,1.0,454.0,1.0,0.914,553.0,v1,0.527,647.0,v5,3981.0,0.576,v5,v3,v2,v2,0.0,5497.0,1.0,v5,7.92,3.0,v4,v1,v2,1.0,v2,2.0,6.96,1.0,v3,v1,v1,v2,56190.0,6111.0,45.6,0.0,34.3,v3,1.0,v1,18357.0,v4,v2,6.63,2.0,6560.0,0.35,7781.0,1.0,68.0,80.3,3.0,v5,1.0,v4,4.13,v2,v2,48.4,7.09,0.0,662.0,v6,v1,0.0,v1,v2,0.0,5619.0,v5,v2,v3,v1,v2,0
0.0,1.0,v1,v3,0.26,v3,1.0,2.0,v4,0.0,60026.0,v2,v2,v4,v6,0.45,512.0,30.6,v2,58.0,73.6,0.83,249.0,3.0,v2,1.0,458.0,4.0,0.917,880.0,v2,0.669,654.0,v2,5108.0,0.641,v3,v4,v4,v1,1.0,6400.0,0.0,v5,7.66,1.0,v6,v3,v5,2.0,v4,1.0,5.77,0.0,v3,v1,v3,v2,54179.0,6579.0,33.3,0.0,53.8,v5,2.0,v2,17278.0,v1,v4,6.95,3.0,5923.0,0.54,3112.0,1.0,80.0,82.9,4.0,v2,0.0,v4,3.62,v2,v1,45.1,4.37,1.0,367.0,v4,v3,0.0,v2,v2,0.0,5973.0,v3,v3,v2,v1,v2,1
0.0,2.0,v3,v4,0.22,v1,1.0,1.0,v2,2.0,35279.0,v1,v2,v1,v5,0.28,656.0,29.0,v1,50.0,81.7,0.934,196.0,1.0,v1,1.0,420.0,1.0,0.938,864.0,v1,0.459,599.0,v4,5135.0,0.273,v1,v2,v3,v1,1.0,6200.0,3.0,v2,7.9,2.0,v6,v1,v1,0.0,v4,2.0,6.54,1.0,v2,v4,v2,v2,53521.0,6314.0,46.0,1.0,29.9,v3,2.0,v1,18494.0,v2,v3,6.93,0.0,6891.0,0.44,2274.0,2.0,69.0,79.3,4.0,v4,0.0,v4,5.69,v1,v1,43.6,4.55,0.0,365.0,v3,v2,1.0,v1,v1,0.0,5645.0,v2,v2,v5,v1,v5,0
0.0,3.0,v4,v3,0.24,v3,0.0,1.0,v4,2.0,39126.0,v2,v2,v1,v4,0.25,859.0,32.9,v1,49.0,75.0,0.813,242.0,2.0,v3,0.0,355.0,2.0,0.909,829.0,v1,0.611,604.0,v2,5075.0,0.436,v3,v4,v5,v1,2.0,6198.0,2.0,v2,7.71,1.0,v1,v2,v3,0.0,v2,3.0,3.67,0.0,v2,v2,v1,v2,53838.0,6656.0,41.1,1.0,29.6,v5,2.0,v2,18073.0,v5,v1,6.71,2.0,6699.0,0.56,4237.0,1.0,70.0,79.2,2.0,v2,1.0,v3,3.64,v2,v2,47.5,5.64,2.0,774.0,v2,v2,1.0,v1,v2,1.0,5696.0,v1,v2,v4,v2,v1,1
0.0,4.0,v4,v2,0.23,v3,0.0,1.0,v3,2.0,84005.0,v3,v2,v2,v4,0.3,352.0,37.2,v2,35.0,66.4,0.912,265.0,3.0,v2,1.0,297.0,2.0,0.909,556.0,v1,0.442,597.0,v5,4128.0,0.68,v1,v1,v2,v2,0.0,6149.0,0.0,v5,7.67,0.0,v1,v3,v5,0.0,v3,2.0,6.46,1.0,v4,v1,v1,v2,50090.0,6309.0,27.7,0.0,35.2,v2,2.0,v1,22213.0,v1,v2,6.77,1.0,7034.0,0.63,2937.0,2.0,68.0,79.6,0.0,v3,1.0,v3,5.93,v1,v2,46.9,4.41,2.0,386.0,v3,v2,1.0,v1,v2,0.0,5126.0,v1,v2,v3,v2,v4,1
1.0,1.0,v6,v2,0.22,v3,1.0,0.0,v1,0.0,35275.0,v3,v1,v1,v5,0.54,761.0,29.8,v2,44.0,74.4,0.873,286.0,1.0,v3,1.0,382.0,1.0,0.936,606.0,v2,0.554,647.0,v4,4292.0,0.158,v5,v2,v4,v2,1.0,5995.0,3.0,v2,7.9,0.0,v4,v3,v6,2.0,v3,3.0,4.09,0.0,v4,v2,v2,v2,59921.0,6369.0,16.6,1.0,30.6,v5,1.0,v2,20039.0,v3,v1,6.96,2.0,6555.0,0.62,7746.0,0.0,92.0,83.7,4.0,v2,0.0,v4,3.83,v3,v2,45.0,3.96,1.0,441.0,v6,v3,0.0,v1,v1,1.0,5363.0,v1,v3,v2,v1,v3,0
1.0,2.0,v4,v4,0.05,v1,0.0,1.0,v4,3.0,72104.0,v2,v2,v2,v6,0.36,691.0,31.4,v2,50.0,72.0,0.95,237.0,3.0,v2,0.0,481.0,2.0,0.939,671.0,v1,0.595,653.0,v6,4058.0,0.859,v5,v4,v1,v2,0.0,5389.0,3.0,v2,7.74,3.0,v3,v3,v5,2.0,v4,0.0,3.74,0.0,v5,v2,v3,v2,60138.0,6995.0,76.5,1.0,45.7,v2,0.0,v1,16090.0,v2,v4,7.11,3.0,6584.0,0.61,6963.0,2.0,63.0,84.3,4.0,v2,0.0,v1,6.55,v2,v2,44.8,7.55,0.0,373.0,v2,v3,1.0,v2,v1,1.0,6018.0,v2,v1,v5,v2,v3,0
1.0,2.0,v6,v4,0.31,v1,1.0,3.0,v1,0.0,31626.0,v1,v1,v3,v5,0.52,440.0,33.5,v2,50.0,77.4,0.833,280.0,0.0,v2,0.0,322.0,0.0,0.936,664.0,v2,0.594,660.0,v1,5393.0,0.698,v4,v4,v1,v1,3.0,6343.0,4.0,v4,7.44,0.0,v2,v2,v5,2.0,v3,0.0,4.8,1.0,v4,v1,v3,v2,54540.0,5888.0,48.5,1.0,61.4,v3,1.0,v2,18485.0,v5,v1,7.07,0.0,6584.0,0.56,4878.0,0.0,79.0,79.1,0.0,v5,0.0,v3,6.48,v3,v2,44.4,7.98,3.0,412.0,v6,v3,1.0,v2,v2,0.0,5115.0,v3,v1,v3,v1,v4,1
0.0,3.0,v4,v2,0.41,v3,1.0,1.0,v3,0.0,38811.0,v2,v2,v4,v1,0.37,348.0,37.2,v1,49.0,81.0,0.934,278.0,3.0,v3,1.0,297.0,3.0,0.913,827.0,v1,0.62,646.0,v6,6613.0,0.451,v5,v3,v1,v1,1.0,6198.0,0.0,v2,7.31,2.0,v3,v2,v2,0.0,v1,3.0,6.92,0.0,v3,v1,v1,v1,54431.0,5834.0,48.4,1.0,30.4,v4,0.0,v2,15099.0,v3,v2,7.05,2.0,6858.0,0.34,2480.0,2.0,85.0,81.1,5.0,v2,0.0,v3,3.66,v2,v2,45.4,7.76,1.0,672.0,v1,v3,0.0,v2,v1,0.0,5862.0,v3,v3,v5,v2,v2,0
1.0,4.0,v3,v3,0.04,v2,1.0,1.0,v3,2.0,37781.0,v3,v2,v3,v2,0.5,285.0,33.7,v1,27.0,76.4,0.905,270.0,1.0,v2,0.0,378.0,4.0,0.91,855.0,v1,0.577,648.0,v5,5188.0,0.499,v1,v2,v2,v1,0.0,5902.0,1.0,v1,8.55,3.0,v1,v2,v5,0.0,v2,3.0,3.88,0.0,v4,v2,v2,v2,52931.0,6331.0,18.2,1.0,60.6,v3,2.0,v1,14964.0,v4,v4,6.71,1.0,6361.0,0.71,3145.0,0.0,75.0,83.2,0.0,v3,0.0,v2,6.37,v2,v2,44.4,4.31,3.0,444.0,v5,v3,2.0,v1,v1,0.0,5640.0,v2,v1,v4,v2,v5,0
1.0,1.0,v6,v2,0.32,v1,0.0,1.0,v2,1.0,35740.0,v3,v2,v4,v3,0.41,801.0,26.3,v2,45.0,79.1,0.952,261.0,2.0,v1,1.0,430.0,0.0,0.937,789.0,v1,0.634,626.0,v1,3998.0,0.182,v4,v4,v3,v1,1.0,5665.0,3.0,v3,7.78,3.0,v4,v2,v6,0.0,v1,2.0,4.81,1.0,v5,v3,v1,v1,69206.0,6354.0,85.6,1.0,56.2,v3,0.0,v1,18951.0,v5,v1,6.71,2.0,6554.0,0.46,2708.0,1.0,69.0,83.9,0.0,v3,0.0,v3,5.41,v3,v1,45.9,7.51,2.0,416.0,v5,v1,0.0,v1,v1,1.0,5539.0,v2,v1,v2,v1,v1,1
1.0,1.0,v1,v4,0.44,v1,1.0,0.0,v2,3.0,71934.0,v1,v1,v4,v5,0.18,767.0,37.1,v1,31.0,69.1,0.872,286.0,4.0,v4,0.0,351.0,2.0,0.941,561.0,v1,0.463,598.0,v2,5199.0,0.928,v3,v4,v4,v2,3.0,5775.0,3.0,v3,8.36,0.0,v1,v2,v5,0.0,v5,2.0,6.94,0.0,v4,v2,v1,v2,45361.0,5708.0,15.4,0.0,35.4,v4,2.0,v1,14448.0,v1,v2,5.58,1.0,6582.0,0.24,4368.0,2.0,68.0,80.3,1.0,v4,1.0,v1,3.58,v2,v2,62.2,4.62,3.0,385.0,v4,v1,0.0,v2,v1,0.0,5191.0,v2,v1,v6,v2,v2,0
0.0,1.0,v3,v1,0.13,v2,0.0,3.0,v4,0.0,35327.0,v2,v2,v4,v4,0.15,816.0,37.1,v2,33.0,74.4,0.955,249.0,3.0,v2,1.0,294.0,0.0,0.921,547.0,v2,0.451,602.0,v3,5329.0,0.178,v3,v4,v4,v1,3.0,7387.0,4.0,v3,7.45,1.0,v1,v1,v2,0.0,v1,3.0,7.13,1.0,v5,v2,v2,v2,41334.0,5728.0,43.0,0.0,30.5,v5,0.0,v1,19148.0,v3,v3,6.94,1.0,6919.0,0.55,2959.0,0.0,66.0,81.0,3.0,v3,0.0,v1,5.44,v3,v1,44.7,7.94,2.0,566.0,v3,v2,0.0,v2,v1,0.0,5782.0,v1,v1,v2,v1,v5,0
1.0,2.0,v3,v3,0.27,v2,0.0,1.0,v4,3.0,54549.0,v1,v2,v4,v4,0.39,723.0,29.9,v1,38.0,77.5,0.923,214.0,0.0,v1,0.0,430.0,3.0,0.942,878.0,v1,0.6,646.0,v3,4322.0,0.433,v3,v1,v4,v2,2.0,5821.0,0.0,v4,7.71,3.0,v4,v2,v5,2.0,v5,0.0,6.96,0.0,v3,v2,v3,v2,68217.0,5732.0,50.5,1.0,46.2,v4,2.0,v1,20376.0,v3,v2,5.57,3.0,6882.0,0.42,2261.0,2.0,92.0,81.7,0.0,v2,0.0,v3,6.34,v2,v1,46.8,7.9,2.0,394.0,v2,v1,2.0,v1,v1,0.0,5621.0,v1,v1,v1,v1,v5,1
0.0,4.0,v2,v3,0.23,v1,1.0,1.0,v1,2.0,35197.0,v3,v1,v2,v3,0.57,663.0,37.2,v1,42.0,81.1,0.951,194.0,3.0,v2,1.0,362.0,0.0,0.943,546.0,v1,0.624,594.0,v1,6650.0,0.403,v1,v4,v4,v1,3.0,6030.0,2.0,v1,8.72,0.0,v3,v1,v1,2.0,v4,1.0,3.91,0.0,v5,v1,v2,v2,41867.0,5695.0,21.5,1.0,60.9,v4,2.0,v2,16090.0,v4,v4,6.66,1.0,6866.0,0.35,7861.0,2.0,76.0,79.5,3.0,v5,1.0,v4,4.59,v2,v2,45.2,5.82,2.0,903.0,v4,v3,2.0,v2,v2,1.0,5424.0,v3,v2,v1,v2,v2,0
0.0,4.0,v4,v4,0.47,v3,1.0,2.0,v3,3.0,36892.0,v2,v2,v2,v5,0.5,865.0,32.8,v1,59.0,73.8,0.932,274.0,4.0,v1,0.0,390.0,2.0,0.932,711.0,v1,0.661,596.0,v3,4028.0,0.711,v1,v4,v2,v1,2.0,7105.0,4.0,v2,8.11,2.0,v6,v3,v3,1.0,v2,0.0,5.14,1.0,v5,v5,v1,v3,52597.0,6340.0,45.6,1.0,30.6,v3,1.0,v1,15390.0,v3,v3,5.57,0.0,6116.0,0.15,2967.0,1.0,71.0,79.4,0.0,v2,1.0,v1,4.06,v1,v1,43.6,7.57,2.0,378.0,v5,v3,1.0,v1,v1,1.0,6045.0,v3,v1,v2,v1,v1,1
0.0,2.0,v5,v3,0.35,v3,1.0,1.0,v3,1.0,80848.0,v1,v2,v3,v4,0.17,886.0,36.7,v2,42.0,81.4,0.932,272.0,0.0,v3,1.0,362.0,4.0,0.91,646.0,v1,0.606,595.0,v1,6770.0,0.497,v5,v2,v2,v1,1.0,6268.0,3.0,v4,7.76,3.0,v3,v2,v2,0.0,v2,1.0,5.45,1.0,v4,v5,v3,v2,45969.0,6308.0,70.6,1.0,30.0,v5,1.0,v1,23010.0,v4,v3,5.57,1.0,6826.0,0.52,2546.0,2.0,69.0,81.1,2.0,v5,1.0,v4,5.87,v3,v2,46.5,3.82,3.0,418.0,v1,v1,1.0,v2,v1,1.0,5765.0,v2,v1,v5,v1,v1,0
0.0,2.0,v1,v1,0.21,v1,0.0,3.0,v4,3.0,72042.0,v3,v2,v2,v6,0.09,541.0,33.5,v1,59.0,69.4,0.823,235.0,2.0,v2,0.0,293.0,2.0,0.914,682.0,v2,0.657,652.0,v4,5086.0,0.87,v4,v1,v1,v2,2.0,6983.0,4.0,v4,7.95,3.0,v5,v3,v6,2.0,v4,1.0,6.71,1.0,v1,v1,v1,v1,50672.0,6964.0,55.4,0.0,34.3,v3,2.0,v1,19804.0,v1,v4,6.94,2.0,7293.0,0.66,3212.0,2.0,74.0,80.0,4.0,v4,1.0,v1,4.44,v3,v2,45.0,6.64,0.0,700.0,v5,v2,0.0,v1,v2,0.0,5049.0,v1,v1,v4,v2,v2,0
0.0,1.0,v5,v4,0.44,v1,0.0,1.0,v3,3.0,72099.0,v2,v2,v2,v6,0.28,875.0,29.5,v2,57.0,75.6,0.899,218.0,4.0,v1,1.0,472.0,3.0,0.943,754.0,v1,0.616,598.0,v5,5301.0,0.398,v2,v4,v1,v2,1.0,6394.0,2.0,v4,7.65,1.0,v6,v3,v4,0.0,v4,2.0,5.03,0.0,v5,v1,v2,v1,58810.0,6380.0,41.8,1.0,30.8,v1,1.0,v2,13166.0,v1,v1,6.7,3.0,6587.0,0.55,7128.0,1.0,71.0,83.1,5.0,v2,0.0,v2,5.42,v1,v1,49.2,4.52,2.0,421.0,v4,v1,2.0,v1,v1,1.0,5318.0,v4,v2,v5,v1,v4,1
0.0,2.0,v5,v3,0.48,v1,0.0,3.0,v4,1.0,71918.0,v2,v1,v5,v2,0.41,899.0,29.8,v2,52.0,76.1,0.959,188.0,0.0,v3,1.0,479.0,3.0,0.918,583.0,v2,0.598,622.0,v6,5824.0,0.91,v2,v3,v2,v1,2.0,5486.0,3.0,v4,7.96,2.0,v3,v2,v6,0.0,v5,2.0,4.95,1.0,v1,v1,v3,v2,51424.0,5764.0,45.2,1.0,57.5,v3,0.0,v2,16902.0,v4,v3,6.76,2.0,6985.0,0.67,3165.0,0.0,80.0,80.4,3.0,v2,1.0,v1,6.47,v1,v2,46.4,7.4,1.0,470.0,v6,v3,2.0,v1,v2,1.0,5938.0,v3,v1,v4,v1,v3,1
1.0,1.0,v2,v2,0.12,v1,0.0,0.0,v1,3.0,60909.0,v3,v2,v5,v6,0.22,282.0,37.2,v2,47.0,82.4,0.814,283.0,3.0,v4,0.0,484.0,1.0,0.937,881.0,v2,0.641,604.0,v3,5092.0,0.161,v1,v3,v2,v2,0.0,6699.0,2.0,v5,8.39,3.0,v4,v2,v6,2.0,v4,0.0,6.09,1.0,v4,v1,v1,v2,54460.0,6302.0,36.1,1.0,31.2,v1,2.0,v1,22051.0,v2,v4,6.39,0.0,6860.0,0.68,2805.0,1.0,84.0,84.4,5.0,v2,0.0,v2,3.64,v1,v2,44.7,4.53,2.0,471.0,v6,v2,1.0,v1,v2,1.0,5175.0,v2,v3,v1,v2,v3,0
1.0,3.0,v5,v1,0.48,v3,1.0,1.0,v4,2.0,47002.0,v1,v1,v5,v3,0.37,825.0,35.1,v1,43.0,72.8,0.951,273.0,4.0,v1,1.0,447.0,4.0,0.927,877.0,v1,0.514,654.0,v5,3998.0,0.465,v5,v2,v5,v2,1.0,6211.0,4.0,v2,8.32,3.0,v5,v2,v1,1.0,v4,1.0,4.83,1.0,v3,v2,v2,v3,53668.0,6289.0,23.4,1.0,31.0,v4,0.0,v1,19655.0,v1,v4,6.59,1.0,6907.0,0.61,6715.0,1.0,81.0,79.0,5.0,v2,1.0,v3,6.39,v3,v2,56.6,4.63,0.0,455.0,v5,v3,1.0,v1,v1,0.0,5748.0,v1,v1,v1,v1,v4,0
1.0,0.0,v5,v1,0.21,v1,1.0,3.0,v2,2.0,45256.0,v1,v1,v1,v3,0.19,656.0,35.1,v2,51.0,75.6,0.939,256.0,2.0,v4,0.0,450.0,1.0,0.934,718.0,v1,0.599,651.0,v3,3974.0,0.148,v4,v2,v1,v1,2.0,6263.0,1.0,v1,7.8,3.0,v2,v2,v1,1.0,v4,2.0,4.98,0.0,v3,v5,v2,v2,51692.0,6148.0,45.4,1.0,31.2,v4,1.0,v1,15535.0,v4,v1,5.57,3.0,6868.0,0.2,2398.0,1.0,88.0,79.1,2.0,v4,0.0,v3,6.04,v2,v2,47.1,3.96,0.0,444.0,v6,v2,2.0,v1,v2,0.0,5915.0,v1,v3,v4,v2,v3,0
1.0,1.0,v1,v2,0.21,v1,1.0,0.0,v1,1.0,96792.0,v3,v2,v1,v4,0.28,679.0,33.4,v2,57.0,83.8,0.933,286.0,0.0,v4,1.0,429.0,3.0,0.909,683.0,v1,0.45,648.0,v6,4039.0,0.177,v5,v4,v1,v2,2.0,5461.0,2.0,v2,7.83,3.0,v1,v2,v5,2.0,v3,1.0,6.92,0.0,v3,v1,v3,v1,56024.0,6243.0,30.5,1.0,53.2,v3,2.0,v1,21011.0,v4,v4,6.96,3.0,7032.0,0.15,2870.0,2.0,64.0,81.8,3.0,v3,0.0,v1,4.07,v1,v1,44.0,7.64,1.0,472.0,v5,v2,1.0,v1,v2,1.0,5096.0,v3,v2,v5,v1,v2,0
0.0,0.0,v6,v4,0.38,v1,0.0,1.0,v1,3.0,35119.0,v2,v1,v3,v5,0.48,754.0,34.8,v1,56.0,71.8,0.807,268.0,0.0,v3,0.0,431.0,0.0,0.933,553.0,v1,0.542,627.0,v1,5208.0,0.154,v2,v4,v5,v1,0.0,6301.0,4.0,v2,8.13,2.0,v2,v1,v5,2.0,v3,2.0,4.87,0.0,v4,v5,v2,v3,54655.0,6337.0,48.2,0.0,60.5,v4,1.0,v1,21334.0,v4,v4,6.61,2.0,6869.0,0.25,2602.0,0.0,72.0,79.6,0.0,v3,0.0,v4,3.55,v3,v2,49.9,4.54,2.0,428.0,v5,v1,1.0,v1,v2,0.0,5585.0,v5,v1,v4,v1,v4,1
1.0,2.0,v2,v2,0.04,v1,1.0,2.0,v4,3.0,32197.0,v1,v1,v1,v3,0.18,885.0,33.3,v2,30.0,67.5,0.905,224.0,2.0,v2,0.0,429.0,1.0,0.94,723.0,v1,0.632,597.0,v6,5307.0,0.178,v1,v4,v5,v1,1.0,6401.0,2.0,v3,7.75,2.0,v1,v2,v2,1.0,v4,3.0,7.09,1.0,v5,v1,v3,v3,50768.0,6369.0,45.5,1.0,60.0,v5,1.0,v1,19962.0,v1,v1,7.42,1.0,6725.0,0.73,3081.0,2.0,86.0,80.5,3.0,v1,1.0,v4,5.43,v2,v1,46.6,4.49,2.0,696.0,v1,v2,0.0,v2,v1,1.0,6173.0,v1,v3,v1,v2,v1,0
