V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,class
3.17,52852.0,13.9,0.58,70888.0,0.315,79.7,56.0,4.7,5.7,50.3,v1,0.864,89.5,4834.0,809.0,0.703,4.72,0.14,701.0,27.2,0.45,2.04,84.5,7.81,0.153,0.33,0.89,9.08,0.24,v1,52.0,0.55,72.3,59.2,0.45,19720.0,6.22,0.77,v1,0
3.52,50031.0,39.6,1.06,22273.0,0.323,81.9,67.0,4.61,3.6,51.5,v1,0.848,75.3,5565.0,741.0,0.245,3.45,0.3,603.0,23.9,0.31,1.75,95.5,7.18,0.39,0.511,0.93,9.1,0.21,v2,50.2,0.37,72.2,71.7,0.49,77537.0,7.95,0.684,v1,0
2.25,54834.0,51.2,1.83,34614.0,0.466,77.4,78.0,4.54,8.3,53.9,v1,0.648,95.0,5314.0,809.0,0.235,6.08,0.45,236.0,24.8,0.27,4.12,86.1,6.69,0.563,0.415,0.66,9.08,0.55,v2,60.2,0.37,60.1,61.9,0.23,16245.0,8.01,0.718,v2,1
2.77,54079.0,30.7,2.37,88023.0,0.148,74.3,93.0,4.56,9.5,53.0,v1,0.672,53.8,4615.0,800.0,0.25,3.35,0.66,744.0,31.4,0.26,3.56,80.4,6.94,0.193,0.601,0.91,9.62,0.25,v2,58.6,0.42,18.1,56.9,0.48,19844.0,6.59,0.802,v1,1
3.85,46574.0,14.0,2.12,95403.0,0.167,73.1,83.0,4.57,4.5,50.2,v2,0.696,87.5,4149.0,761.0,0.85,4.64,0.29,606.0,24.2,0.41,2.8,84.9,8.59,0.18,0.557,0.92,9.07,0.32,v2,49.9,0.48,24.4,58.7,0.32,17791.0,7.34,0.738,v3,0
3.24,53291.0,37.2,0.94,23059.0,0.156,76.5,68.0,4.43,7.4,53.0,v2,0.81,93.4,7349.0,746.0,0.233,4.27,0.67,621.0,24.2,0.45,1.2,95.1,6.88,0.746,0.606,0.88,9.21,0.62,v1,50.8,0.42,68.1,67.8,0.74,58303.0,7.0,0.814,v1,1
3.28,48625.0,37.6,3.06,90615.0,0.154,73.4,55.0,4.69,7.9,50.6,v2,0.505,84.0,6989.0,799.0,0.654,4.74,0.72,621.0,24.6,0.4,0.69,84.2,7.0,0.897,0.607,0.75,9.06,0.62,v2,61.3,0.58,62.0,65.9,0.85,39980.0,7.29,0.772,v1,0
2.68,46563.0,44.2,1.92,50555.0,0.498,72.9,59.0,4.46,8.5,52.0,v2,0.683,91.5,7184.0,760.0,0.595,3.26,0.15,595.0,24.2,0.22,1.38,86.9,7.49,0.158,0.508,0.76,9.34,0.62,v1,48.4,0.38,18.0,58.7,0.32,54163.0,7.17,0.751,v1,1
1.51,47327.0,33.2,2.11,36621.0,0.315,78.2,94.0,4.62,6.9,52.9,v2,0.688,56.9,7081.0,809.0,0.24,4.47,0.58,237.0,32.7,0.28,3.1,69.7,7.15,0.78,0.587,0.51,9.52,0.62,v2,48.9,0.37,33.7,64.5,0.33,51989.0,6.57,0.775,v2,0
3.21,55683.0,34.3,2.1,34506.0,0.497,77.6,94.0,4.69,8.6,54.4,v1,0.689,40.1,7172.0,777.0,0.37,4.33,0.14,812.0,31.9,0.45,1.22,80.9,7.11,0.847,0.384,0.92,9.61,0.27,v2,56.5,0.49,55.6,62.4,0.81,24918.0,6.54,0.721,v3,0
2.91,55212.0,43.3,2.1,22035.0,0.258,79.4,93.0,4.64,7.4,54.5,v1,0.659,78.6,6640.0,809.0,0.646,3.63,0.64,737.0,31.2,0.26,3.79,79.2,7.06,0.229,0.624,0.5,9.05,0.21,v2,48.7,0.43,65.4,72.1,0.3,33484.0,6.49,0.693,v2,0
3.86,54306.0,28.0,3.23,57712.0,0.146,77.8,70.0,4.37,3.5,51.0,v2,0.621,82.3,6269.0,758.0,0.784,3.48,0.43,504.0,34.5,0.23,0.76,81.5,6.99,0.493,0.471,0.97,9.3,0.62,v2,48.7,0.38,73.1,55.3,0.79,65379.0,7.45,0.763,v3,1
2.38,51527.0,51.0,1.46,23918.0,0.494,79.3,93.0,4.24,8.4,52.9,v1,0.691,82.4,5524.0,761.0,0.247,6.09,0.55,289.0,33.8,0.28,3.09,92.8,6.88,0.283,0.549,0.64,9.12,0.45,v1,54.0,0.44,18.4,64.7,0.5,24248.0,7.99,0.711,v3,0
3.7,55018.0,34.0,2.68,57778.0,0.328,77.7,93.0,4.63,4.9,51.5,v2,0.823,76.3,5698.0,743.0,0.638,4.08,0.45,598.0,24.4,0.2,1.49,98.0,7.62,0.159,0.382,0.87,9.33,0.28,v1,54.3,0.45,24.7,64.3,0.42,26217.0,6.89,0.763,v2,0
3.04,54517.0,27.5,3.19,34872.0,0.415,79.0,94.0,4.5,8.8,51.2,v1,0.624,89.5,5668.0,808.0,0.602,6.04,0.17,812.0,30.5,0.23,2.25,91.7,7.15,0.628,0.332,0.98,9.24,0.29,v2,52.6,0.37,21.5,55.7,0.5,20656.0,7.75,0.767,v2,1
2.06,46170.0,40.0,1.86,42947.0,0.264,78.5,62.0,4.61,4.7,50.2,v1,0.686,78.6,5177.0,805.0,0.713,3.97,0.59,610.0,33.3,0.15,3.38,67.0,7.06,0.135,0.356,0.93,9.05,0.47,v2,59.6,0.38,29.4,70.2,0.56,58107.0,6.36,0.819,v3,0
1.3,49572.0,28.5,2.19,33285.0,0.316,77.3,94.0,4.67,6.1,50.2,v1,0.67,51.0,6577.0,746.0,0.249,6.23,0.72,781.0,24.4,0.25,0.9,87.6,7.03,0.806,0.399,0.42,9.31,0.23,v1,62.1,0.47,78.2,56.2,0.25,58869.0,7.93,0.85,v1,0
2.19,46813.0,39.9,1.48,22655.0,0.315,74.4,63.0,4.36,5.4,55.0,v2,0.591,77.8,7481.0,759.0,0.66,6.06,0.52,418.0,24.0,0.47,2.86,91.5,8.25,0.233,0.623,0.58,9.12,0.26,v2,59.5,0.41,31.3,67.0,0.18,56176.0,7.57,0.746,v1,1
1.24,54402.0,51.3,1.62,30089.0,0.163,78.4,72.0,4.56,9.5,50.6,v1,0.655,98.5,5457.0,807.0,0.612,3.68,0.68,822.0,28.8,0.19,3.28,78.6,7.09,0.338,0.615,0.72,8.21,0.45,v2,61.9,0.62,46.8,67.3,0.26,20865.0,8.33,0.789,v1,0
3.67,50554.0,25.2,0.64,19157.0,0.382,76.0,86.0,4.46,7.8,52.5,v1,0.59,46.1,6406.0,801.0,0.616,6.04,0.47,521.0,29.2,0.15,3.78,81.6,7.24,0.185,0.466,0.85,9.11,0.41,v1,47.2,0.61,20.1,64.3,0.86,44302.0,6.6,0.727,v2,1
3.67,46003.0,44.4,1.96,89430.0,0.33,79.1,65.0,4.7,3.9,52.5,v1,0.615,84.0,7057.0,763.0,0.253,4.75,0.13,543.0,26.4,0.46,3.38,84.6,6.97,0.194,0.335,0.95,9.06,0.38,v2,59.3,0.5,28.7,71.0,0.28,20538.0,6.28,0.715,v3,0
1.33,53775.0,16.2,0.7,22685.0,0.321,83.6,76.0,4.44,4.6,51.5,v1,0.645,84.7,5560.0,810.0,0.285,6.36,0.49,603.0,34.1,0.3,1.89,92.7,7.65,0.291,0.623,0.78,9.08,0.61,v2,56.7,0.38,51.1,62.1,0.74,81061.0,6.58,0.739,v2,1
2.47,53377.0,50.0,1.84,95399.0,0.497,84.7,93.0,4.61,9.4,50.2,v1,0.612,87.4,5572.0,760.0,0.579,5.9,0.73,651.0,31.2,0.28,1.16,77.2,8.25,0.204,0.331,0.52,9.11,0.42,v2,61.3,0.43,74.3,71.2,0.76,55077.0,6.59,0.737,v2,1
2.44,53654.0,14.8,0.41,21850.0,0.168,72.8,80.0,4.6,3.4,54.8,v1,0.654,75.4,6363.0,795.0,0.428,5.9,0.16,822.0,27.6,0.17,2.87,97.7,7.05,0.106,0.618,0.76,9.27,0.26,v1,62.1,0.45,33.7,70.5,0.88,15896.0,6.59,0.828,v1,0
3.83,54088.0,42.2,1.87,78480.0,0.195,78.1,86.0,4.33,7.1,55.3,v1,0.863,88.5,4690.0,764.0,0.248,6.04,0.4,599.0,24.5,0.43,3.2,86.6,6.86,0.84,0.623,0.67,9.75,0.32,v1,62.1,0.38,59.8,69.6,0.58,84176.0,8.3,0.835,v2,0
2.9,53181.0,40.6,1.92,55052.0,0.443,73.1,94.0,4.65,4.0,50.5,v2,0.793,76.6,7061.0,794.0,0.282,4.33,0.27,230.0,29.8,0.27,1.44,92.8,6.93,0.589,0.407,0.48,9.12,0.6,v1,55.2,0.39,59.4,63.6,0.64,45067.0,7.45,0.785,v1,0
2.15,55436.0,48.9,1.83,24431.0,0.17,77.9,91.0,4.58,8.2,50.5,v2,0.682,85.7,4225.0,762.0,0.423,3.11,0.71,812.0,30.0,0.47,1.32,78.7,7.46,0.134,0.599,0.95,9.09,0.26,v1,61.2,0.43,24.4,66.2,0.41,20913.0,7.51,0.699,v1,0
2.98,53988.0,39.6,2.05,59872.0,0.163,77.5,78.0,4.67,4.1,52.8,v2,0.696,75.4,6162.0,808.0,0.445,4.57,0.61,655.0,30.2,0.16,3.71,69.6,7.24,0.739,0.619,0.71,8.63,0.59,v2,49.4,0.61,19.3,72.6,0.65,57185.0,7.14,0.746,v3,1
3.72,54562.0,12.7,2.08,53231.0,0.315,79.5,94.0,4.67,3.8,51.0,v2,0.689,78.6,6021.0,764.0,0.466,5.75,0.56,553.0,31.2,0.39,1.9,79.2,7.03,0.193,0.484,0.96,9.03,0.21,v2,49.9,0.44,58.6,69.8,0.49,56462.0,7.62,0.753,v3,0
3.39,49953.0,30.9,1.14,52253.0,0.315,73.7,60.0,4.62,7.8,52.0,v1,0.689,76.1,6569.0,747.0,0.236,6.31,0.68,602.0,30.9,0.37,2.94,85.7,8.27,0.186,0.619,0.79,9.72,0.62,v2,52.5,0.58,83.3,64.5,0.5,42040.0,6.57,0.77,v3,1
2.55,47148.0,30.9,1.9,25959.0,0.248,78.4,93.0,4.6,9.3,52.0,v2,0.663,98.5,6889.0,745.0,0.439,5.18,0.6,284.0,25.9,0.29,2.41,81.2,6.75,0.147,0.461,0.68,9.11,0.41,v2,61.8,0.35,71.9,59.1,0.72,65690.0,6.58,0.842,v3,0
3.53,53961.0,41.1,0.51,95567.0,0.495,72.2,88.0,4.3,7.1,50.6,v1,0.691,79.0,4249.0,805.0,0.242,6.27,0.56,703.0,31.3,0.18,3.52,80.4,7.0,0.235,0.625,0.95,9.1,0.23,v2,51.5,0.45,21.1,68.0,0.89,87258.0,6.6,0.826,v1,0
3.78,46553.0,51.4,1.83,93717.0,0.315,72.0,93.0,4.59,7.6,50.2,v1,0.827,88.2,6422.0,745.0,0.636,6.04,0.64,467.0,29.2,0.22,1.59,86.7,8.15,0.459,0.34,0.92,9.03,0.21,v2,62.2,0.61,60.2,55.3,0.82,44622.0,6.59,0.85,v3,0
3.39,46288.0,51.3,1.22,78102.0,0.165,77.7,57.0,4.59,5.4,52.0,v1,0.656,93.7,4692.0,797.0,0.829,6.07,0.43,312.0,27.0,0.3,1.07,87.2,8.33,0.124,0.623,0.85,9.29,0.32,v2,60.0,0.43,35.2,63.9,0.86,17689.0,6.38,0.754,v3,0
3.41,56320.0,43.6,1.9,24202.0,0.212,75.9,59.0,4.25,5.6,55.3,v2,0.821,85.6,4854.0,764.0,0.601,4.88,0.36,741.0,29.1,0.17,3.32,78.7,7.24,0.877,0.527,0.55,9.77,0.62,v1,59.3,0.47,22.4,71.3,0.23,40956.0,8.22,0.715,v2,0
3.56,46099.0,51.1,1.83,21912.0,0.151,73.4,61.0,4.67,7.7,50.6,v1,0.674,97.6,7160.0,751.0,0.421,5.13,0.48,329.0,32.8,0.27,1.28,76.9,7.14,0.737,0.596,0.87,9.12,0.49,v1,61.9,0.36,21.9,57.7,0.77,14383.0,6.6,0.69,v3,0
2.79,54902.0,51.0,2.6,22456.0,0.316,75.2,54.0,4.63,8.5,50.2,v1,0.863,76.4,6990.0,785.0,0.452,3.96,0.43,537.0,29.1,0.47,1.7,71.4,7.52,0.811,0.617,0.96,9.16,0.31,v1,50.1,0.55,59.4,62.9,0.87,57785.0,7.01,0.706,v1,0
3.54,55281.0,15.0,3.32,24250.0,0.496,71.7,72.0,4.63,6.9,50.2,v1,0.755,99.2,4143.0,745.0,0.526,4.59,0.13,509.0,31.5,0.16,0.85,70.0,7.04,0.584,0.339,0.55,9.85,0.62,v2,60.2,0.44,24.6,57.5,0.51,31170.0,7.4,0.692,v3,0
3.42,53262.0,40.0,1.85,60249.0,0.15,82.0,70.0,4.68,4.4,52.0,v1,0.584,57.2,5048.0,807.0,0.25,3.48,0.55,610.0,26.4,0.45,1.0,87.4,7.82,0.221,0.622,0.45,9.06,0.25,v1,54.2,0.36,29.0,71.2,0.55,54951.0,6.58,0.735,v3,0
1.77,54410.0,29.2,1.84,23487.0,0.316,78.6,72.0,4.25,7.0,50.3,v2,0.863,62.6,7422.0,773.0,0.642,5.49,0.69,408.0,25.4,0.45,3.81,66.9,6.82,0.225,0.457,0.92,9.75,0.61,v2,61.1,0.39,46.1,70.3,0.55,30336.0,7.25,0.804,v3,1
1.67,56580.0,47.0,2.18,35581.0,0.149,73.7,87.0,4.44,6.7,52.4,v2,0.635,84.4,5944.0,745.0,0.642,6.07,0.45,811.0,27.9,0.41,2.29,95.6,6.75,0.158,0.331,0.85,9.52,0.38,v1,53.4,0.34,20.8,72.8,0.2,86699.0,7.32,0.781,v3,0
3.68,55359.0,29.0,1.83,58718.0,0.497,77.6,90.0,4.33,8.3,50.2,v1,0.864,78.9,7245.0,807.0,0.717,4.71,0.73,741.0,31.6,0.47,4.01,97.1,6.93,0.228,0.626,0.75,9.34,0.29,v2,58.7,0.45,88.8,59.4,0.5,15773.0,7.55,0.686,v3,0
2.67,48765.0,23.1,2.37,50713.0,0.168,77.3,53.0,4.69,9.5,52.7,v2,0.794,98.3,4639.0,803.0,0.576,3.98,0.43,602.0,32.9,0.47,2.06,99.2,8.31,0.151,0.371,0.96,9.03,0.61,v1,51.5,0.41,72.8,61.9,0.69,75678.0,6.2,0.755,v3,0
3.72,52911.0,38.3,1.84,57861.0,0.316,78.5,69.0,4.35,6.7,52.2,v1,0.646,36.2,7238.0,760.0,0.323,4.94,0.57,797.0,30.0,0.26,2.51,80.0,7.53,0.595,0.349,0.87,9.54,0.21,v1,51.8,0.45,36.0,66.0,0.71,72085.0,7.89,0.749,v1,0
2.83,53280.0,34.8,2.08,79630.0,0.166,79.2,69.0,4.47,7.1,52.2,v2,0.664,81.7,6305.0,761.0,0.248,5.49,0.51,276.0,31.8,0.3,2.89,78.9,7.21,0.44,0.447,0.64,9.38,0.62,v1,59.3,0.41,76.9,72.9,0.36,53485.0,8.5,0.712,v1,0
3.44,56133.0,39.9,3.09,58754.0,0.161,71.6,71.0,4.69,9.0,51.1,v1,0.689,95.1,5347.0,791.0,0.61,5.31,0.16,310.0,26.1,0.16,1.85,72.9,6.95,0.219,0.561,0.77,9.36,0.26,v1,59.0,0.63,19.4,56.6,0.48,26309.0,6.39,0.756,v2,0
2.37,55917.0,18.1,2.27,85549.0,0.235,73.0,87.0,4.48,7.4,50.9,v2,0.692,79.9,4932.0,740.0,0.624,5.81,0.63,465.0,26.2,0.39,3.23,94.8,7.0,0.804,0.619,0.68,8.63,0.25,v2,57.9,0.46,21.8,57.8,0.22,45891.0,7.26,0.787,v2,0
3.36,47205.0,46.3,1.83,60001.0,0.322,73.4,78.0,4.65,9.4,51.3,v1,0.666,87.2,6670.0,760.0,0.641,6.06,0.15,809.0,23.9,0.45,1.85,92.1,8.05,0.42,0.478,0.85,9.14,0.28,v2,60.1,0.53,17.9,60.3,0.89,20647.0,6.67,0.717,v3,0
3.39,53223.0,51.1,1.55,54463.0,0.315,74.4,90.0,4.61,7.5,54.6,v1,0.659,92.7,5640.0,798.0,0.65,5.99,0.38,421.0,24.0,0.31,2.79,83.4,6.7,0.234,0.327,0.64,9.1,0.24,v1,57.0,0.52,20.5,62.1,0.76,56504.0,6.58,0.682,v1,0
2.96,46840.0,51.2,2.35,91477.0,0.314,78.8,61.0,4.35,9.4,51.0,v1,0.658,42.2,5283.0,744.0,0.424,6.17,0.61,297.0,26.5,0.25,1.5,74.3,8.06,0.373,0.504,0.73,9.08,0.3,v2,58.3,0.44,74.3,57.4,0.62,71734.0,7.2,0.696,v3,0
3.41,50438.0,40.7,1.84,54297.0,0.495,84.4,67.0,4.62,3.7,50.3,v1,0.676,85.3,6637.0,760.0,0.628,5.92,0.68,575.0,26.2,0.15,3.41,92.6,8.17,0.727,0.419,0.98,9.56,0.23,v1,57.3,0.55,70.2,55.1,0.36,53835.0,7.11,0.721,v2,1
2.44,55070.0,38.7,0.36,83573.0,0.171,72.3,57.0,4.32,4.9,51.2,v1,0.648,82.1,7236.0,806.0,0.363,4.18,0.63,347.0,24.1,0.47,1.36,88.4,6.96,0.104,0.623,0.67,8.3,0.21,v2,53.5,0.62,67.1,71.5,0.39,21340.0,7.5,0.742,v2,1
3.67,54165.0,27.1,2.98,24410.0,0.291,77.5,79.0,4.63,3.4,54.4,v2,0.67,72.3,7206.0,763.0,0.646,5.66,0.51,258.0,28.3,0.24,0.42,91.1,8.6,0.576,0.6,0.94,9.65,0.32,v2,57.2,0.4,59.5,58.9,0.39,20356.0,6.87,0.772,v3,1
2.62,54972.0,27.2,0.3,56651.0,0.495,73.7,70.0,4.69,6.7,50.2,v1,0.628,95.4,6896.0,805.0,0.645,6.22,0.5,643.0,29.6,0.29,1.39,86.7,6.75,0.193,0.373,0.86,9.05,0.45,v2,58.7,0.4,65.4,66.6,0.63,16466.0,6.6,0.693,v1,0
3.54,52606.0,41.8,1.83,28286.0,0.169,71.9,93.0,4.26,9.0,52.5,v1,0.686,66.7,4497.0,794.0,0.243,5.96,0.22,511.0,31.7,0.28,2.22,82.9,7.01,0.105,0.489,0.84,9.2,0.42,v1,52.8,0.38,59.8,63.4,0.82,79746.0,8.55,0.689,v1,1
2.8,55253.0,32.5,1.93,77209.0,0.497,76.4,93.0,4.66,8.5,52.0,v1,0.834,97.0,4312.0,761.0,0.641,4.92,0.37,530.0,31.9,0.36,1.01,84.9,6.8,0.209,0.615,0.92,9.03,0.38,v2,61.5,0.58,19.4,58.3,0.24,64247.0,6.36,0.726,v2,0
3.53,54527.0,27.7,2.22,92090.0,0.315,72.5,71.0,4.67,4.9,50.9,v1,0.695,92.5,4257.0,804.0,0.884,6.12,0.13,783.0,33.7,0.3,2.57,86.8,7.47,0.395,0.608,0.45,9.04,0.22,v2,56.6,0.55,63.9,57.2,0.74,18917.0,7.11,0.769,v2,0
3.87,53627.0,38.6,0.54,60102.0,0.314,71.6,56.0,4.59,8.7,50.7,v1,0.646,93.6,7308.0,769.0,0.255,5.98,0.58,454.0,34.2,0.32,1.9,93.4,6.73,0.099,0.465,0.74,9.03,0.46,v1,47.5,0.44,81.0,57.5,0.75,53750.0,7.23,0.723,v1,0
3.66,52909.0,19.4,3.25,22808.0,0.316,80.7,92.0,4.63,4.0,50.2,v1,0.633,84.3,5322.0,744.0,0.643,3.59,0.13,817.0,30.4,0.32,3.63,94.3,6.74,0.217,0.621,0.55,9.04,0.29,v2,56.1,0.63,27.6,56.3,0.32,53947.0,7.3,0.79,v1,0
3.72,54863.0,44.4,3.23,20632.0,0.157,77.3,87.0,4.58,5.6,53.2,v1,0.645,86.4,5123.0,772.0,0.624,5.68,0.56,691.0,34.1,0.2,3.14,79.4,6.83,0.626,0.403,0.66,9.06,0.46,v1,59.5,0.58,21.0,59.7,0.84,17938.0,6.98,0.711,v1,1
3.64,48108.0,38.7,1.96,20715.0,0.158,73.6,85.0,4.68,6.2,55.7,v2,0.624,96.2,5094.0,760.0,0.446,5.85,0.72,609.0,26.2,0.18,2.67,84.6,7.32,0.103,0.365,0.89,9.17,0.43,v2,58.9,0.4,22.8,58.3,0.74,55238.0,6.27,0.765,v1,1
1.77,53602.0,27.8,2.01,58444.0,0.496,73.0,81.0,4.66,8.7,50.2,v1,0.65,95.2,7503.0,765.0,0.237,4.15,0.7,822.0,24.3,0.25,1.24,89.0,6.7,0.214,0.62,0.88,9.2,0.33,v1,60.0,0.61,62.2,71.6,0.88,68051.0,6.67,0.686,v1,0
2.59,55357.0,37.3,2.06,23504.0,0.497,73.4,94.0,4.36,4.5,50.5,v2,0.863,88.4,6598.0,795.0,0.378,6.11,0.21,341.0,24.0,0.3,2.75,80.4,6.76,0.377,0.45,0.91,9.11,0.38,v1,61.1,0.36,17.8,57.5,0.87,23999.0,7.42,0.734,v2,1
3.59,55077.0,33.2,1.9,57391.0,0.154,72.8,93.0,4.26,7.9,50.2,v1,0.676,48.8,6970.0,744.0,0.571,3.15,0.42,222.0,25.8,0.16,3.01,63.9,7.19,0.687,0.469,0.96,9.69,0.61,v1,59.9,0.59,69.4,70.3,0.84,68973.0,7.58,0.736,v3,1
1.74,56632.0,25.1,2.24,88037.0,0.495,81.0,89.0,4.42,8.2,50.2,v2,0.709,83.8,4982.0,764.0,0.295,6.0,0.58,485.0,26.3,0.43,2.52,93.9,6.7,0.528,0.345,0.49,9.88,0.21,v1,61.5,0.45,59.6,69.0,0.53,54336.0,6.66,0.769,v3,0
3.82,55404.0,12.0,1.83,19451.0,0.316,77.8,88.0,4.26,6.7,50.6,v2,0.644,88.3,5164.0,769.0,0.667,3.44,0.41,722.0,31.8,0.26,3.46,95.0,7.03,0.193,0.446,0.9,9.65,0.4,v1,54.2,0.49,68.5,72.6,0.34,56051.0,7.61,0.724,v3,1
3.86,49494.0,46.7,1.51,58042.0,0.438,73.2,94.0,4.31,4.0,54.6,v2,0.864,95.7,4211.0,763.0,0.243,6.27,0.71,293.0,26.3,0.45,0.69,79.2,8.01,0.219,0.622,0.87,9.32,0.26,v2,55.6,0.42,67.8,70.4,0.76,25142.0,7.45,0.699,v3,0
2.92,53780.0,26.3,1.99,23168.0,0.315,74.9,74.0,4.41,6.9,50.3,v2,0.593,87.8,4978.0,804.0,0.726,4.59,0.43,258.0,25.1,0.23,3.96,97.8,6.72,0.927,0.429,0.51,9.1,0.49,v2,56.5,0.42,19.2,54.7,0.89,50393.0,8.01,0.794,v1,1
2.18,53517.0,37.6,0.95,19654.0,0.315,77.8,71.0,4.57,3.7,51.0,v2,0.656,77.3,5041.0,740.0,0.766,3.15,0.4,721.0,34.4,0.46,2.27,83.5,7.06,0.494,0.393,0.43,9.11,0.39,v2,61.3,0.62,27.8,71.2,0.64,70878.0,7.61,0.747,v3,0
2.35,55804.0,38.2,0.94,33641.0,0.147,84.5,70.0,4.61,8.0,54.7,v2,0.635,89.4,7079.0,763.0,0.596,3.98,0.13,340.0,30.3,0.25,1.7,94.5,7.85,0.215,0.624,0.6,9.1,0.22,v1,61.5,0.38,70.7,68.7,0.74,15668.0,8.2,0.74,v3,1
3.69,55239.0,18.1,0.91,20472.0,0.158,79.6,93.0,4.65,9.2,50.2,v2,0.675,81.8,4599.0,766.0,0.647,4.61,0.53,603.0,26.4,0.32,2.96,93.9,8.56,0.864,0.598,0.95,9.11,0.36,v2,59.0,0.49,60.2,72.5,0.88,28347.0,6.59,0.765,v2,0
3.09,51056.0,44.4,0.4,61554.0,0.316,74.4,78.0,4.68,3.8,52.2,v1,0.864,80.4,5803.0,788.0,0.47,4.74,0.15,607.0,32.8,0.27,3.13,88.5,8.03,0.487,0.358,0.5,9.05,0.22,v2,51.1,0.5,24.0,65.8,0.63,53930.0,8.59,0.739,v2,1
3.46,49354.0,38.7,2.34,19432.0,0.167,76.4,86.0,4.24,4.6,55.2,v1,0.645,69.8,4710.0,791.0,0.65,5.78,0.72,306.0,24.2,0.41,1.8,87.5,7.12,0.2,0.326,0.97,9.58,0.48,v1,56.2,0.44,76.6,70.2,0.88,54494.0,7.13,0.716,v3,0
3.82,55314.0,30.1,1.8,21188.0,0.315,77.0,68.0,4.48,3.5,50.3,v1,0.61,95.9,5949.0,810.0,0.59,5.91,0.5,596.0,30.1,0.27,4.04,84.7,6.79,0.198,0.405,0.85,9.05,0.56,v1,58.1,0.36,59.8,66.1,0.21,55952.0,7.22,0.743,v1,1
3.88,56594.0,23.6,1.85,72841.0,0.166,78.6,86.0,4.34,3.6,50.9,v2,0.657,44.9,5196.0,760.0,0.234,6.31,0.63,815.0,29.4,0.29,3.74,94.5,7.33,0.591,0.334,0.93,9.37,0.39,v1,58.8,0.5,83.3,60.8,0.39,21400.0,7.46,0.745,v1,1
2.01,55010.0,51.2,1.98,19187.0,0.164,79.0,78.0,4.69,5.6,50.5,v2,0.634,81.2,6144.0,798.0,0.721,4.75,0.7,773.0,25.8,0.47,0.62,84.2,7.89,0.207,0.523,0.84,9.13,0.3,v1,49.4,0.48,87.4,64.4,0.85,53807.0,6.44,0.807,v3,0
3.76,54757.0,51.3,2.8,59170.0,0.166,75.7,60.0,4.3,9.2,50.2,v1,0.645,83.5,6074.0,757.0,0.553,4.28,0.58,468.0,29.8,0.29,1.4,89.0,6.72,0.174,0.622,0.48,9.04,0.55,v1,60.8,0.57,21.3,60.2,0.55,20113.0,7.46,0.822,v1,0
1.94,56686.0,39.6,3.06,21465.0,0.497,75.8,94.0,4.59,4.2,56.0,v1,0.546,74.6,5819.0,747.0,0.648,4.87,0.14,784.0,24.1,0.19,0.74,82.8,6.73,0.496,0.36,0.54,9.23,0.3,v1,58.3,0.54,46.0,57.2,0.75,53228.0,7.23,0.78,v2,1
2.23,46521.0,40.0,0.61,22330.0,0.498,79.7,65.0,4.55,7.8,52.8,v1,0.686,78.2,6658.0,748.0,0.571,5.83,0.58,817.0,34.0,0.27,3.71,93.4,7.03,0.105,0.355,0.55,9.1,0.43,v1,58.9,0.54,32.9,59.3,0.67,68764.0,7.73,0.811,v1,1
3.69,53377.0,21.5,1.83,58519.0,0.167,76.5,91.0,4.28,8.0,50.2,v2,0.749,79.2,5343.0,800.0,0.733,6.14,0.69,419.0,26.4,0.46,1.44,63.6,7.98,0.345,0.61,0.88,9.1,0.3,v1,57.5,0.45,78.3,54.8,0.33,55628.0,7.3,0.735,v3,0
1.62,51621.0,26.2,1.07,84378.0,0.495,83.5,93.0,4.36,5.0,53.2,v2,0.68,60.3,6350.0,760.0,0.636,6.01,0.68,817.0,28.2,0.15,0.99,85.9,7.28,0.652,0.586,0.95,9.59,0.5,v1,48.7,0.59,52.1,59.0,0.76,24184.0,7.94,0.786,v2,0
3.56,53008.0,46.0,1.89,24312.0,0.164,78.1,73.0,4.7,6.6,53.8,v2,0.675,75.9,6806.0,801.0,0.735,6.13,0.53,602.0,27.7,0.26,1.14,68.1,6.97,0.579,0.58,0.49,9.08,0.23,v1,49.5,0.47,23.7,60.9,0.51,32646.0,6.88,0.763,v2,0
2.64,56308.0,35.8,1.69,59722.0,0.315,77.5,88.0,4.64,3.6,51.5,v1,0.654,85.2,6840.0,740.0,0.65,5.04,0.16,819.0,26.2,0.22,4.08,98.8,6.89,0.212,0.622,0.79,9.1,0.27,v2,58.8,0.5,59.4,63.1,0.81,80521.0,7.81,0.763,v2,0
3.35,52010.0,22.1,3.15,60127.0,0.315,71.5,52.0,4.49,6.0,51.2,v2,0.671,61.3,5059.0,773.0,0.405,6.01,0.52,599.0,28.3,0.22,1.22,84.3,7.02,0.231,0.444,0.42,9.06,0.62,v2,59.6,0.45,86.5,66.1,0.33,30111.0,7.98,0.749,v3,0
3.24,49822.0,18.4,1.85,23438.0,0.145,76.9,62.0,4.63,9.1,52.7,v1,0.649,88.4,4343.0,767.0,0.267,6.1,0.14,400.0,29.6,0.47,1.5,83.3,7.04,0.184,0.621,0.81,9.18,0.22,v2,60.0,0.44,66.2,72.7,0.88,25052.0,6.58,0.724,v1,0
