V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,class
6.5,3148.0,0.55,2.0,v2,v1,4476.0,v3,0.0,v1,1.76,1.0,0
6.04,3523.0,0.51,0.0,v1,v1,4618.0,v2,0.0,v1,1.35,1.0,0
7.76,3076.0,0.51,1.0,v2,v1,6010.0,v3,2.0,v1,0.93,2.0,0
7.28,3132.0,0.5,2.0,v2,v2,6259.0,v2,2.0,v3,0.7,1.0,1
7.94,3490.0,0.51,2.0,v2,v1,5395.0,v1,0.0,v1,0.97,1.0,1
1.54,3416.0,0.13,0.0,v2,v1,7350.0,v1,0.0,v1,1.96,0.0,0
6.03,3617.0,0.4,1.0,v1,v1,4497.0,v3,2.0,v1,1.99,0.0,0
6.08,3137.0,0.46,2.0,v1,v1,3792.0,v2,1.0,v1,1.27,1.0,0
2.07,3132.0,0.53,1.0,v2,v1,7331.0,v3,0.0,v1,0.58,2.0,0
2.23,3478.0,0.45,0.0,v1,v1,3696.0,v1,2.0,v1,0.74,0.0,0
6.88,3492.0,0.54,1.0,v2,v1,7187.0,v1,0.0,v1,0.91,0.0,0
6.94,3216.0,0.61,0.0,v1,v2,4581.0,v2,2.0,v3,0.69,2.0,0
5.54,3343.0,0.13,0.0,v1,v1,6177.0,v2,0.0,v1,0.57,2.0,0
5.85,3071.0,0.43,1.0,v1,v1,4564.0,v1,0.0,v1,0.84,0.0,0
4.11,3424.0,0.41,0.0,v2,v1,3659.0,v1,0.0,v1,1.54,1.0,0
1.99,3299.0,0.45,0.0,v1,v1,4346.0,v1,2.0,v1,1.93,1.0,1
5.45,3586.0,0.13,0.0,v1,v1,7295.0,v1,1.0,v1,0.93,0.0,1
5.4,3135.0,0.5,1.0,v2,v1,7247.0,v1,0.0,v1,0.88,2.0,0
4.83,3374.0,0.49,1.0,v2,v2,4527.0,v3,2.0,v3,1.01,1.0,0
1.78,3121.0,0.47,2.0,v2,v1,6715.0,v2,2.0,v1,0.58,0.0,1
5.51,3150.0,0.14,1.0,v1,v1,6981.0,v2,0.0,v1,0.55,2.0,0
5.95,3422.0,0.47,0.0,v2,v1,5437.0,v1,0.0,v1,1.67,1.0,1
6.08,3511.0,0.55,1.0,v2,v1,7301.0,v1,1.0,v1,1.89,0.0,0
6.68,3532.0,0.67,2.0,v2,v2,4508.0,v2,2.0,v3,1.77,2.0,1
7.0,3485.0,0.5,2.0,v2,v1,7269.0,v1,2.0,v1,1.78,2.0,1
1.57,3146.0,0.22,1.0,v2,v2,4194.0,v3,2.0,v3,1.95,1.0,0
3.93,3595.0,0.39,0.0,v1,v1,4551.0,v3,1.0,v2,1.3,1.0,1
5.53,3592.0,0.49,1.0,v2,v2,4076.0,v1,2.0,v3,0.87,0.0,0
1.8,3395.0,0.53,1.0,v2,v1,3872.0,v3,1.0,v1,0.86,0.0,0
7.08,3262.0,0.44,0.0,v2,v2,7285.0,v1,2.0,v3,0.65,1.0,0
5.81,3126.0,0.51,1.0,v2,v1,6989.0,v3,0.0,v1,1.81,2.0,0
6.02,3146.0,0.52,2.0,v2,v2,7248.0,v2,2.0,v3,0.6,0.0,0
5.99,3139.0,0.14,2.0,v1,v1,3446.0,v3,1.0,v1,1.9,2.0,0
6.86,3119.0,0.37,1.0,v2,v1,4286.0,v1,0.0,v1,1.75,1.0,0
5.58,3070.0,0.49,2.0,v2,v1,7117.0,v3,1.0,v2,1.13,2.0,1
6.05,3135.0,0.52,2.0,v2,v1,4497.0,v3,2.0,v1,1.05,0.0,1
1.73,3122.0,0.52,1.0,v2,v1,3206.0,v3,2.0,v1,1.32,2.0,1
7.29,3144.0,0.41,2.0,v2,v1,4504.0,v3,2.0,v1,2.03,1.0,1
1.99,3466.0,0.51,2.0,v2,v1,5818.0,v3,0.0,v1,1.8,1.0,0
2.59,3120.0,0.47,2.0,v2,v1,7291.0,v1,2.0,v1,1.72,2.0,1
6.16,3146.0,0.45,1.0,v2,v1,4456.0,v1,0.0,v1,0.72,2.0,1
1.63,3481.0,0.6,2.0,v1,v1,7281.0,v2,2.0,v1,1.58,0.0,0
2.1,3135.0,0.47,1.0,v2,v1,3145.0,v1,1.0,v2,1.68,2.0,0
8.19,3132.0,0.48,2.0,v2,v1,7193.0,v3,2.0,v1,1.09,2.0,0
1.45,3152.0,0.31,2.0,v2,v1,3018.0,v3,0.0,v1,1.27,2.0,0
6.94,3598.0,0.5,0.0,v1,v1,4430.0,v1,2.0,v1,1.27,0.0,0
7.23,3355.0,0.48,0.0,v2,v1,4475.0,v1,0.0,v1,1.76,1.0,1
1.87,3219.0,0.13,0.0,v1,v1,5149.0,v1,0.0,v2,1.9,2.0,0
5.91,3237.0,0.48,0.0,v2,v1,7276.0,v2,2.0,v1,0.56,0.0,0
5.62,3120.0,0.47,2.0,v1,v2,3458.0,v3,0.0,v3,1.0,1.0,1
5.78,3475.0,0.48,2.0,v1,v1,4549.0,v1,2.0,v1,2.02,1.0,0
5.5,3070.0,0.44,2.0,v2,v2,4351.0,v1,0.0,v3,1.05,2.0,1
7.07,3116.0,0.4,2.0,v1,v1,4548.0,v1,2.0,v1,1.53,1.0,0
7.65,3564.0,0.42,2.0,v2,v1,4500.0,v1,1.0,v1,0.79,2.0,0
6.29,3143.0,0.31,2.0,v1,v1,7290.0,v3,2.0,v1,0.73,1.0,0
4.81,3474.0,0.53,2.0,v1,v1,4183.0,v2,0.0,v1,1.73,0.0,0
2.36,3142.0,0.49,1.0,v2,v2,4245.0,v1,2.0,v3,1.75,0.0,0
1.57,3134.0,0.66,2.0,v1,v1,3161.0,v2,0.0,v1,1.23,0.0,1
5.48,3138.0,0.51,2.0,v1,v1,3926.0,v2,0.0,v1,2.06,1.0,0
2.08,3547.0,0.13,2.0,v1,v2,7286.0,v1,0.0,v3,0.68,0.0,0
1.95,3313.0,0.32,0.0,v1,v1,3563.0,v1,0.0,v1,1.27,1.0,0
1.66,3071.0,0.13,0.0,v1,v1,4311.0,v1,1.0,v1,1.79,0.0,1
5.06,3146.0,0.14,2.0,v1,v1,4474.0,v2,2.0,v1,1.85,2.0,1
8.04,3074.0,0.47,1.0,v1,v1,4558.0,v3,1.0,v1,0.77,1.0,0
6.24,3493.0,0.51,1.0,v2,v2,3198.0,v2,2.0,v3,0.68,0.0,0
1.92,3138.0,0.54,1.0,v2,v1,3950.0,v3,2.0,v1,1.14,1.0,0
7.75,3135.0,0.67,2.0,v2,v1,7275.0,v3,2.0,v3,1.27,0.0,0
2.12,3126.0,0.49,2.0,v1,v2,4561.0,v2,1.0,v3,1.81,1.0,0
1.41,3128.0,0.51,1.0,v1,v2,4552.0,v2,0.0,v3,0.56,0.0,1
2.84,3150.0,0.13,1.0,v1,v1,4560.0,v1,1.0,v1,1.19,0.0,0
4.38,3589.0,0.67,0.0,v2,v1,3143.0,v3,0.0,v1,0.85,2.0,0
1.42,3347.0,0.4,0.0,v2,v2,4526.0,v2,1.0,v3,0.56,0.0,0
6.65,3151.0,0.5,2.0,v2,v1,6588.0,v3,0.0,v1,1.21,2.0,1
1.47,3329.0,0.13,0.0,v1,v1,4551.0,v1,1.0,v1,1.21,1.0,0
5.58,3182.0,0.34,1.0,v1,v1,5869.0,v3,1.0,v1,1.37,1.0,0
4.76,3406.0,0.14,0.0,v2,v1,6301.0,v2,2.0,v2,0.92,2.0,0
7.66,3132.0,0.27,2.0,v1,v1,4231.0,v1,1.0,v1,0.97,0.0,1
1.63,3151.0,0.39,0.0,v2,v1,6661.0,v3,2.0,v1,1.23,0.0,1
5.95,3208.0,0.67,0.0,v2,v2,4549.0,v1,0.0,v3,2.02,1.0,0
7.17,3538.0,0.64,1.0,v2,v2,6974.0,v1,1.0,v3,1.9,1.0,0
6.48,3350.0,0.23,0.0,v2,v1,3538.0,v2,0.0,v1,0.96,1.0,0
4.26,3335.0,0.63,1.0,v2,v1,5929.0,v3,0.0,v2,1.25,0.0,0
5.6,3133.0,0.14,1.0,v1,v1,3813.0,v1,0.0,v1,1.82,0.0,1
6.94,3073.0,0.49,1.0,v1,v1,6591.0,v3,0.0,v1,1.66,2.0,0
6.0,3487.0,0.51,2.0,v1,v1,4506.0,v2,0.0,v1,1.39,1.0,0
1.54,3140.0,0.4,2.0,v2,v2,4414.0,v2,1.0,v3,2.01,0.0,0
7.92,3129.0,0.15,2.0,v2,v1,6542.0,v3,1.0,v1,0.8,0.0,1
6.05,3116.0,0.52,2.0,v2,v1,7209.0,v3,0.0,v1,1.99,0.0,0
6.74,3150.0,0.16,2.0,v1,v1,5483.0,v1,1.0,v1,0.71,1.0,1
8.26,3386.0,0.3,0.0,v2,v1,4538.0,v1,0.0,v1,1.62,1.0,0
2.25,3150.0,0.53,2.0,v2,v2,3429.0,v3,2.0,v3,1.45,0.0,1
5.84,3496.0,0.59,0.0,v2,v1,4723.0,v1,2.0,v1,1.77,1.0,0
5.92,3466.0,0.4,2.0,v2,v2,7209.0,v3,1.0,v3,0.57,0.0,0
2.06,3148.0,0.21,2.0,v2,v2,4559.0,v2,0.0,v3,1.91,1.0,0
1.72,3130.0,0.46,2.0,v2,v1,3768.0,v1,1.0,v1,1.63,1.0,0
2.22,3157.0,0.47,0.0,v2,v1,6569.0,v3,1.0,v3,1.83,0.0,1
4.23,3072.0,0.52,1.0,v2,v2,6283.0,v3,0.0,v3,2.01,1.0,1
5.47,3138.0,0.62,2.0,v1,v1,7114.0,v1,1.0,v3,1.14,0.0,1
5.54,3370.0,0.46,0.0,v2,v1,3307.0,v1,0.0,v1,1.28,2.0,0
7.9,3590.0,0.59,0.0,v2,v1,3385.0,v1,0.0,v1,2.02,0.0,0
5.55,3260.0,0.48,0.0,v2,v1,6804.0,v1,2.0,v1,1.17,2.0,0
6.34,3534.0,0.21,0.0,v1,v2,3435.0,v2,2.0,v3,0.81,2.0,1
6.17,3553.0,0.25,2.0,v2,v1,3348.0,v2,2.0,v1,0.55,1.0,0
1.77,3227.0,0.61,0.0,v2,v1,4508.0,v3,1.0,v1,1.67,1.0,1
1.54,3157.0,0.54,0.0,v1,v2,4784.0,v2,1.0,v3,1.9,1.0,1
7.1,3326.0,0.14,0.0,v1,v2,6215.0,v3,0.0,v3,1.16,2.0,0
7.83,3482.0,0.42,2.0,v2,v1,3028.0,v2,1.0,v1,1.54,2.0,1
1.78,3124.0,0.56,1.0,v1,v1,4494.0,v3,1.0,v1,0.64,0.0,0
5.81,3499.0,0.2,0.0,v1,v1,3271.0,v2,1.0,v1,1.18,0.0,0
1.9,3129.0,0.51,1.0,v2,v1,7247.0,v3,2.0,v1,1.2,1.0,0
5.92,3158.0,0.67,1.0,v1,v1,4569.0,v1,2.0,v1,1.14,1.0,1
1.41,3129.0,0.41,2.0,v2,v2,4471.0,v1,0.0,v3,1.2,1.0,0
6.28,3332.0,0.13,0.0,v1,v1,4464.0,v1,2.0,v1,1.69,0.0,1
1.69,3417.0,0.5,0.0,v1,v2,5845.0,v2,1.0,v3,1.15,1.0,0
8.01,3069.0,0.13,0.0,v1,v1,4471.0,v1,2.0,v2,1.21,1.0,0
3.21,3154.0,0.14,0.0,v2,v2,6415.0,v2,2.0,v3,0.59,0.0,0
7.35,3118.0,0.67,2.0,v1,v1,4487.0,v2,1.0,v1,0.75,0.0,1
2.13,3150.0,0.13,2.0,v2,v2,7358.0,v1,1.0,v1,0.57,2.0,1
1.56,3145.0,0.22,2.0,v1,v2,7337.0,v1,1.0,v3,1.09,0.0,0
8.04,3140.0,0.35,2.0,v2,v2,3151.0,v3,1.0,v2,1.19,2.0,0
