V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,class
3.0,-9.0,-32.0,-12.0,-24.0,4.0,8.0,-18.0,-150.0,-4.0,13.0,-2.0,1.0,-25.0,-169.0,-7.0,-21.0,5.0,1.0,16.0,-4.0,-28.0,-3.0,3.0,-9.0,7.0,-1.0,-13.0,-17.0,2.0,-15.0,2.0,4.0,-5.0,-25.0,1.0,-11.0,-6.0,2.0,6.0,-21.0,2.0,-19.0,-1.0,12.0,-1.0,-32.0,1.0,-18.0,5.0,12.0,-11.0,-30.0,2.0,-7.0,6.0,3.0,-12.0,-13.0,2.0,1.0,-4.0,-5.0,4.0,3.0,2.0,1.0,-3.0,-4.0,2.0,3.0,2.0,1.0,-3.0,-6.0,2.0,5.0,2.0,1.0,-3.0,-6.0,4.0,2.0,1.0,1.0,-4.0,-6.0,5.0,2.0,1.0,0
52.0,-4.0,-222.0,52.0,-39.0,9.0,48.0,-5.0,-203.0,52.0,-37.0,16.0,19.0,13.0,-109.0,-11.0,-30.0,-11.0,24.0,3.0,-87.0,-5.0,-11.0,-1.0,23.0,7.0,-75.0,-6.0,-13.0,-1.0,19.0,7.0,-85.0,-9.0,-16.0,-1.0,41.0,10.0,-273.0,-19.0,33.0,-9.0,-5.0,-4.0,-4.0,-2.0,-5.0,1.0,-6.0,-4.0,-2.0,0.0,-9.0,1.0,-39.0,-13.0,-193.0,-25.0,-26.0,11.0,-33.0,-6.0,-193.0,-50.0,-12.0,13.0,-29.0,-3.0,-195.0,-56.0,-7.0,10.0,-14.0,-4.0,-74.0,19.0,-41.0,2.0,3.0,-12.0,-207.0,7.0,37.0,5.0,4.0,-20.0,-406.0,63.0,68.0,1.0,1
112.0,115.0,-1744.0,476.0,-13.0,149.0,105.0,197.0,-2387.0,605.0,-171.0,135.0,97.0,276.0,-2781.0,620.0,-238.0,144.0,119.0,354.0,-3089.0,567.0,-232.0,161.0,142.0,438.0,-3235.0,536.0,-250.0,201.0,-47.0,-59.0,-844.0,747.0,85.0,244.0,-119.0,-37.0,126.0,129.0,-170.0,-6.0,3.0,-12.0,-207.0,7.0,37.0,5.0,-119.0,-37.0,126.0,129.0,-170.0,-6.0,3.0,-12.0,-207.0,7.0,37.0,5.0,23.0,7.0,-75.0,-6.0,-13.0,-1.0,23.0,7.0,-75.0,-6.0,-13.0,-1.0,-119.0,-37.0,126.0,129.0,-170.0,-6.0,23.0,7.0,-75.0,-6.0,-13.0,-1.0,23.0,7.0,-75.0,-6.0,-13.0,-1.0,0
2.0,2.0,26.0,2.0,1.0,-1.0,-1.0,3.0,1.0,-7.0,9.0,2.0,-1.0,2.0,-3.0,1.0,9.0,0.0,1.0,4.0,-5.0,-2.0,10.0,1.0,1.0,4.0,-3.0,-2.0,10.0,-3.0,-6.0,16.0,-29.0,-16.0,20.0,12.0,-7.0,12.0,-17.0,-13.0,21.0,8.0,-20.0,16.0,-51.0,-2.0,24.0,5.0,-13.0,16.0,-45.0,-1.0,42.0,12.0,-9.0,17.0,-53.0,-4.0,49.0,12.0,-9.0,19.0,-54.0,-11.0,51.0,12.0,-8.0,22.0,-52.0,-16.0,55.0,26.0,0.0,0.0,-9.0,-14.0,-11.0,-4.0,0.0,-1.0,-3.0,-9.0,-11.0,-1.0,1.0,4.0,3.0,-18.0,-15.0,-2.0,1
1.0,3.0,-3.0,-16.0,-12.0,0.0,3.0,1.0,8.0,-4.0,-8.0,-2.0,-20.0,70.0,-843.0,-156.0,289.0,49.0,-64.0,84.0,-1627.0,-127.0,464.0,51.0,-168.0,107.0,-2135.0,-172.0,406.0,32.0,-262.0,98.0,-2542.0,-131.0,305.0,-13.0,-389.0,91.0,-2757.0,-107.0,114.0,-55.0,-262.0,98.0,-2542.0,-131.0,305.0,-13.0,-389.0,91.0,-2757.0,-107.0,114.0,-55.0,7.0,-10.0,-179.0,-11.0,18.0,4.0,7.0,-8.0,-176.0,-13.0,18.0,1.0,7.0,-10.0,-179.0,-11.0,18.0,4.0,7.0,-8.0,-176.0,-13.0,18.0,1.0,8.0,-8.0,-180.0,-14.0,21.0,1.0,8.0,-10.0,-179.0,-13.0,21.0,3.0,0
7.0,-10.0,-179.0,-11.0,18.0,4.0,7.0,-8.0,-176.0,-13.0,18.0,1.0,8.0,-8.0,-180.0,-14.0,21.0,1.0,8.0,-10.0,-179.0,-13.0,21.0,3.0,7.0,-9.0,-169.0,-12.0,19.0,4.0,6.0,-9.0,-165.0,-13.0,18.0,4.0,7.0,-10.0,-170.0,-13.0,18.0,6.0,-2.0,-6.0,-133.0,-40.0,-8.0,-18.0,-5.0,-6.0,-134.0,-54.0,-10.0,-23.0,-9.0,0.0,-201.0,-70.0,-6.0,-25.0,6.0,-9.0,-165.0,-13.0,18.0,4.0,7.0,-10.0,-170.0,-13.0,18.0,6.0,-2.0,-6.0,-133.0,-40.0,-8.0,-18.0,-5.0,-6.0,-134.0,-54.0,-10.0,-23.0,-9.0,0.0,-201.0,-70.0,-6.0,-25.0,1
-7.0,-2.0,4.0,6.0,-8.0,1.0,-8.0,-1.0,-7.0,8.0,-12.0,-1.0,-9.0,-3.0,-17.0,6.0,-14.0,-1.0,-10.0,-2.0,-5.0,5.0,-14.0,-1.0,-9.0,-2.0,-16.0,9.0,-19.0,-1.0,-8.0,-3.0,-9.0,7.0,-7.0,0.0,-2.0,-6.0,-133.0,-40.0,-8.0,-18.0,-5.0,-6.0,-134.0,-54.0,-10.0,-23.0,-9.0,0.0,-201.0,-70.0,-6.0,-25.0,-16.0,-5.0,-270.0,-97.0,-3.0,-26.0,-33.0,-13.0,-526.0,-114.0,39.0,-47.0,-883.0,-260.0,-3451.0,-175.0,-434.0,21.0,-851.0,-235.0,-2973.0,-102.0,-506.0,8.0,-130.0,4.0,-405.0,32.0,260.0,-38.0,37.0,22.0,-91.0,-74.0,82.0,-8.0,0
0.0,0.0,19.0,2.0,-5.0,2.0,1.0,-2.0,14.0,5.0,-1.0,2.0,1.0,1.0,3.0,1.0,-1.0,2.0,-6.0,-1.0,-15.0,0.0,-7.0,0.0,-7.0,-2.0,4.0,6.0,-8.0,1.0,-8.0,-1.0,-7.0,8.0,-12.0,-1.0,-9.0,-3.0,-17.0,6.0,-14.0,-1.0,-10.0,-2.0,-5.0,5.0,-14.0,-1.0,-9.0,-2.0,-16.0,9.0,-19.0,-1.0,-8.0,-3.0,-9.0,7.0,-7.0,0.0,-2.0,-6.0,-133.0,-40.0,-8.0,-18.0,-5.0,-6.0,-134.0,-54.0,-10.0,-23.0,-9.0,0.0,-201.0,-70.0,-6.0,-25.0,-16.0,-5.0,-270.0,-97.0,-3.0,-26.0,-33.0,-13.0,-526.0,-114.0,39.0,-47.0,0
-2.0,0.0,15.0,0.0,-2.0,2.0,0.0,-1.0,-4.0,1.0,-1.0,2.0,-1.0,-1.0,2.0,1.0,1.0,2.0,-1.0,1.0,-5.0,-3.0,-4.0,2.0,1.0,-2.0,-4.0,3.0,-2.0,2.0,-1.0,-1.0,-3.0,1.0,-1.0,2.0,1.0,0.0,-2.0,-1.0,2.0,1.0,0.0,1.0,-4.0,-4.0,-1.0,1.0,1.0,0.0,0.0,-1.0,0.0,1.0,18.0,2.0,-112.0,14.0,-20.0,4.0,25.0,10.0,-93.0,-6.0,-7.0,0.0,36.0,2.0,-122.0,10.0,12.0,5.0,33.0,0.0,-108.0,21.0,7.0,8.0,3.0,-2.0,-13.0,2.0,11.0,4.0,4.0,-3.0,-17.0,1.0,9.0,3.0,1
25.0,10.0,-93.0,-6.0,-7.0,0.0,36.0,2.0,-122.0,10.0,12.0,5.0,33.0,0.0,-108.0,21.0,7.0,8.0,3.0,-2.0,-13.0,2.0,11.0,4.0,4.0,-3.0,-17.0,1.0,9.0,3.0,-1.0,-2.0,-14.0,-3.0,-3.0,2.0,4.0,-5.0,-46.0,5.0,6.0,9.0,6.0,-12.0,-112.0,15.0,-3.0,15.0,6.0,-10.0,-35.0,9.0,3.0,5.0,8.0,-6.0,-7.0,-18.0,1.0,-11.0,448.0,-73.0,-3234.0,313.0,-169.0,52.0,460.0,-65.0,-3277.0,307.0,-169.0,23.0,462.0,-59.0,-3275.0,285.0,-183.0,17.0,460.0,-41.0,-3226.0,250.0,-205.0,23.0,-198.0,68.0,-491.0,-381.0,-459.0,38.0,0
-3.0,3.0,10.0,-2.0,-5.0,2.0,-1.0,-1.0,-2.0,4.0,0.0,3.0,-2.0,1.0,0.0,0.0,-5.0,2.0,1.0,-1.0,2.0,5.0,1.0,2.0,-2.0,1.0,0.0,1.0,-4.0,2.0,-1.0,0.0,7.0,2.0,-5.0,2.0,-2.0,1.0,8.0,1.0,-1.0,2.0,-1.0,1.0,3.0,1.0,-2.0,2.0,1.0,-1.0,-6.0,3.0,4.0,1.0,-3.0,2.0,-3.0,-5.0,-9.0,3.0,3.0,-1.0,-5.0,5.0,2.0,3.0,3.0,0.0,-10.0,5.0,4.0,3.0,5.0,0.0,-19.0,2.0,6.0,3.0,3.0,1.0,-12.0,0.0,6.0,2.0,4.0,-6.0,-17.0,17.0,2.0,6.0,1
-8.0,5.0,-8.0,-11.0,-13.0,2.0,-6.0,2.0,-6.0,-6.0,-9.0,2.0,-6.0,2.0,1.0,-6.0,-9.0,1.0,-2.0,-2.0,-21.0,-7.0,-1.0,2.0,-1.0,-2.0,2.0,-4.0,1.0,1.0,-2.0,0.0,-6.0,-8.0,-1.0,2.0,-1.0,-2.0,-7.0,-2.0,2.0,2.0,0.0,-1.0,-2.0,-3.0,5.0,1.0,-1.0,-2.0,2.0,-6.0,2.0,1.0,1.0,-1.0,-24.0,-5.0,4.0,2.0,206.0,-344.0,-2325.0,-287.0,-499.0,51.0,205.0,-345.0,-2323.0,-287.0,-501.0,52.0,205.0,-344.0,-2319.0,-284.0,-498.0,52.0,205.0,-343.0,-2316.0,-285.0,-499.0,51.0,205.0,-343.0,-2315.0,-284.0,-499.0,51.0,0
-2.0,0.0,-7.0,0.0,-6.0,2.0,-1.0,0.0,-3.0,0.0,-3.0,3.0,-1.0,2.0,15.0,1.0,-6.0,2.0,-1.0,1.0,11.0,0.0,-3.0,2.0,-1.0,-1.0,-7.0,5.0,7.0,1.0,-1.0,-1.0,-12.0,-2.0,6.0,2.0,-1.0,0.0,-6.0,-5.0,6.0,2.0,-2.0,1.0,-3.0,-5.0,0.0,3.0,-2.0,0.0,0.0,-1.0,1.0,1.0,0.0,1.0,1.0,-4.0,4.0,2.0,0.0,-1.0,-2.0,-3.0,5.0,2.0,-2.0,-11.0,-73.0,-4.0,54.0,-9.0,-1.0,-4.0,-13.0,8.0,-4.0,1.0,-1.0,-2.0,-11.0,4.0,-4.0,1.0,-4.0,-6.0,-11.0,14.0,-8.0,1.0,1
-6.0,-7.0,-10.0,14.0,-15.0,1.0,-5.0,-4.0,-3.0,8.0,-12.0,1.0,-4.0,-3.0,11.0,5.0,-12.0,1.0,-2.0,-10.0,-32.0,14.0,-11.0,2.0,0.0,-7.0,-25.0,9.0,-6.0,0.0,-5.0,-15.0,-72.0,25.0,-20.0,-5.0,0.0,-10.0,-53.0,11.0,1.0,-1.0,-2.0,-7.0,-35.0,12.0,-12.0,-1.0,2.0,-7.0,-43.0,13.0,2.0,-4.0,2.0,-6.0,-17.0,9.0,-5.0,-1.0,-429.0,-348.0,-2652.0,118.0,-35.0,-106.0,-424.0,-328.0,-2761.0,19.0,52.0,-21.0,-489.0,-342.0,-2943.0,-30.0,76.0,-22.0,-480.0,-319.0,-2992.0,-132.0,170.0,5.0,-497.0,-297.0,-2955.0,-199.0,169.0,20.0,0
-2.0,-1.0,-9.0,-1.0,3.0,1.0,-1.0,0.0,-11.0,-3.0,4.0,3.0,4.0,-1.0,-3.0,0.0,18.0,1.0,2.0,1.0,-6.0,-8.0,10.0,2.0,-2.0,4.0,-9.0,-5.0,-1.0,1.0,-18.0,-7.0,-55.0,-5.0,6.0,2.0,-18.0,-6.0,-55.0,-6.0,4.0,4.0,-19.0,-4.0,-61.0,-14.0,2.0,4.0,-20.0,-18.0,-313.0,-20.0,11.0,-1.0,-36.0,-35.0,-701.0,-53.0,133.0,-9.0,-86.0,-45.0,-931.0,-94.0,100.0,-15.0,10.0,-9.0,36.0,19.0,9.0,-5.0,3.0,0.0,-9.0,-2.0,2.0,1.0,4.0,1.0,-24.0,-4.0,4.0,0.0,3.0,2.0,-3.0,-3.0,1.0,1.0,1
1.0,0.0,0.0,4.0,-1.0,2.0,-1.0,1.0,4.0,0.0,-3.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,-9.0,-2.0,-11.0,-2.0,-3.0,3.0,-5.0,-3.0,-12.0,-1.0,2.0,3.0,-2.0,-1.0,-9.0,-1.0,3.0,1.0,-1.0,0.0,-11.0,-3.0,4.0,3.0,4.0,-1.0,-3.0,0.0,18.0,1.0,2.0,1.0,-6.0,-8.0,10.0,2.0,-2.0,4.0,-9.0,-5.0,-1.0,1.0,-18.0,-7.0,-55.0,-5.0,6.0,2.0,-18.0,-6.0,-55.0,-6.0,4.0,4.0,-19.0,-4.0,-61.0,-14.0,2.0,4.0,-20.0,-18.0,-313.0,-20.0,11.0,-1.0,-36.0,-35.0,-701.0,-53.0,133.0,-9.0,1
3.0,0.0,-9.0,-2.0,2.0,1.0,4.0,1.0,-24.0,-4.0,4.0,0.0,3.0,2.0,-3.0,-3.0,1.0,1.0,3.0,1.0,-6.0,-1.0,1.0,1.0,1.0,-1.0,-5.0,-2.0,-4.0,1.0,5.0,1.0,-19.0,-7.0,2.0,0.0,3.0,-1.0,-17.0,1.0,-4.0,1.0,4.0,0.0,-10.0,0.0,-1.0,1.0,7.0,-8.0,-171.0,6.0,9.0,2.0,8.0,-11.0,-178.0,17.0,18.0,3.0,7.0,-11.0,-172.0,6.0,7.0,1.0,9.0,-12.0,-191.0,18.0,16.0,2.0,6.0,-11.0,-136.0,15.0,10.0,2.0,5.0,-11.0,-135.0,16.0,10.0,3.0,6.0,-11.0,-136.0,17.0,10.0,3.0,1
0.0,1.0,-16.0,3.0,1.0,4.0,-2.0,2.0,18.0,1.0,-3.0,2.0,-1.0,-1.0,-2.0,3.0,-1.0,2.0,-2.0,2.0,12.0,0.0,-3.0,3.0,-1.0,0.0,3.0,1.0,-3.0,1.0,-1.0,0.0,-4.0,3.0,-4.0,2.0,-2.0,2.0,10.0,1.0,-1.0,1.0,2.0,-2.0,8.0,5.0,6.0,2.0,0.0,0.0,5.0,-2.0,1.0,2.0,1.0,0.0,5.0,3.0,0.0,2.0,1.0,0.0,3.0,2.0,0.0,3.0,17.0,11.0,-125.0,-6.0,-25.0,-1.0,33.0,5.0,-141.0,2.0,2.0,1.0,16.0,-6.0,-58.0,17.0,-5.0,4.0,18.0,1.0,-65.0,3.0,-9.0,4.0,1
18.0,-1.0,-66.0,13.0,-11.0,4.0,12.0,-5.0,-45.0,9.0,7.0,4.0,18.0,-2.0,-65.0,26.0,-3.0,7.0,6.0,-10.0,-13.0,7.0,4.0,2.0,-7.0,-6.0,4.0,3.0,-6.0,2.0,0.0,-7.0,-13.0,9.0,0.0,2.0,8.0,-11.0,-7.0,13.0,12.0,3.0,1.0,-4.0,2.0,0.0,3.0,1.0,305.0,-30.0,-2303.0,225.0,-125.0,88.0,128.0,54.0,-68.0,-88.0,96.0,-8.0,99.0,34.0,32.0,-39.0,160.0,1.0,85.0,-1.0,-14.0,1.0,123.0,2.0,60.0,-19.0,13.0,23.0,77.0,1.0,41.0,-31.0,6.0,44.0,53.0,2.0,27.0,-31.0,4.0,41.0,34.0,2.0,0
0.0,-2.0,-2.0,3.0,2.0,2.0,3.0,1.0,-7.0,-7.0,6.0,2.0,3.0,1.0,-2.0,-5.0,4.0,0.0,4.0,1.0,6.0,-4.0,6.0,2.0,14.0,7.0,-45.0,-13.0,-16.0,-4.0,12.0,5.0,-42.0,-8.0,-13.0,-3.0,13.0,8.0,-63.0,-13.0,-9.0,-1.0,6.0,9.0,-58.0,-18.0,-22.0,-4.0,0.0,0.0,-149.0,12.0,-12.0,6.0,7.0,3.0,-160.0,10.0,4.0,4.0,6.0,1.0,-159.0,9.0,4.0,2.0,34.0,2.0,-488.0,107.0,-27.0,21.0,88.0,4.0,-1120.0,283.0,-89.0,47.0,156.0,3.0,-1995.0,531.0,-174.0,67.0,191.0,88.0,-2460.0,462.0,-244.0,71.0,0
5.0,1.0,-10.0,-5.0,2.0,0.0,16.0,4.0,-44.0,-2.0,-2.0,-1.0,14.0,4.0,-54.0,-5.0,-7.0,1.0,12.0,5.0,-53.0,-6.0,-6.0,2.0,11.0,5.0,-39.0,-4.0,-7.0,1.0,10.0,2.0,-41.0,-1.0,-11.0,2.0,10.0,4.0,-30.0,-1.0,-11.0,1.0,10.0,2.0,-47.0,3.0,-11.0,2.0,8.0,13.0,-178.0,-17.0,10.0,2.0,38.0,26.0,-349.0,21.0,39.0,11.0,129.0,49.0,-969.0,155.0,103.0,38.0,212.0,65.0,-1654.0,306.0,118.0,62.0,260.0,107.0,-2306.0,377.0,40.0,45.0,273.0,199.0,-2718.0,258.0,-54.0,46.0,317.0,242.0,-2950.0,231.0,-25.0,16.0,0
-1.0,2.0,-2.0,4.0,-6.0,3.0,-2.0,2.0,-6.0,1.0,-8.0,2.0,0.0,0.0,-9.0,4.0,-4.0,1.0,-1.0,2.0,-13.0,4.0,-4.0,4.0,1.0,0.0,5.0,7.0,0.0,2.0,-1.0,1.0,-10.0,2.0,-3.0,4.0,1.0,1.0,4.0,4.0,0.0,2.0,1.0,1.0,-9.0,3.0,0.0,2.0,7.0,0.0,-51.0,27.0,-17.0,13.0,7.0,0.0,-58.0,24.0,-19.0,6.0,7.0,3.0,-48.0,20.0,-14.0,7.0,8.0,3.0,-40.0,15.0,-15.0,4.0,7.0,3.0,-35.0,20.0,-13.0,7.0,9.0,5.0,-45.0,14.0,-15.0,6.0,7.0,1.0,-33.0,19.0,-15.0,4.0,1
1.0,0.0,11.0,-1.0,9.0,1.0,0.0,0.0,-4.0,-4.0,4.0,2.0,-1.0,-1.0,7.0,-1.0,2.0,2.0,-2.0,1.0,-5.0,-5.0,-3.0,2.0,0.0,0.0,2.0,-3.0,3.0,2.0,0.0,1.0,2.0,-4.0,3.0,1.0,0.0,0.0,1.0,-4.0,1.0,2.0,-62.0,30.0,-48.0,-40.0,-87.0,0.0,-36.0,24.0,-25.0,-35.0,-40.0,3.0,-43.0,25.0,-6.0,-38.0,-48.0,1.0,-14.0,13.0,-18.0,-21.0,-9.0,0.0,-4.0,10.0,-20.0,-16.0,9.0,2.0,-22.0,19.0,10.0,-46.0,-28.0,4.0,-14.0,13.0,-20.0,-27.0,-10.0,1.0,0.0,-1.0,-5.0,-10.0,13.0,1.0,1
-4.0,10.0,-20.0,-16.0,9.0,2.0,-22.0,19.0,10.0,-46.0,-28.0,4.0,-14.0,13.0,-20.0,-27.0,-10.0,1.0,0.0,-1.0,-5.0,-10.0,13.0,1.0,-2.0,-1.0,-6.0,-5.0,4.0,2.0,-1.0,-2.0,-16.0,-4.0,1.0,2.0,-2.0,-3.0,-6.0,-4.0,1.0,2.0,-1.0,-3.0,-11.0,-4.0,3.0,1.0,5.0,-18.0,-138.0,26.0,15.0,-7.0,5.0,-19.0,-140.0,27.0,16.0,-7.0,5.0,-18.0,-140.0,27.0,16.0,-7.0,4.0,-18.0,-138.0,26.0,15.0,-7.0,4.0,-18.0,-138.0,26.0,15.0,-7.0,4.0,-18.0,-139.0,26.0,15.0,-7.0,5.0,-18.0,-138.0,26.0,16.0,-7.0,1
-1.0,0.0,-6.0,2.0,2.0,3.0,-2.0,3.0,-3.0,2.0,-8.0,4.0,-2.0,-1.0,-4.0,8.0,-10.0,4.0,1.0,0.0,-7.0,3.0,-4.0,9.0,3.0,1.0,-10.0,5.0,2.0,3.0,2.0,4.0,-45.0,-5.0,-25.0,-3.0,5.0,4.0,-31.0,2.0,-34.0,-2.0,7.0,4.0,-32.0,6.0,-28.0,1.0,4.0,1.0,-41.0,7.0,-33.0,0.0,2.0,0.0,-30.0,11.0,-31.0,6.0,6.0,0.0,-35.0,11.0,-27.0,0.0,6.0,2.0,-29.0,10.0,-22.0,6.0,0.0,0.0,1.0,-2.0,4.0,2.0,-2.0,1.0,17.0,-2.0,-1.0,2.0,1.0,-1.0,-10.0,-1.0,1.0,1.0,1
-2.0,0.0,-7.0,-5.0,-1.0,1.0,0.0,0.0,2.0,-3.0,3.0,1.0,-2.0,2.0,10.0,-6.0,1.0,2.0,11.0,0.0,-45.0,12.0,-7.0,4.0,0.0,-1.0,-37.0,-9.0,-4.0,3.0,-3.0,-1.0,-2.0,-6.0,-1.0,1.0,5.0,-6.0,-18.0,1.0,9.0,2.0,5.0,-5.0,-14.0,1.0,10.0,1.0,-4.0,-1.0,0.0,-3.0,0.0,2.0,-5.0,-1.0,-7.0,-5.0,-5.0,2.0,0.0,-2.0,-13.0,-5.0,5.0,2.0,3.0,-16.0,-185.0,9.0,22.0,-5.0,3.0,-16.0,-178.0,9.0,11.0,-5.0,3.0,-14.0,-144.0,17.0,19.0,-3.0,3.0,-15.0,-150.0,10.0,15.0,-6.0,1
1.0,1.0,-14.0,4.0,-3.0,3.0,1.0,1.0,-4.0,6.0,-1.0,3.0,0.0,1.0,-1.0,7.0,0.0,8.0,0.0,1.0,-11.0,6.0,-2.0,4.0,1.0,2.0,-2.0,1.0,-2.0,2.0,1.0,-1.0,-4.0,8.0,2.0,4.0,-1.0,-1.0,-6.0,6.0,-3.0,4.0,9.0,3.0,-28.0,-1.0,-16.0,-2.0,10.0,5.0,-45.0,0.0,-13.0,1.0,10.0,4.0,-31.0,-1.0,-12.0,1.0,10.0,3.0,-38.0,3.0,-11.0,1.0,8.0,5.0,-27.0,-1.0,-16.0,2.0,10.0,1.0,-31.0,8.0,-7.0,6.0,9.0,3.0,-16.0,0.0,-6.0,0.0,-1.0,1.0,-3.0,-1.0,0.0,2.0,1
8.0,5.0,-24.0,1.0,-1.0,3.0,9.0,1.0,-12.0,5.0,4.0,3.0,6.0,-9.0,-17.0,13.0,19.0,-2.0,4.0,-5.0,-6.0,2.0,17.0,1.0,-5.0,-2.0,2.0,-5.0,-3.0,1.0,4.0,-5.0,-6.0,2.0,17.0,1.0,0.0,-3.0,0.0,-2.0,4.0,2.0,-1.0,3.0,-10.0,-14.0,6.0,1.0,7.0,5.0,-21.0,-18.0,14.0,2.0,7.0,1.0,-17.0,-8.0,16.0,1.0,7.0,-16.0,-138.0,29.0,23.0,-3.0,6.0,-15.0,-131.0,28.0,21.0,-4.0,6.0,-15.0,-128.0,29.0,18.0,-2.0,6.0,-16.0,-133.0,32.0,19.0,0.0,6.0,-16.0,-133.0,32.0,19.0,0.0,1
-1.0,-1.0,-1.0,-1.0,5.0,3.0,-4.0,-1.0,0.0,1.0,0.0,3.0,-1.0,0.0,1.0,-1.0,2.0,1.0,1.0,0.0,-3.0,2.0,5.0,4.0,-2.0,1.0,-4.0,1.0,-3.0,4.0,-1.0,-2.0,-9.0,3.0,-1.0,3.0,4.0,1.0,-45.0,10.0,-21.0,7.0,4.0,-2.0,-38.0,14.0,-26.0,4.0,0.0,-5.0,-49.0,21.0,-34.0,8.0,-1.0,-7.0,-42.0,23.0,-32.0,7.0,1.0,-6.0,-21.0,21.0,-31.0,7.0,10.0,-2.0,-27.0,11.0,-4.0,5.0,7.0,1.0,-40.0,5.0,-14.0,5.0,9.0,-1.0,-35.0,10.0,-7.0,7.0,12.0,0.0,-34.0,6.0,0.0,6.0,1
3.0,-1.0,-7.0,7.0,6.0,5.0,3.0,4.0,-45.0,-1.0,-21.0,2.0,8.0,7.0,-58.0,-3.0,-28.0,0.0,11.0,6.0,-35.0,-3.0,-14.0,-2.0,12.0,4.0,-56.0,-2.0,-12.0,0.0,11.0,3.0,-46.0,4.0,-7.0,4.0,24.0,6.0,-40.0,-4.0,20.0,4.0,20.0,5.0,-39.0,-5.0,16.0,2.0,19.0,3.0,-40.0,0.0,18.0,5.0,18.0,1.0,-34.0,2.0,18.0,5.0,-12.0,4.0,-23.0,15.0,43.0,31.0,35.0,-32.0,-1.0,115.0,-23.0,22.0,25.0,-29.0,1.0,49.0,8.0,7.0,-8.0,2.0,-12.0,-8.0,-11.0,2.0,-4.0,0.0,-6.0,-2.0,-2.0,2.0,1
-4.0,0.0,-2.0,0.0,-3.0,1.0,-2.0,-1.0,0.0,0.0,1.0,3.0,-2.0,-1.0,-3.0,0.0,4.0,2.0,-10.0,-2.0,-33.0,-7.0,17.0,4.0,-12.0,1.0,-35.0,-8.0,14.0,4.0,-12.0,-1.0,-39.0,-9.0,8.0,5.0,-12.0,0.0,-42.0,-10.0,12.0,5.0,-15.0,0.0,-26.0,-12.0,7.0,5.0,-12.0,-4.0,-20.0,-4.0,11.0,5.0,-13.0,-1.0,-30.0,-10.0,12.0,6.0,-203.0,-57.0,-771.0,138.0,-188.0,-9.0,-241.0,-72.0,-996.0,174.0,-171.0,-20.0,-254.0,-76.0,-1358.0,170.0,-44.0,-20.0,-253.0,-69.0,-1582.0,136.0,48.0,-27.0,-261.0,-65.0,-1615.0,106.0,58.0,-36.0,0
1.0,-1.0,-2.0,5.0,1.0,3.0,-2.0,2.0,14.0,0.0,-3.0,3.0,-3.0,-1.0,-10.0,3.0,2.0,2.0,-3.0,-2.0,-6.0,4.0,7.0,1.0,-4.0,0.0,-16.0,0.0,0.0,2.0,-4.0,-1.0,-18.0,1.0,3.0,1.0,-4.0,1.0,4.0,-3.0,2.0,4.0,-2.0,0.0,-12.0,-2.0,4.0,4.0,-3.0,2.0,2.0,-4.0,2.0,3.0,-1.0,0.0,-11.0,-1.0,8.0,3.0,-2.0,-1.0,-7.0,-1.0,6.0,3.0,-10.0,-4.0,-37.0,-1.0,13.0,1.0,-11.0,-4.0,-31.0,0.0,10.0,0.0,-11.0,-2.0,-28.0,-5.0,12.0,0.0,-11.0,-6.0,-38.0,0.0,14.0,1.0,1
-5.0,-1.0,-16.0,-3.0,-7.0,3.0,-2.0,1.0,7.0,0.0,2.0,1.0,-132.0,-48.0,-496.0,63.0,-110.0,-1.0,-101.0,-47.0,-445.0,80.0,-72.0,-7.0,-79.0,-43.0,-417.0,79.0,-20.0,-11.0,-107.0,-45.0,-413.0,70.0,-101.0,-12.0,-68.0,-35.0,-355.0,66.0,-23.0,-9.0,-81.0,-37.0,-345.0,44.0,-52.0,-9.0,-68.0,-39.0,-358.0,58.0,-34.0,-11.0,-52.0,-30.0,-332.0,49.0,-16.0,-7.0,-9.0,1.0,-11.0,-10.0,-12.0,2.0,-14.0,7.0,-6.0,-16.0,-18.0,1.0,-9.0,6.0,-9.0,-14.0,-12.0,1.0,-6.0,3.0,-11.0,-9.0,-8.0,1.0,-8.0,3.0,-8.0,-9.0,-11.0,2.0,1
